ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001393905-20-000095	31-DEC-2019	Empire Stock Transfer Inc.	None	N	SEC	Not applicable		2339	350	47930	0	499	0			Yes			0	0	0
0000839196-20-000001	31-DEC-2019	ZIONS FIRST NATIONAL BANK                               /TA	None	N	OCC	Not applicable		881	53617	53617	1836	4707	0			Yes			0	0	214
0001090027-20-000002	31-DEC-2019	PLANMEMBER SERVICES CORP /TA	None	Y	SEC	Not applicable		297458	81713	81713	81713	0	0			Yes			297458	4899	23
0001683168-20-001043	31-DEC-2019	Altegris Advisors, LLC/TA	None	N	SEC	Not applicable		12	1742	1142	0	1142	0			Not Applicable			0	0	0
0000024179-20-000001	31-DEC-2019	CONTINENTAL STOCK TRANSFER & TRUST CO /TA	None	Y	SEC	Not applicable		86084	1630988	1630988	26561	79013	0			Yes			0	0	17582
0001146032-20-000001	31-DEC-2019	BANCO POPULAR DE PUERTO RICO/TA	Some	N	BGFRS	Not applicable		1048	8248	11271	5242	210	0			Yes			1371	0	502
0001146230-20-000004	31-DEC-2019	Computershare Inc /TA	Some	Y	SEC	Yes, filed amendment(s)		941666	17843087	17843800	4666266	8129640	0			Yes			0	0	62353
0001202048-20-000011	31-DEC-2019	VALIC RETIREMENT SERVICES CO	None	N	SEC	No, failed to file amendment(s)	Change in responsible personnel prompted a reevaluation of form questions, we determined only retirement plan recordkeeping activity is performed in Amarillo not transfer agent functions and are removing Amarillo as a location and making other amendments.	0	2345	2345	0	0	0			Yes			290920	710	0
0001085284-20-000001	31-DEC-2019	WICHITA NATIONAL LIFE INSURANCE CO / /TA	None	N	SEC	Not applicable		17	454	454	0	0	0			Yes			0	0	0
0001140361-20-007526	31-DEC-2019	CAMPBELL & CO LP /TA	All	N	SEC	Yes, filed amendment(s)															
