ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0001202048-20-000010	1	principalOfficeAddress	2919 Allen Parkway  Houston TX 77019
0001807304-20-000003	1	principalOfficeAddress	1060 South Harrison St.  Denver CO 80209
0001062993-20-001496	2	mailingAddress	PO Box 128, STN M  Calgary A0 T2P 2H6
0001062993-20-001496	1	principalOfficeAddress	2300, 125 - 9 Avenue SE  Calgary A0 T2G 0P6
0001062993-20-001496	1	otherBusinessLocation	Suite 1900, 925 West Georgia Street  Vancouver A1 V6C 3L2
0001493152-20-004703	1	principalOfficeAddress	15500 Roosevelt Blvd., Suite 104 Clearwater FL 33760
0001794142-20-000002	1	principalOfficeAddress	44 Montgomery Street 38th Floor San Francisco CA 94104
0001807695-20-000001	2	mailingAddress	228 Park Ave S #86651  New York NY 10003
0001807695-20-000001	1	principalOfficeAddress	335 Madison Avenue 16th Floor New York NY 10017
0001520138-20-000115	1	principalOfficeAddress	721 N. Vulcan Ave. Ste. 106 Encinitas CA 92024
0000950123-20-003005	2	mailingAddress	707 2nd Avenue South  Minneapolis MN 55474-2405
0000950123-20-003005	1	principalOfficeAddress	225 Franklin Street 25th Floor Boston MA 02110
0000950123-20-002967	1	principalOfficeAddress	450 Lexington Avenue 4th Floor, Unit #50 New York NY 10163
0000950123-20-002967	1	otherBusinessLocation	500 Plaza Drive 4th Floor Secaucus NJ 07094
0001398344-20-006307	1	principalOfficeAddress	225 Pictoria Drive Suite 450 Cincinnati OH 45246
0001398344-20-006307	2	otherBusinessLocation	80 Arkay Dr. Suite 100 Hauppauge NY 11788
0001398344-20-006307	1	otherBusinessLocation	4221 N. 203rd St. Suite 100 Elkhorn NE 68022
0001398344-20-006305	2	otherBusinessLocation	80 Arkay Dr. Suite 100 Hauppauge NY 11788
0001398344-20-006305	1	principalOfficeAddress	225 Pictoria Drive Suite 450 Cincinnati OH 45246
0001398344-20-006305	1	otherBusinessLocation	4221 N. 203rd St. Suite 100 Elkhorn NE 68022
0001398344-20-006303	1	otherBusinessLocation	80 Arkay Drive Suite 110 Hauppauge NY 11788
