ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001202048-20-000010	corporationPartnership	5	Jin Han	03-SEP-2019	Manager, VPA Trading	NA			
0001202048-20-000010	corporationPartnership	4	Jennifer Martin	03-SEP-2019	Director, VPA Trading	NA			
0001202048-20-000010	corporationPartnership	3	Cynthia Burnette	13-JUL-2017	Vice President and Assistant Treasurer	NA			
0001202048-20-000010	corporationPartnership	2	The Variable Annuity Life Insurance Company (VALIC)	18-NOV-1996	Owner	E	true		
0001202048-20-000010	corporationPartnership	1	Mark Matthes	16-MAR-2012	Vice President	NA			22-NOV-2019
0001807304-20-000003	soleProprietorship	1	Randy Croyle	02-MAR-2020	Chief Compliance Officer			Authority - TA compliance with fed laws	
0001807304-20-000003	soleProprietorship	2	Kyle Croyle	30-MAY-2016	CEO			Control and day-to-day responsibility	
0001062993-20-001496	corporationPartnership	8	GERARD JANSSEN	17-JUN-2010	DIRECTOR	NA	true		
0001062993-20-001496	corporationPartnership	7	DIANA WOLFE	23-FEB-2017	DIRECTOR	NA	true		
0001062993-20-001496	corporationPartnership	6	BRENDA EPRILE	28-NOV-2018	DIRECTOR	NA	true		
0001062993-20-001496	corporationPartnership	5	ANDREA GILLIS	25-SEP-2017	DIRECTOR	NA	true		
0001062993-20-001496	corporationPartnership	4	BRIAN NEWMAN	07-JUN-2004	DIRECTOR	NA	true		
0001062993-20-001496	corporationPartnership	1	CRAIG SKAUGE	12-JUN-2008	CEO, PRESIDENT & DIRECTOR	NA	true		
0001062993-20-001496	corporationPartnership	2	GERHARD BARNARD	15-NOV-2007	CHIEF FINANCIAL OFFICER	NA	true		
0001062993-20-001496	corporationPartnership	3	DEAN NAUGLER	20-SEP-2018	VP, CORPORATE & SHAREHOLDER SERVICES	NA	true		
0001493152-20-004703	soleProprietorship	2	Micah James Eldred	01-JUN-2003	CEO			82% Owner of holding company and CEO	
0001493152-20-004703	soleProprietorship	1	Connect X Capital Markets LLC	30-MAR-2011	100% Owner - Holding Company			100% Owner - Holding Company	
0001493152-20-004703	soleProprietorship	3	David Daniel Lopez	01-FEB-2005	President, CCO, 4.2% owner of holding co			President and CCO	
0001493152-20-004703	soleProprietorship	4	Anna Vladimirovna Kotlova	15-MAR-2010	Manager of Business Development			Manager	
0001493152-20-004703	soleProprietorship	5	Leesa Greif Nobel	13-JUL-2013	Office Manager			Manager	
0001794142-20-000002	soleProprietorship	1	DTAC Holdings LLC	06-NOV-2019	Owner			Sole Member of Registrant	
0001794142-20-000002	soleProprietorship	2	Mason Borda	06-NOV-2019	Manager			Control of Registrant	
0001794142-20-000002	soleProprietorship	3	Alex Levine	16-DEC-2019	President			Control of Registrant	
0001807695-20-000001	soleProprietorship	3	Ryan Kahn	19-MAR-2020	President and Treasurer			Officer of Otis Secure LLC	
0001807695-20-000001	soleProprietorship	4	Keith Marshall	19-MAR-2020	Vice President and Secretary			Officer of Otis Secure LLC	
