ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001573302-19-000002	corporationPartnership	1	TMX Group Limited	08-FEB-2013	Parent Company (Public Company)	E	true		
0001573302-19-000002	corporationPartnership	2	Elias Anastasopoulos	08-AUG-2013	Director	NA	true		
0001573302-19-000002	corporationPartnership	3	William Warwick Linton	22-DEC-2015	Director and Chair	NA	true		
0001573302-19-000002	corporationPartnership	4	Wayne Steven Morgan Ralph	22-DEC-2015	Director	NA	true		11-FEB-2019
0001573302-19-000002	corporationPartnership	9	Claire Johnson	12-OCT-2018	President, CEO and Director	NA	true		
0001573302-19-000002	corporationPartnership	6	Cheryl Graden	14-AUG-2017	Director	NA	true		
0001573302-19-000002	corporationPartnership	7	Susan Evelyn Taves	17-MAY-2018	Director	NA	true		
0001573302-19-000002	corporationPartnership	8	Thomas Stephen Monahan	17-MAY-2018	Director	NA	true		
0001573302-19-000002	corporationPartnership	5	Paul Walter Rawlinson	22-DEC-2015	Director	NA	true		
0001285911-19-000003	corporationPartnership	1	The Dreyfus Corporation	23-JUN-1995	Parent Company	E	true		
0001285911-19-000003	corporationPartnership	2	J. David Officer	01-FEB-2002	Director	NA			29-MAY-2009
0001285911-19-000003	corporationPartnership	3	Prasanna Dhore	28-FEB-2003	Director, Chairman	NA			11-JUL-2007
0001285911-19-000003	corporationPartnership	4	Patrick Synan	21-MAY-1998	Director, President	NA			16-NOV-2012
0001285911-19-000003	corporationPartnership	5	Joni L. Charatan	01-AUG-2005	Chief Legal Officer, VP and Secretary	NA			28-APR-2017
0001285911-19-000003	corporationPartnership	6	Gary Pierce	01-JUL-2005	Chief Financial Officer and Treasurer	NA			02-NOV-2015
0001285911-19-000003	corporationPartnership	14	Alban Miranda	19-MAY-2016	Chief Financial Officer and Treasurer	NA			
0001285911-19-000003	corporationPartnership	8	The Bank of New York Mellon Corporation	01-JUL-2007	Ultimate Parent Company	E	true		
0001285911-19-000003	corporationPartnership	9	Stephen J. Storen	20-OCT-2008	Chief Compliance Officer	NA			01-DEC-2014
0001285911-19-000003	corporationPartnership	10	Matthew Perrone	01-JUN-2009	Director and Vice President	NA			
0001285911-19-000003	corporationPartnership	11	Bradley J. Skapyak	20-MAY-2010	Director and Chairman of the Board	NA			
0001285911-19-000003	corporationPartnership	12	Irene Pappas	10-DEC-2012	Director and President	NA			
0001285911-19-000003	corporationPartnership	13	Jeffrey M. Soltes	12-NOV-2015	Chief Financial Officer and Treasurer	NA			01-APR-2016
0001285911-19-000003	corporationPartnership	7	William H. Maresca	15-OCT-2007	Director and Vice Chairman	NA			
0001511164-19-000040	soleProprietorship	3	Micah James Eldred	01-JUN-2003	CEO			82% Owner of holding company and CEO	
0001511164-19-000040	soleProprietorship	2	Kimberly Ann Whiteside	01-SEP-2017	Operations Supervisor			Operations Supervisor	15-MAR-2019
0001511164-19-000040	soleProprietorship	1	Connect X Capital Markets LLC	30-MAR-2011	100% Owner - Holding Company			100% Owner - Holding Company	
