ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0001573302-19-000002	3	otherBusinessLocation	1800-1190 ave des Canadiens-de-Montreal C.P. 37 Montreal A8 H4Z 1A9
0001573302-19-000002	1	principalOfficeAddress	100 Adelaide St. West Suite 301 Toronto A6 M5H 1S3
0001573302-19-000002	1	otherBusinessLocation	650 West Georgia St. Suite 2700 Vancouver A1 V6B 4N9
0001573302-19-000002	2	otherBusinessLocation	300-5th Avenue Sw 10th Floor Calgary A0 T2P 3C4
0001285911-19-000003	2	mailingAddress	200 Park Avenue  New York NY 10166
0001285911-19-000003	1	principalOfficeAddress	144 Glenn Curtiss Boulevard  Uniondale NY 11556
0001506388-19-000005	2	mailingAddress	1932 Wynnton Road  Columbus GA 31999
0001506388-19-000005	1	principalOfficeAddress	1 Aflac Parkway  Columbus GA 31907
0001511164-19-000040	1	principalOfficeAddress	15500 Roosevelt Blvd., Suite 301 Clearwater FL 33760
0000896852-19-000010	2	mailingAddress	SECRETARY, LEGAL DEPARTMENT 5140 YONGE STREET, SUITE 800 TORONTO A6 M2N 6X7
0000896852-19-000010	1	principalOfficeAddress	119 EUSTON STREET  CHARLOTTETOWN A7 C1A 1W3
0000950123-19-002809	1	principalOfficeAddress	655 Broad Street Prudential Tower - 17th Floor Newark NJ 07102
0000950123-19-002809	1	otherBusinessLocation	Letterkenny Office Park, Windyhall Letterkenny Donnegal L2 00000
0001771339-19-000003	1	principalOfficeAddress	244 5th Avenue R260 New York NY 10001
0001448300-19-000004	1	principalOfficeAddress	7 Shattuck Road  Andover MA 01810
0001448300-19-000004	2	mailingAddress	100 Federal Street  BOSTON MA 02110
0001451316-19-000002	2	mailingAddress	C/O FRANKLIN TEMPLETON INVESTOR SERVICES 3355 DATA DRIVE, 2ND FLOOR RANCHO CORDOVA CA 95670
0001451316-19-000002	1	principalOfficeAddress	Mainzer Landstrasse 16  D-60325 Frankfurt am Main 2M D-60325
0001432532-19-000002	2	mailingAddress	C/O FRANKLIN TEMPLETON INVESTOR SERVICES 3344 Quality Drive, ATTN: GRC US RANCHO CORDOVA CA 95670
0001432532-19-000002	1	principalOfficeAddress	Andersia Tower Plac Andersia 3, 14th Floor Poznan R9 61-894
0001432531-19-000007	1	principalOfficeAddress	Franklin Templeton Park Plot #18-23 Financial Dist. Nanakramguda Hyderabad K7 500019
0001432531-19-000007	2	mailingAddress	C/O FRANKLIN TEMPLETON INVESTOR SERVICES 3355 Data Drive, 2ND FLOOR RANCHO CORDOVA CA 95670
0000353291-19-000003	1	principalOfficeAddress	3344 Quality Drive  Rancho Cordova CA 95670
0000353291-19-000003	1	otherBusinessLocation	100 Fountain Parkway  St. Petersburg FL 33716
0000353291-19-000003	2	otherBusinessLocation	One Franklin Parkway  San Mateo CA 94403
0001470814-19-000001	1	principalOfficeAddress	500 Park Ave Suite 114 Lake Villa IL 60046
0000862124-19-000002	13	otherBusinessLocation	100 New Millennium Way  Durham NC 27709
0000862124-19-000002	14	otherBusinessLocation	5401 Watson Drive SE  Albuquerque NM 87106
0000862124-19-000002	12	otherBusinessLocation	Two Destiny Way  Westlake TX 76262
0000862124-19-000002	11	otherBusinessLocation	49 North 400 West  Salt Lake City UT 84101
0000862124-19-000002	10	otherBusinessLocation	2250 William D. Tate  Grapevine TX 76051
0000862124-19-000002	9	otherBusinessLocation	100 Howe Drive  Covington KY 41015
0000862124-19-000002	8	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0000862124-19-000002	7	otherBusinessLocation	100 Salem Street  Smithfield RI 02917
0000862124-19-000002	6	otherBusinessLocation	Two Contra Way  Merrimack NH 03054
0000862124-19-000002	5	otherBusinessLocation	One Spartan Way  Merrimack NH 03054
0000862124-19-000002	4	otherBusinessLocation	200 Seaport Boulevard  Boston MA 02210
0000862124-19-000002	3	otherBusinessLocation	200 Magellan Drive  Covington KY 41015
0000862124-19-000002	2	otherBusinessLocation	100 Magellan Drive  Covington KY 41015
0000862124-19-000002	2	mailingAddress	245 Summer Street Mail Zone Z2L Attention: Enterprise Cmpl Boston MA 02210
0000862124-19-000002	1	principalOfficeAddress	245 Summer Street  Boston MA 02210
0000862124-19-000002	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0001769408-19-000002	1	principalOfficeAddress	5711 Kansas Street  Houston TX 77007
0001073944-19-000002	2	otherBusinessLocation	2225 Washington Blvd. Suite 300 Ogden UT 84401
