ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001144204-14-057044	31-DEC-2013	HERITAGE U.S. TRANSFER CORP.	NONE	N	SEC	Not applicable		119	8081	8081	0	0	0			Not Applicable			0	0	0
0001171520-14-000634	31-DEC-2013	Equity Stock Transfer, LLC	NONE	N	SEC	Not applicable		518	1359	1359	0	1261	0			Yes			0	0	0
0001354488-14-004337	31-DEC-2013	Web Stock Transfer LLC	SOME	N	SEC	Not applicable		96	624	624	0	0									0
0001171520-14-000547	31-DEC-2013	Equity Stock Transfer, LLC	NONE	N	SEC	Not applicable		518	1359	1359	0	1261	0			Yes			0	0	0
0001144204-14-046856	31-DEC-2013	American National Stock Transfer, LLC	SOME	N	SEC	Not applicable		1103	140472	82513	82513	0	0			Yes			0	0	0
0001316141-14-000007	31-DEC-2013	Transhare Corporation	NONE	N	SEC	Not applicable		2316	13476	13476	0	1	0			Yes			0	0	26
0001316141-14-000006	31-DEC-2012	Transhare Corporation	NONE	N	SEC	Not applicable		1727	13032	13032	0	0	0			Yes			0	0	0
0001060257-14-000006	31-DEC-2013	BANCO SANTANDER PUERTO RICO	SOME	N	FDIC	Yes, filed amendment(s)		985	1050	439	14	0	0			Yes			0	0	0
0001327409-14-000001	31-DEC-2013	Colonial Virginia Bank	NONE	N	BGFRS	Not applicable		94	759	759	0	0									0
0001060257-14-000005	31-DEC-2013	BANCO SANTANDER PUERTO RICO	SOME	N	FDIC	Yes, filed amendment(s)		985	1050	439	14	0	0			Yes			0	0	0
0001060257-14-000004	31-DEC-2013	BANCO SANTANDER PUERTO RICO	SOME	N	FDIC	Yes, filed amendment(s)		985	1050	439	14	0	0			Yes			0	0	0
