ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0000892712-24-000062	soleProprietorship	1	Block Time Financial, Inc.	18-MAR-2024	Owner			Parent Company	
0001550840-24-000006	corporationPartnership	2	Adam Girard	31-MAY-2018	Tax Officer	NA	true		
0001550840-24-000006	corporationPartnership	1	Patrick J. Pedonti	31-MAY-2018	Chief Financial Officer	NA	true		04-OCT-2023
0001550840-24-000006	corporationPartnership	6	Brian N. Schell	04-OCT-2023	Chief Financial Officer	NA	true		
0001550840-24-000006	corporationPartnership	5	Rahul Kanwar	17-MAR-2023	Authorized Signatory	NA	true		
0001550840-24-000006	corporationPartnership	4	Christopher Kundro	17-MAR-2023	President	NA	true		
0001550840-24-000006	corporationPartnership	3	Jason White	01-NOV-2021	Secretary	NA	true		
0001903596-24-000161	corporationPartnership	1	William D. Miller	14-JAN-2016	Head of Stock Transfer	NA	true		
0001903596-24-000161	corporationPartnership	4	John Buonomo	30-MAY-2023	Senior Director	NA	true		
0001903596-24-000161	corporationPartnership	3	Securitize, Inc.	16-FEB-2022	Parent of Registrant	E	true		
0001903596-24-000161	corporationPartnership	2	Joslyn Claiborne	13-AUG-2009	Managing Director	NA	true		
0001062993-24-007301	corporationPartnership	5	Loui Anastasopoulos	29-SEP-2023	Interim President and CEO	NA	true		
0001062993-24-007301	corporationPartnership	2	Cheryl Graden	31-AUG-2021	Director	NA	true		
0001062993-24-007301	corporationPartnership	4	Clarence Wong	12-SEP-2022	Director	NA	true		
0001062993-24-007301	corporationPartnership	3	Claire Johnson	31-AUG-2021	Director	NA			29-SEP-2023
0001062993-24-007301	corporationPartnership	1	TMX Group Limited	31-AUG-2021	Parent Company (Public Company)	E	true		
0001062993-24-007296	corporationPartnership	4	Cheryl Graden	14-AUG-2017	Director	NA	true		
0001062993-24-007296	corporationPartnership	2	Elias Anastasopoulos	08-AUG-2013	Director	NA	true		
0001062993-24-007296	corporationPartnership	1	TMX Group Limited	08-FEB-2013	Parent Company (Public Company)	E	true		
0001062993-24-007296	corporationPartnership	9	Stephanie Lachance	29-APR-2022	Director	NA	true		
0001062993-24-007296	corporationPartnership	8	Susan Evelyn Taves	17-MAY-2018	Director	NA	true		
0001062993-24-007296	corporationPartnership	7	Thomas Stephen Monahan	17-MAY-2018	Director	NA	true		
0001062993-24-007296	corporationPartnership	6	William Warwick Linton	22-DEC-2015	Director and Chair	NA	true		
0001062993-24-007296	corporationPartnership	10	Loui Anastasopoulos	29-SEP-2023	Interim President and CEO	NA	true		
0001062993-24-007296	corporationPartnership	5	Claire Johnson	12-OCT-2018	President, CEO and Director	NA	true		29-SEP-2023
0001062993-24-007296	corporationPartnership	3	Michele J. Buchignani	31-JUL-2019	Director	NA	true		
0000842657-24-000012	corporationPartnership	12	Nicole Grogan	26-JUL-2019	Director and Vice President	NA			26-JUL-2019
0000842657-24-000012	corporationPartnership	14	Ciara Crawford	25-JUN-2018	Assistant Secretary	NA			
0000842657-24-000012	corporationPartnership	10	DWS USA Corporation	01-MAY-2018	100% owner of DIMA	E	true		
0000842657-24-000012	corporationPartnership	11	Hepsen Uzcan	25-JUN-2018	Director and Vice President	NA	true		
0000842657-24-000012	corporationPartnership	5	Michael Sharkey	01-NOV-2017	Director and President	NA	true		
0000842657-24-000012	corporationPartnership	7	Deutsche Bank AG	02-APR-2018	owner of DB Beteiligungs - Holding GmbH	E	true		
0000842657-24-000012	corporationPartnership	13	Diane Kenneally	08-JUL-2019	Vice President	NA	true		
0000842657-24-000012	corporationPartnership	9	DB Beteiligungs - Holding GmbH	02-APR-2018	79.49% owner of DWS Group GmbH & Co KGaA	E	true		
0000842657-24-000012	corporationPartnership	8	DWS Group GmbH & Co KGaA	02-APR-2018	100% owner of DWS USA Corporation	E	true		
0000842657-24-000012	corporationPartnership	2	Nancy Tanzil	13-MAY-2014	Chief Financial Officer and Treasurer	NA	true		
0000842657-24-000012	corporationPartnership	1	Kristine Lyons	22-SEP-2005	Director and Vice President	NA	true		
0000842657-24-000012	corporationPartnership	6	Anjie Larocca	14-JUN-2017	Secretary	NA			
0000842657-24-000012	corporationPartnership	4	Deutsche Asset Management US Holding Corporation (DeAM US Holding Corp.)	01-AUG-2017	100% owner of DIMA	E	true		01-MAY-2018
