ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001214659-10-000932	soleProprietorship	1	Anna Kotlova	15-MAR-2010	Operations Manager			Operations Manager	
0001214659-10-000932	soleProprietorship	2	Robert Thompson	18-NOV-2009	Director of Operations			Operations Manager	
0001094768-10-000002	corporationPartnership	4	Steve Burleson	19-MAR-2010	Treasurer	NA	true		
0001094768-10-000002	corporationPartnership	5	Jeff Mannie	25-OCT-2006	Controller	NA	true		
0001094768-10-000002	corporationPartnership	6	Christopher Chen	01-MAY-2003	Chief Compliance Officer	NA	true		
0001094768-10-000002	corporationPartnership	7	Robert Mansell	01-NOV-2008	Senior Technology Officer	NA	true		
0001094768-10-000002	corporationPartnership	8	Edmond Eger	19-MAR-2010	Business Officer	NA	true		
0001094768-10-000002	corporationPartnership	3	Prashant Aggarwal	01-NOV-2008	Chief Financial Officer & Director	NA	true		
0001094768-10-000002	corporationPartnership	1	John D. Muller	01-JAN-2002	Chairman, Director	NA	true		
0001094768-10-000002	corporationPartnership	2	Omar Paz	26-FEB-2008	President, Director & Secretary	NA	true		
0001380486-10-000001	corporationPartnership	3	Yates, William Thomas	04-APR-2006	VP & Mng Dir, Brok. Ops Finance, Treasur	NA	true		
0001380486-10-000001	corporationPartnership	8	Kimm, David	01-JAN-2010	Chief Risk Officer	NA	true		
0001380486-10-000001	corporationPartnership	7	Davidson, Felix	02-MAR-2008	President, Director	NA	true		
0001380486-10-000001	corporationPartnership	6	Campanella, Janice	27-AUG-2007	Secretary	NA	true		
0001380486-10-000001	corporationPartnership	5	Langner, Caroline	30-MAY-2007	Chief Compliance Officer	NA	true		
0001380486-10-000001	corporationPartnership	4	TD Ameritrade Online Holding Corp	01-APR-2006	owner	E	false		
0001380486-10-000001	corporationPartnership	1	Chochon, Michael Douglas	01-SEP-2005	Treasurer	NA	true		01-JAN-2010
0001380486-10-000001	corporationPartnership	2	Gerber, William Joseph	01-APR-2006	Chief Financial Officer/FINOP/Director	NA	true		
0001202048-10-000002	corporationPartnership	1	Kurt W. Bernlohr	08-APR-2009	Director and Senior Vice President	NA	true		
0001202048-10-000002	corporationPartnership	2	N. Scott Gillis	28-JUN-2002	Director, Senior Vice President and Ctlr	NA	true		
0001202048-10-000002	corporationPartnership	6	Katherine Stoner	02-MAR-2006	Vice President and Secretary	NA	false		
0001202048-10-000002	corporationPartnership	5	Louis V. McNeal	05-SEP-2008	Vice President and Treasurer	NA	true		
0001202048-10-000002	corporationPartnership	4	Brenda Simmons	09-MAR-2010	President	NA	true		
0001202048-10-000002	corporationPartnership	3	Sharla A. Jackson	02-MAR-2006	Director and Chief Operating Officer	NA	true		
0000913181-10-000001	corporationPartnership	8	Thomas Kaehr	13-JAN-2009	Treasurer	NA	true		19-NOV-2009
0000913181-10-000001	corporationPartnership	7	Steve Sachs	13-JAN-2009	Director	NA	true		19-NOV-2009
0000913181-10-000001	corporationPartnership	6	Lisa Young	19-NOV-2009	Assistant Treasurer	NA	true		
0000913181-10-000001	corporationPartnership	5	Christopher L Phalen	01-MAR-2009	Vice President	NA	true		
0000913181-10-000001	corporationPartnership	9	Richard M Goldman	02-JUL-2009	Director	NA	true		
0000913181-10-000001	corporationPartnership	3	John F Frye	19-NOV-2009	Treasurer	NA	true		
0000913181-10-000001	corporationPartnership	2	Michael P Byrum	13-JAN-2009	Secretary/Director	NA	true		
0000913181-10-000001	corporationPartnership	1	Nick Bonos	13-JAN-2009	Chief Executive Officer and President	NA	true		
0000913181-10-000001	corporationPartnership	4	Keith A Fletcher	01-MAR-2009	Vice President	NA	true		
0001283467-10-000001	corporationPartnership	11	Larry M. Pollock	29-APR-2004	Director	NA	false		
0001283467-10-000001	corporationPartnership	12	Alan M. Rowe	02-DEC-2004	Director	NA	false		
0001283467-10-000001	corporationPartnership	13	Arnold J. Shell	02-DEC-2004	Director	NA	false		
0001283467-10-000001	corporationPartnership	14	Adrian M. Baker	29-APR-2004	President	NA	false		
0001283467-10-000001	corporationPartnership	15	J. Robert Morris	05-SEP-2006	Managing Director	NA	false		31-DEC-2007
0001283467-10-000001	corporationPartnership	16	Matthew K. Colpitts	05-SEP-2006	General Manager	NA	false		
0001283467-10-000001	corporationPartnership	17	Sandra A. Almond	04-JAN-2005	Compliance Officer	NA	false		31-AUG-2007
0001283467-10-000001	corporationPartnership	18	Lisa S. Scotland	02-JUN-2008	Director, Compliance	NA	false		
0001283467-10-000001	corporationPartnership	19	Dianna M. Reimer	18-SEP-2006	Managing Director, Operations	NA	false		
0001283467-10-000001	corporationPartnership	20	Philip Menard	01-NOV-2003	Director, Client Relations	NA	false		
0001283467-10-000001	corporationPartnership	21	Janet M. Brown	22-NOV-2004	Managing Director, Client Services	NA	false		
0001283467-10-000001	corporationPartnership	22	Jeff Lunshof	04-FEB-2008	Director, Securities	NA	false		
0001283467-10-000001	corporationPartnership	23	Raymond J. Protti	05-MAR-2009	Director	NA	false		
0001283467-10-000001	corporationPartnership	10	Robert L. Phillips	02-DEC-2004	Director	NA	false		
0001283467-10-000001	corporationPartnership	9	Howard E. Pechet	02-DEC-2004	Director	NA	false		
0001283467-10-000001	corporationPartnership	8	Gerald A. B. McGavin	02-DEC-2004	Director	NA	false		
0001283467-10-000001	corporationPartnership	7	Robert A. Manning	02-DEC-2004	Director	NA	false		
0001283467-10-000001	corporationPartnership	6	Wendy Leaney	02-DEC-2004	Director	NA	false		
0001283467-10-000001	corporationPartnership	5	Allan W. Jackson	02-DEC-2004	Director	NA	false		
0001283467-10-000001	corporationPartnership	4	Jack C. Donald	02-DEC-2004	Director	NA	false		04-MAR-2010
0001283467-10-000001	corporationPartnership	3	Albrecht S. A. Bellstedt	02-DEC-2004	Director	NA	false		
0001283467-10-000001	corporationPartnership	1	Canadian Western Bank	29-APR-2004	Full Owner	E	true		
0001283467-10-000001	corporationPartnership	2	Charles R. Allard	02-DEC-2004	Director	NA	false		18-JUN-2009
0000892712-10-000265	corporationPartnership	1	Jennifer D. Lammers	31-AUG-2009	CCO and CFO	NA	false		
0000892712-10-000265	corporationPartnership	3	Jay Arnold Narverud	01-JUN-2006	Treasurer and Chief Financial Officer	NA	false		21-AUG-2009
0000892712-10-000265	corporationPartnership	2	Susanne S. Smith	04-DEC-2007	Chief Compliance Officer and Secretary	NA	false		09-OCT-2009
0001133702-10-000002	corporationPartnership	1	Fidelity Global Brokerage Group, Inc	01-AUG-2000	parent	E	true		
0001133702-10-000002	corporationPartnership	15	Mark Katzelnick	01-MAR-2010	COO	NA	false		
0001133702-10-000002	corporationPartnership	3	Thomas Lux	01-SEP-2006	CFO	NA	false		01-JUN-2009
0001133702-10-000002	corporationPartnership	4	Norman Malo	01-AUG-2000	Director & CEO	NA	true		01-APR-2009
0001133702-10-000002	corporationPartnership	5	Ellyn McColgan	01-APR-2003	Director	NA	true		15-AUG-2007
0001133702-10-000002	corporationPartnership	6	Gerard McGraw	01-APR-2003	Director & President	NA	true		
0001133702-10-000002	corporationPartnership	7	Richard OBrien	01-AUG-2002	Chief Compliance Officer & SVP	NA	false		
0001133702-10-000002	corporationPartnership	8	Tami Rash	01-JUN-2005	Treasurer & SVP	NA	false		
0001133702-10-000002	corporationPartnership	9	Karen Saperstein	01-AUG-2003	Secretary & General Counsel	NA	false		14-SEP-2008
0001133702-10-000002	corporationPartnership	10	Rodger Lawson	04-OCT-2007	Director	NA	true		01-MAR-2010
0001133702-10-000002	corporationPartnership	11	Karen Crupi	15-SEP-2008	Secretary & Chief Legal Officer	NA	false		
0001133702-10-000002	corporationPartnership	12	Charles Goldman	01-APR-2009	Director & CEO	NA	true		01-MAR-2010
0001133702-10-000002	corporationPartnership	13	Sanjiv Mirchandani	01-APR-2009	Director & President	NA	true		
0001133702-10-000002	corporationPartnership	14	Paul Guaneri	01-JUN-2009	CFO	NA	false		
0001133702-10-000002	corporationPartnership	2	Robert Adams	01-MAY-2004	Senior Vice President	NA	true		
0001419454-10-000003	corporationPartnership	1	FID Holdings (Mauritius) Limited	08-OCT-2004	Shareholder	E	true		
0001419454-10-000003	corporationPartnership	2	Fidelity India Shared Services Partnership	26-OCT-2004	Shareholder	NA	false		
0001419454-10-000003	corporationPartnership	3	FIL Limited	29-MAR-2007	Shareholder	B	false		24-MAR-2009
0001419454-10-000003	corporationPartnership	4	Fidelity International Services Limited	29-MAR-2007	Shareholder	NA	false		24-MAR-2009
0001419454-10-000003	corporationPartnership	5	Surinder Singh	01-DEC-2005	Director (see Attachment 1)	NA	true		31-AUG-2008
0001419454-10-000003	corporationPartnership	6	Caron McDonald	07-SEP-2006	Director (see Attachment 1)	NA	true		15-DEC-2008
0001419454-10-000003	corporationPartnership	7	Yash Pal Syngal	14-AUG-2006	Director	NA	true		19-AUG-2008
0001419454-10-000003	corporationPartnership	8	Richard Siegelman	04-FEB-2008	Transfer Agent CCO (see Attachment 1)	NA	false		
0001419454-10-000003	corporationPartnership	9	Gurpal Singh	09-SEP-2008	Director	NA	true		19-DEC-2008
0001419454-10-000003	corporationPartnership	10	Mahesh Muzumdar	01-DEC-2008	Director	NA	true		
0001419454-10-000003	corporationPartnership	11	Arijit Mukherji	01-DEC-2008	Director	NA	true		
0001419454-10-000003	corporationPartnership	12	Kevin Smith	16-DEC-2008	Director	NA	true		08-APR-2009
0001419454-10-000003	corporationPartnership	13	Sunil Kunte	20-MAY-2009	Director	NA	true		
0001419454-10-000002	corporationPartnership	3	FIL Limited	29-MAR-2007	Shareholder	B	false		24-MAR-2009
0001419454-10-000002	corporationPartnership	2	Fidelity India Shared Services Partnership	26-OCT-2004	Shareholder	NA	false		
0001419454-10-000002	corporationPartnership	1	FID Holdings (Mauritius) Limited	08-OCT-2004	Shareholder	E	true		
0001419454-10-000002	corporationPartnership	4	Fidelity International Services Limited	29-MAR-2007	Shareholder	NA	false		24-MAR-2009
0001419454-10-000002	corporationPartnership	13	Sunil Kunte	20-MAY-2009	Director	NA	true		
0001419454-10-000002	corporationPartnership	12	Kevin Smith	16-DEC-2008	Director	NA	true		08-APR-2009
0001419454-10-000002	corporationPartnership	9	Gurpal Singh	09-SEP-2008	Director	NA	true		19-DEC-2008
0001419454-10-000002	corporationPartnership	10	Mahesh Muzumdar	01-DEC-2008	Director	NA	true		
0001419454-10-000002	corporationPartnership	5	Surinder Singh	01-DEC-2005	Director (see Attachment 1)	NA	true		31-AUG-2008
0001419454-10-000002	corporationPartnership	6	Caron McDonald	07-SEP-2006	Director (see Attachment 1)	NA	true		15-DEC-2008
0001419454-10-000002	corporationPartnership	7	Yash Pal Syngal	14-AUG-2006	Director	NA	true		19-AUG-2008
0001419454-10-000002	corporationPartnership	8	Richard Siegelman	04-FEB-2008	Transfer Agent CCO (see Attachment 1)	NA	false		
0001419454-10-000002	corporationPartnership	11	Arijit Mukherji	01-DEC-2008	Director	NA	true		
0000862124-10-000003	corporationPartnership	9	J. Gregory Wass	28-JUN-2006	Assistant Treasurer	NA	false		
0000862124-10-000003	corporationPartnership	31	Robert Biemer	11-FEB-2010	Chief Legal Officer	NA	false		
0000862124-10-000003	corporationPartnership	30	Sharon Brovelli	01-FEB-2010	Executive Operating Officer	NA	true		
0000862124-10-000003	corporationPartnership	29	Michael Doorley	01-OCT-2009	Director	NA	true		
0000862124-10-000003	corporationPartnership	28	Timothy J. Barrett	20-AUG-2009	Assistant Treasurer	NA	false		
0000862124-10-000003	corporationPartnership	27	Robert Adams	10-SEP-2009	Executive Operating Officer	NA	true		
0000862124-10-000003	corporationPartnership	26	Phillip Guarino	01-DEC-2008	Treasurer	NA	false		
0000862124-10-000003	corporationPartnership	25	Richard Dobbs	15-SEP-2008	Director	NA	true		09-OCT-2009
0000862124-10-000003	corporationPartnership	1	FMR Corp	01-JUL-1978	Shareholder	E	true		30-SEP-2007
0000862124-10-000003	corporationPartnership	2	Susan Sturdy	28-JUN-2006	Secretary	NA	false		01-AUG-2008
0000862124-10-000003	corporationPartnership	3	Timothy F. Hayes	28-JUN-2006	President & Director	NA	true		14-JUN-2007
0000862124-10-000003	corporationPartnership	4	Jeffrey Carney	28-JUN-2006	Executive Vice President	NA	true		14-JUN-2007
0000862124-10-000003	corporationPartnership	5	Laura B. Cronin	28-JUN-2006	Executive Operating Officer	NA	false		03-OCT-2007
