ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0000950123-10-117676	SEC	Columbia Management Investment Services Corp.		754721	N	617-585-4078	Y	Y	Y	Y	Not Applicable																									
0001451217-10-000011	SEC	SEI Institutional Transfer Agent, Inc.		339341	N	800-585-7233	N	N	Y	N	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001452780-10-000007	SEC	DST Worldwide Services India Private Limited		339358	N	914066125521	N	N	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000944496-10-000014	SEC	Mellon Investor Services LLC		956664	N	201-680-4000	Y	N	N	Y	Other	Limited Liability Company	Y	Y	N	N	Y	N	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	N	N	N	N	N
0000088525-10-000772	SEC	Rydex Fund Services, LLC		269647	N	301-296-5100	N	N	Y	Y	Other	Limited Liability Company	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N
0000088525-10-000770	SEC	se2, inc.		336479	N	785-438-3000	N	N	N	Y	Corporation		Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N
0000806620-10-000133	SEC	Reich & Tang Services, Inc.		032847	N	212-830-5200	N	N	Y	N	Corporation		N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N	N
0000950123-10-113116	SEC	Tri-Continental Corporation		339572	N	617-585-4078	Y	Y	Y	N	Not Applicable																									
0001455353-10-000008	SEC	West Coast Stock Transfer Inc.		339846	N	(619) 664-4780	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N
0001506725-10-000002	SEC	New York Stock Transfer, LLC		343939	N	864-697-8552	N	N	N	N	Sole Proprietorship		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000842657-10-000023	SEC	DWS Investments Service Company		417949	Y	212-454-8758	N	Y	Y	N	Corporation		N	N	Y	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	Y	Y	Y	N	N
0001418054-10-000007	SEC	Russell Fund Services Company		410944	N	206-505-7877	N	Y	Y	N	Not Applicable																									
0000870156-10-000085	SEC	Miles Capital, Inc.	WB Capital Management Inc.	725176	N	515-224-2764	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001140361-10-047644	SEC	StockTrans, Inc.		404400	N	610-649-7300	Y	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001144204-10-064276	SEC	Onyx Stock Transfer, LLC		341263	N	(415) 215-2767	N	N	Y	N	Other	LLC	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001506388-10-000002	SEC	American Family Life Assurance Company of Columbus		360388	N	706-323-3431	N	Y	N	Y	Not Applicable																									
0001020337-10-000003	SEC	Principal Shareholder Services Inc		036558	N	916-941-4622	Y	Y	Y	N	Not Applicable		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001018490-10-000038	SEC	DB Services Americas, Inc.		955203	N	(800) 735-7777	N	N	N	Y	Corporation		Y	Y	Y	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0000849542-10-000007	SEC	BNY Mellon Investment Servicing (US) Inc.		418772	N	508-871-8500	Y	N	Y	Y	Corporation		N	N	N	N	Y	N	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	N	N	N	N	N
0000810417-10-000017	SEC	Edward D. Jones & Co., L.P., dba Edward Jones		000570	Y	314-515-1855	N	Y	N	Y	Other	Limited Partnership	N	N	N	N	N	Y	Y	Y	N	Y	Y	Y	N	Y	Y	N	Y	Y	N	N	N	Y	N	N
