ACCESSION_NUMBER	ENTITY_TYPE	ENTITY_ID	ENTITYNAME	SUCCESSORREGISTERED	ADDRESS
0001104659-10-061859	tawRegistrant	1	Reserve Tax Exempt Trust		1250 Broadway  New York  10001
0001104659-10-061858	tawRegistrant	1	Reserve New York Municipal Money Market Trust		1250 Broadway  New York  10001
0001104659-10-061855	tawRegistrant	1	Reserve Municipal Money Market Trust		1250 Broadway  New York  10001
0001376474-10-000088	tawCustodians	1	Clean Coal Technologies, Inc.		12518 West Atlantic Blvd.  Coral Springs  33071
0001376474-10-000088	tawRegistrant	1	Clean Coal Technologies, Inc.		12518 W. Atlantic Blvd.  Coral Springs  33071
0000898432-10-001485	tawCustodians	1	Eagle Asset Management, Inc.		880 Carillon Parkway  St. Petersburg  33716
0000898432-10-001485	tawSuccessors	1	J.P. Morgan Investor Services, Co.	Y	73 Tremont St.  Boston  02108
0000898432-10-001485	tawRegistrant	1	Eagle Fund Services, Inc.		880 Carillon Parkway  St. Petersburg  33716
0001300703-10-000002	tawRegistrant	1	InCap Fund Administration, Inc.		None  None  
0001300703-10-000002	tawSuccessors	1	Matrix Fund Services	Y	630 Fitzwatertown Road  Willow Grove  19090
0001141917-10-000005	tawRegistrant	1	Lincoln Retirement Services Company LLC		3800 North Wilke Road, Suite 250  Arlington Heights  60004
