ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001881971-23-000002	corporationPartnership	2	Anna Kotlova	01-AUG-2021	President	NA	true		
0001881971-23-000002	corporationPartnership	1	Gene Nelson	01-AUG-2021	CEO	E	true		
0001881971-23-000002	corporationPartnership	3	Olessia Kritskaia	13-AUG-2021	Operations Manager	NA	true		
0001062993-23-008105	corporationPartnership	5	ANDREA GILLIS	25-SEP-2017	DIRECTOR	NA	true		
0001062993-23-008105	corporationPartnership	6	Philip A. du Heaume	17-JUN-2021	DIRECTOR	NA	true		
0001062993-23-008105	corporationPartnership	7	DIANA WOLFE	23-FEB-2017	DIRECTOR	NA	true		20-JUN-2022
0001062993-23-008105	corporationPartnership	8	GERARD JANSSEN	17-JUN-2010	DIRECTOR	NA	true		
0001062993-23-008105	corporationPartnership	9	BILL MAURIN	26-OCT-2021	DIRECTOR	NA	true		17-NOV-2021
0001062993-23-008105	corporationPartnership	10	PAUL KELLY	20-JUN-2022	DIRECTOR	NA	true		
0001062993-23-008105	corporationPartnership	11	TONY BALASUBRAMANIAN	20-JUN-2022	DIRECTOR	NA	true		
0001062993-23-008105	corporationPartnership	12	JENNIFER URSCHELER	01-OCT-2022	CHIEF FINANCIAL OFFICER	NA	true		
0001062993-23-008105	corporationPartnership	4	BRIAN NEWMAN	07-JUN-2004	DIRECTOR	NA	true		
0001062993-23-008105	corporationPartnership	3	DEAN NAUGLER	20-SEP-2018	VP, CORPORATE & SHAREHOLDER SERVICES	NA	true		
0001062993-23-008105	corporationPartnership	1	CRAIG SKAUGE	12-JUN-2008	CEO, PRESIDENT & DIRECTOR	NA	true		
0001062993-23-008105	corporationPartnership	2	GERHARD BARNARD	15-NOV-2007	CHIEF FINANCIAL OFFICER	NA	true		30-SEP-2022
0001090027-23-000002	corporationPartnership	2	Terrall Janeway	01-OCT-1998	SVP/COO	NA	true		
0001090027-23-000002	corporationPartnership	3	Sean Haley	08-MAR-2019	FVP & Chief Compliance Officer	NA			
0001090027-23-000002	corporationPartnership	4	William S. Kemble	18-OCT-2006	CFO/Treasurer	NA	true		20-MAY-2022
0001090027-23-000002	corporationPartnership	1	Jon M. Ziehl	01-SEP-1984	Director/CEO/President	C	true		
0001090027-23-000002	corporationPartnership	6	PlanMember Financial Corporation	01-DEC-1991	Direct Owner	E			
0001090027-23-000002	corporationPartnership	7	AXA Distribution Holding Corp	14-FEB-2013	Indirect Owner	C			
0001090027-23-000002	corporationPartnership	8	Steven Hansen	21-MAY-2022	CFO	NA			
0001090027-23-000002	corporationPartnership	5	Byron Bowman	01-APR-2015	Secretary/General Counsel	NA	true		
0001550840-23-000004	corporationPartnership	1	Patrick J. Pedonti	31-MAY-2018	Chief Financial Officer	NA	true		
0001550840-23-000004	corporationPartnership	2	Stanislaw Szczepanik	31-MAY-2018	President	NA	true		17-MAR-2023
0001550840-23-000004	corporationPartnership	6	Rahul Kanwar	17-MAR-2023	Authorized Representative	NA	true		
0001550840-23-000004	corporationPartnership	4	Jason White	01-NOV-2021	Secretary	NA	true		
0001550840-23-000004	corporationPartnership	5	Christopher Kundro	17-MAR-2023	President	NA	true		
0001550840-23-000004	corporationPartnership	3	Adam Girard	31-MAY-2018	Tax Officer	NA	true		
0001049169-23-000006	corporationPartnership	1	Patricia P. Lobato	12-SEP-2008	SVP, Director of Creative Services	NA	true		
