ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001018490-19-000010	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-19-000010	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001007444-19-000023	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001630490-19-000003	otherControlManagement	1	Fidelity National Information Services; FIS SG Holding Corp; FIS Data Systems; FIS investment Ventures LLC	Indirect parent company; indirect parent company; indirect parent company
0000817712-19-000016	otherControlManagement	1	Thrivent Financial for Lutherans	TFL is the parent company of Thrivent Financial Holdings, Inc.
0001511164-19-000078	otherControlManagement	1	J&C Issuer Services, LLC - a FL Lmtd Liability Co.	Share Purchase Agreement dated 3/13/2019 with Connect X Capital Markets, LLC.
0000913181-19-000003	otherControlManagement	5	Michael Rucci	Board Manager and CEO/President of MUFG Investor Services (US) LLC
0000913181-19-000003	otherControlManagement	6	Hiroshi Nakazawa	Board Manager of MUFG Investor Services (US) LLC
0000913181-19-000003	otherControlManagement	7	Joseph Arruda	Managing Director of MUFG Investor Services (US) LLC
0000913181-19-000003	otherControlManagement	8	Kazuhide Aisa	Board Manager of MUFG Investor Services (US) LLC
0000913181-19-000003	otherControlManagement	9	MUFG Americas Holding Corporation	100% ownership stake in MUFG Fund Services (USA) LLC
0000913181-19-000003	otherControlManagement	10	MUFG Bank, Ltd.	95.11% ownership stake in MUFG Americas Holding Corporation
0000913181-19-000003	otherControlManagement	11	Mitsubishi UFJ Trust & Banking Corporation	Provides strategic planning for the Global MUFG Investor Services Division, including MUFG Investor Services (US) LLC
0000913181-19-000003	otherControlManagement	12	Mitsubishi UFJ Financial Group, Inc.	100% ownership stake in MUFG Bank, Ltd. and Mitsubishi UFJ Trust & Banking Corporation; 4.89% ownership stake in MUFG Americas Holding Corporation
0000913181-19-000003	otherControlManagement	13	Gregory Cohen	Head of Transfer Agent, MUFG Investor Services (US) LLC
0000913181-19-000003	otherControlManagement	14	Young Kim	Chief Financial Officer, MUFG Investor Services (US) LLC
0000913181-19-000003	otherControlManagement	4	James Fisher	Managing Director/Chief Risk Officer of MUFG Investor Services (US) LLC
0000913181-19-000003	otherControlManagement	1	Nikolaos Bonos	Managing Director/Board Manager of MUFG Investor Services (US) LLC
0000913181-19-000003	otherControlManagement	2	Toshihiro Abe	Managing Director/Board Manager of MUFG Investor Services (US) LLC
0000913181-19-000003	otherControlManagement	3	Nicholas Sgammato	Managing Director/Chief Compliance Officer of MUFG Investor Services (US) LLC
0001782622-19-000002	otherControlManagement	1	Tim Kan	President of Envision Financial Systems, Inc.
0001568437-19-000004	otherControlFinance	1	K9 Ventures, Union Square Ventures, Spark Capital, AH Capital Management, LLC	Principal Venture Investors
0001007444-19-000021	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001783498-19-000001	otherControlFinance	1	National Securities Administrators Ltd	Endeavor Trust Corporation is a wholly owned subsidiary of National Securities Administrators Ltd.
0000817712-19-000014	otherControlManagement	1	Thrivent Financial for Lutherans	TFL is the parent company of Thrivent Financial Holdings, Inc.
0001049169-19-000006	otherControlManagement	1	ALPS Holdings Inc., a DST Systems, Inc. company	ALPS Fund Services, Inc. is a wholly owned subsidiary of ALPS Holdings, Inc., which is a subsidiary of DST Systems, Inc.
0001049169-19-000006	otherControlManagement	2	DST Systems, Inc.	ALPS Fund Services, Inc. is a wholly owned indirect subsidiary of DST Systems, Inc.
0001049169-19-000006	otherControlManagement	3	SS&C Technologies Holdings, Inc.	ALPS Fund Services, Inc. is a wholly owned indirect subsidiary of SS&C Technologies Holdings, Inc.
0001557183-19-000005	otherControlManagement	6	AqGen Island Holdings, Inc.	100% Shareholder
0001557183-19-000005	otherControlManagement	5	Aqgen Island Intermediate Holdings I, Inc.	100% Shareholder
0001557183-19-000005	otherControlManagement	4	AqGen Island Intermediate Holdings II, Inc.	100% Shareholder
0001557183-19-000005	otherControlManagement	3	AqGen Ascensus, Inc.	100% Shareholder
0001557183-19-000005	otherControlManagement	2	AqGen Island Intermediate Holdings III, Inc.	100% Shareholder
0001557183-19-000005	otherControlManagement	1	Ascensus Holdings, Inc.	100% Shareholder
