ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001787501-19-000004	corporationPartnership	2	Kevin Siskar	23-MAY-2018	Chief Executive Officer	C	true		
0001787501-19-000004	corporationPartnership	1	Pavel Asanov	23-MAY-2018	COO	C	true		
0000849542-19-000009	corporationPartnership	1	Michael DeNofrio	01-DEC-1999	Board Director	NA	true		
0000849542-19-000009	corporationPartnership	2	BNY Mellon US Services Holdings LLC f/k/a BNYM GIS Funding	01-JUL-2010	Parent entity	E	true		
0000849542-19-000009	corporationPartnership	3	The Bank of New York Mellon	01-JUL-2010	Owner of parent entity	E	true		
0000849542-19-000009	corporationPartnership	4	The Bank of New York Mellon Corporation	01-JUL-2010	Ultimate parent entity	E	true		
0000849542-19-000009	corporationPartnership	5	Joesph G. Bawiec	31-MAR-2009	CFO	NA	true		
0000849542-19-000009	corporationPartnership	6	Stephen P. Farlese	11-OCT-2013	Board Director	NA	true		
0000849542-19-000009	corporationPartnership	13	William Allsopp	01-JAN-2019	CCO	NA			
0000849542-19-000009	corporationPartnership	8	David Cullmann	29-SEP-2017	Board Director	NA	true		
0000849542-19-000009	corporationPartnership	9	Christine Gill	29-SEP-2017	Board Director	NA	true		
0000849542-19-000009	corporationPartnership	10	Matthew A. Wells	29-SEP-2017	Board Director	NA	true		
0000849542-19-000009	corporationPartnership	11	Timothy LiVolsi	07-FEB-2018	Board Director	NA			
0000849542-19-000009	corporationPartnership	12	Nicole Fouron	19-OCT-2018	Board Director	NA			
0000849542-19-000009	corporationPartnership	7	Calvin G. Holmquist	01-JUN-2014	President & Board Chairman	NA	true		
0000024179-19-000004	corporationPartnership	1	Steven G. Nelson	31-JAN-1983	President & Chairman, Continental Stock	B	true		
0000024179-19-000004	corporationPartnership	2	Markan Incorporated	01-DEC-1995	Holding Company - 100% Owner	E	true		
0000024179-19-000004	corporationPartnership	3	Michael G. Mullings	20-MAR-1989	Chief Compliance Officer & Secretary	NA			
0000024179-19-000004	corporationPartnership	4	John Ulla	01-OCT-2013	Chief Operating Officer	NA			
0000024179-19-000004	corporationPartnership	5	Susan Shepard	01-JAN-2001	Director	NA			
0000024179-19-000004	corporationPartnership	11	Eric Nelson	01-JAN-1999	Director	B	true		
0000024179-19-000004	corporationPartnership	7	Adam Nelson	01-JAN-2008	Director	B	true		
0000024179-19-000004	corporationPartnership	8	Philip Ceder	30-JUL-2019	Director	NA			
0000024179-19-000004	corporationPartnership	9	Amanda Mandel	01-JAN-1995	Director	B	true		
0000024179-19-000004	corporationPartnership	10	Joshua Nelson	01-JAN-1997	Director	B	true		
0000024179-19-000004	corporationPartnership	6	Mark Harmon	01-JAN-2001	Director	NA			
0001784449-19-000003	corporationPartnership	1	Maya NMN Marcus-Sells	03-OCT-2018	Other	C			
0001784449-19-000003	corporationPartnership	2	Raphael NMN Bouskila	03-OCT-2018	CEO	C	true		
0000842657-19-000008	corporationPartnership	1	Kristine Lyons	22-SEP-2005	Director and Vice President	NA	true		
0000842657-19-000008	corporationPartnership	2	Nancy Tanzil	13-MAY-2014	Chief Financial Officer and Treasurer	NA			
0000842657-19-000008	corporationPartnership	3	DWS Investment Management Americas Inc.	06-FEB-1998	100% owner of Registrant	E	true		
0000842657-19-000008	corporationPartnership	4	Deutsche Asset Management US Holding Corporation (DeAM US Holding Corp.)	01-AUG-2017	100% owner of DIMA	E	true		01-MAY-2018
0000842657-19-000008	corporationPartnership	5	Michael Sharkey	01-NOV-2017	Director and President	NA	true		
0000842657-19-000008	corporationPartnership	12	Nicole Grogan	26-JUL-2019	Director and Vice President	NA	true		
0000842657-19-000008	corporationPartnership	7	Deutsche Bank AG	02-APR-2018	owner of DB Beteiligungs - Holding GmbH	E	true		
0000842657-19-000008	corporationPartnership	8	DWS Group GmbH & Co KGaA	02-APR-2018	100% owner of DeAM US Holding Corp.	E	true		
0000842657-19-000008	corporationPartnership	9	DB Beteiligungs - Holding GmbH	02-APR-2018	77,5% owner of DWS Group GmbH & Co KGaA	E	true		
0000842657-19-000008	corporationPartnership	10	DWS USA Corporation	01-MAY-2018	100% owner of DIMA	E	true		
0000842657-19-000008	corporationPartnership	11	Hepsen Uzcan	25-JUN-2018	Director and Vice President	NA	true		
0000842657-19-000008	corporationPartnership	6	Anjie Larocca	14-JUN-2017	Secretary	NA	true		
0001787835-19-000001	soleProprietorship	6	Karen Mayer Woods (Associated Person - fingerprints on file)	12-APR-2019	Chief Financial Officer			Not control person-no ownership interest	
0001787835-19-000001	soleProprietorship	5	John Joseph Quinn, Jr. (CRD# 2853532)	22-MAY-2019	Member of Registrant's Board of Managers			Control Person; no ownership interest	
0001787835-19-000001	soleProprietorship	4	Keith David Glenfield (CRD#4403678)	01-JAN-2017	Member of Registrant's Board of Managers			Control Person; no ownership interest	
0001787835-19-000001	soleProprietorship	3	Edward Francis Dolan (Associated Person - fingerprints on file)	01-JAN-2017	Member of Registrant's Board of Managers			Control Person; no ownership interest	
0001787835-19-000001	soleProprietorship	7	BAC North America Holding Company (BACNAH)	30-APR-2001	100% owner of MLPF&S			100% Indirect Parent; Control Person	
0001787835-19-000001	soleProprietorship	1	Merrilee Joan Matchett (CRD# 6718123)	30-NOV-2018	Member of Registrant's Board & President			Control Person; no ownership interest	
0001787835-19-000001	soleProprietorship	10	Merrill Lynch, Pierce, Fenner & Smith Incorporated (MLPF&S)	02-SEP-2019	100% Owner of Registrant			Direct Parent; Control Person	
0001787835-19-000001	soleProprietorship	9	Bank of America Corporation	01-OCT-1998	100% Owner of NBH			Ultimate Control Person; 100% Indirect	
0001787835-19-000001	soleProprietorship	8	NB Holdings Corporation (NBH)	17-OCT-2008	100% Owner of BACNAH			100% Indirect Parent; Control Person	
0001787835-19-000001	soleProprietorship	2	Michael Adornetto (CRD# 1794652)	01-JAN-2017	Member of Registrant's Board of Managers			Control Person; no ownership interest	
0000870156-19-000032	corporationPartnership	11	Cook Christopher Calvin	21-JAN-2009	Director	NA	true		02-OCT-2009
0000870156-19-000032	corporationPartnership	12	Croft Kevin Wesley	21-JAN-2009	Director	NA	true		07-JUL-2009
0000870156-19-000032	corporationPartnership	13	Miles Capital Holdings	31-DEC-2009	Parent Corp.	E	true		
0000870156-19-000032	corporationPartnership	14	David W. Miles	01-OCT-2009	Chair	NA	true		
0000870156-19-000032	corporationPartnership	15	Laurie Mardis	31-DEC-2009	Treasurer	NA			24-NOV-2015
0000870156-19-000032	corporationPartnership	16	Greg Boal	01-SEP-2010	CEO, CIO	NA	true		17-JUN-2019
0000870156-19-000032	corporationPartnership	10	Myers Thomas Eugene	21-JAN-2009	Director	NA	true		31-DEC-2009
0000870156-19-000032	corporationPartnership	9	Augustine Jon Kurt	21-JAN-2009	Director	NA	true		09-OCT-2009
0000870156-19-000032	corporationPartnership	8	Eltjes Scott Dean	01-JUL-2006	CEO, Director	NA			06-JAN-2009
0000870156-19-000032	corporationPartnership	7	Lichtenberger Vera B.	01-SEP-2004	CCO	NA	true		01-AUG-2013
0000870156-19-000032	corporationPartnership	6	Lorenzen Jeffrey David	01-MAY-2005	President, CIO, Director	NA			14-JAN-2009
0000870156-19-000032	corporationPartnership	5	Mitchell Amy Marie	01-OCT-2006	Secretary	NA	true		
0000870156-19-000032	corporationPartnership	17	Gweneth Kay Gosselink	01-AUG-2013	Chief Compliance Officer	NA	true		
0000870156-19-000032	corporationPartnership	3	Gulling Douglas Ray	01-JAN-2006	Director, CEO	NA	true		31-DEC-2009
0000870156-19-000032	corporationPartnership	2	Stanberry Thomas Edwin	01-JUL-2006	Director, Chairman	NA	true		15-JUL-2009
0000870156-19-000032	corporationPartnership	1	West Bancorpation	30-DEC-2005	Owner	E	true		31-DEC-2009
0000870156-19-000032	corporationPartnership	4	Winterbottom Brad Lee	01-JUL-2006	Director	NA	true		31-DEC-2009
0000896852-19-000019	corporationPartnership	3	Harsh Damani	07-DEC-2017	North America Head-Fund Acctg & Fund Exp	NA	true		
0000896852-19-000019	corporationPartnership	4	James Charles Russell	01-JAN-2011	Sr Officer Client Services and Admin	NA	true		
0000896852-19-000019	corporationPartnership	5	James Douglas Kingston	01-JAN-2011	Hd of Amer Product Mgmt and Inv Analysis	NA	true		
0000896852-19-000019	corporationPartnership	6	Harsh Damani	01-JAN-2013	CFO Funds	NA	true		
0000896852-19-000019	corporationPartnership	7	Robert Brett Mikalachki	13-APR-2015	Chief Investment Officer	NA	true		
0000896852-19-000019	corporationPartnership	8	Michael Henry Peck	20-JUL-2015	SVP Institutional Investments	NA	true		
0000896852-19-000019	corporationPartnership	9	Invesco, Inc.	30-NOV-2017	Sole Voting Shareholder	E	true		
0000896852-19-000019	corporationPartnership	10	Jasmin Jabri	08-FEB-2018	Chief Compliance Officer	NA	true		
0000896852-19-000019	corporationPartnership	11	John Mark Zerr	01-MAR-2019	President	NA	true		
0000896852-19-000019	corporationPartnership	12	John Mark Zerr	01-MAR-2019	Director	NA	true		
0000896852-19-000019	corporationPartnership	13	John Mark Zerr	01-MAR-2019	Chief Executive Officer	NA	true		
0000896852-19-000019	corporationPartnership	14	John Mark Zerr	01-MAR-2019	Chairman	NA	true		
0000896852-19-000019	corporationPartnership	15	Harsh Damani	10-JUN-2019	Director	NA	true		
0000896852-19-000019	corporationPartnership	16	James Charles Russell	10-JUN-2019	Director	NA	true		
0000896852-19-000019	corporationPartnership	17	Jason MacKay	10-JUN-2019	Director	NA	true		
0000896852-19-000019	corporationPartnership	18	Jason MacKay	01-FEB-2018	Head of Wealth Management Intermediaries	NA	true		
0000896852-19-000019	corporationPartnership	1	David Colvin Warren	01-JAN-2011	Director, CFO and Executive VP	NA	true		
0000896852-19-000019	corporationPartnership	2	Annie Ping Ting Chong Chew	01-JAN-2011	Global Head of Portfolio Services	NA	true		06-SEP-2019
0001573302-19-000003	corporationPartnership	2	Elias Anastasopoulos	08-AUG-2013	Director	NA	true		
0001573302-19-000003	corporationPartnership	1	TMX Group Limited	08-FEB-2013	Parent Company (Public Company)	E	true		
0001573302-19-000003	corporationPartnership	4	Wayne Steven Morgan Ralph	22-DEC-2015	Director	NA	true		11-FEB-2019
0001573302-19-000003	corporationPartnership	10	Michele J. Buchignani	31-JUL-2019	Director	NA	true		
0001573302-19-000003	corporationPartnership	3	William Warwick Linton	22-DEC-2015	Director and Chair	NA	true		
0001573302-19-000003	corporationPartnership	8	Thomas Stephen Monahan	17-MAY-2018	Director	NA	true		
0001573302-19-000003	corporationPartnership	7	Susan Evelyn Taves	17-MAY-2018	Director	NA	true		
0001573302-19-000003	corporationPartnership	6	Cheryl Graden	14-AUG-2017	Director	NA	true		
0001573302-19-000003	corporationPartnership	5	Paul Walter Rawlinson	22-DEC-2015	Director	NA	true		
0001573302-19-000003	corporationPartnership	9	Claire Johnson	12-OCT-2018	President, CEO and Director	NA	true		
0000896852-19-000017	corporationPartnership	11	Crissie McMennamy Wisdom	01-APR-2013	Anti-Money Laundering Compliance Officer	NA	true		
0000896852-19-000017	corporationPartnership	12	Trisha Bell Hancock	09-NOV-2018	Senior Vice President	NA	true		
0000896852-19-000017	corporationPartnership	13	Andrew Ryan Schlossberg	01-MAR-2019	Director, Chairman	NA	true		
0000896852-19-000017	corporationPartnership	10	Invesco Advisers, Inc.	31-DEC-2009	Sole Voting Shareholder	E	true		
0000896852-19-000017	corporationPartnership	9	Annette Janecka Lege	01-MAR-2017	Chief Financial Officer/Treasurer	NA	true		
0000896852-19-000017	corporationPartnership	8	Robert Raymond Leveille	22-FEB-2016	Vice President	NA	true		22-FEB-2016
0000896852-19-000017	corporationPartnership	7	Robert Archibald Frazer	01-APR-2004	Senior Vice President	NA	true		
0000896852-19-000017	corporationPartnership	6	Rhonda Jo Dixon-Gunner	01-JAN-2004	Senior Vice President	NA	true		
0000896852-19-000017	corporationPartnership	5	Mary Ann Corcoran	31-JUL-1995	Senior Vice President	NA	true		
0000896852-19-000017	corporationPartnership	4	Joseph Horace Charpentier	20-SEP-2001	Senior Vice President	NA	true		
0000896852-19-000017	corporationPartnership	3	John Mark Zerr	30-MAY-2007	Director/Vice President	NA	true		
0000896852-19-000017	corporationPartnership	14	Jeffrey Howard Kupor	28-MAR-2018	Secretary/Vice President	NA			
0000896852-19-000017	corporationPartnership	1	William Joseph Galvin Jr.	01-DEC-2003	Director/President	NA	true		
0000896852-19-000017	corporationPartnership	2	Philip Alexander Taylor	17-APR-2006	Director/Chairman	NA	true		01-MAR-2019
0001018490-19-000010	corporationPartnership	6	Edward McMahon	02-MAY-2019	Director	NA	true		
0001018490-19-000010	corporationPartnership	5	Heiko Roessle	27-MAR-2019	Director	NA	true		
0001018490-19-000010	corporationPartnership	4	Deutsche Bank AG	04-JUN-1999	Owner of 100% DB USA Corporation	E			
0001018490-19-000010	corporationPartnership	3	DB USA Corporation	01-JUL-2016	Owner of 100% of DBTC	E			
0001018490-19-000010	corporationPartnership	2	Deutsche Bank Trust Corporation (DBTC)	12-DEC-1991	Owner of 100% DBHold	E			
0001018490-19-000010	corporationPartnership	1	Deutsche Bank Holdings, Inc. (DBHold)	12-DEC-1991	Owner of 100% Registrant	E			
0001018490-19-000010	corporationPartnership	7	Jiten Nandan Trasy	26-JUL-2019	Director and President	NA	true		
0001133702-19-000003	corporationPartnership	9	Tami Rash	01-JUN-2005	Assistant Treasurer	NA	true		
0001133702-19-000003	corporationPartnership	10	Karen Saperstein	01-AUG-2003	Secretary & General Counsel	NA			14-SEP-2008
0001133702-19-000003	corporationPartnership	11	Rodger Lawson	04-OCT-2007	Director	NA	true		31-MAR-2010
0001133702-19-000003	corporationPartnership	12	Karen Crupi	15-SEP-2008	Secretary & Chief Legal Officer	NA			
0001133702-19-000003	corporationPartnership	13	Charles Goldman	01-APR-2009	Director & CEO	NA	true		01-FEB-2010
0001133702-19-000003	corporationPartnership	14	Sanjiv Mirchandani	01-APR-2009	Director & President	NA	true		
0001133702-19-000003	corporationPartnership	15	Paul Guaneri	01-JUN-2009	CFO	NA			31-MAR-2010
0001133702-19-000003	corporationPartnership	19	Robert J. Biemer, Jr	30-OCT-2017	Chief Compliance Officer Transfer Agent	NA			
0001133702-19-000003	corporationPartnership	16	Mark Katzelnick	01-FEB-2010	COO	NA			30-JUN-2019
0001133702-19-000003	corporationPartnership	17	Harris Komishane	31-MAR-2010	CFO	NA			01-JUL-2017
0001133702-19-000003	corporationPartnership	18	Anmarie Ciccolo	10-OCT-2013	Transfer Agent CCO	NA			01-JUL-2017
0001133702-19-000003	corporationPartnership	20	Robert Adams	30-JUN-2019	Director	NA			
0001133702-19-000003	corporationPartnership	21	Mark Katzelnick	30-JUN-2019	Director	NA			
0001133702-19-000003	corporationPartnership	8	Richard OBrien	01-AUG-2002	Chief Compliance Officer	NA			
0001133702-19-000003	corporationPartnership	7	Christine Selmi	01-JUL-2017	Treasuer	NA	true		
0001133702-19-000003	corporationPartnership	6	Gerard McGraw	01-APR-2003	Director & CEO	NA	true		02-OCT-2017
0001133702-19-000003	corporationPartnership	4	Norman Malo	01-AUG-2000	Director & CEO	NA	true		01-APR-2009
0001133702-19-000003	corporationPartnership	3	Thomas Lux	01-SEP-2006	CFO	NA			01-JUN-2009
0001133702-19-000003	corporationPartnership	2	Robert Adams	01-MAY-2004	Executive Vice President	NA	true		30-JUN-2019
0001133702-19-000003	corporationPartnership	5	Ellyn McColgan	01-APR-2003	Director	NA	true		15-AUG-2007
0001133702-19-000003	corporationPartnership	1	Fidelity Global Brokerage Group, Inc	01-AUG-2000	Parent	E	true		
0001007444-19-000023	soleProprietorship	12	Sallie Rebecca Larsen	01-MAY-2012	Managing Director			Chief Human Capital Officer	
0001007444-19-000023	soleProprietorship	13	Victor Peter Fetter, III	01-DEC-2012	Managing Director			Chief Information Officer	23-JUN-2017
0001007444-19-000023	soleProprietorship	14	Mark Stephen Casady	01-DEC-2005	Chairman of the Board and CEO			Chief Executive Officer	03-JAN-2017
0001007444-19-000023	soleProprietorship	15	William P. Morrissey, Jr.	01-APR-2014	Managing Director & Divisional President			Business Development	04-SEP-2018
0001007444-19-000023	soleProprietorship	16	Stephanie Leigh Brown	01-MAR-2004	Managing Director			General Counsel	19-AUG-2013
0001007444-19-000023	soleProprietorship	17	Esther Marion Stearns	01-MAR-2007	Chief Operating Officer			President	01-MAY-2012
0001007444-19-000023	soleProprietorship	18	William Edward Dwyer III	01-JAN-2004	Managing Director			National Sales	01-MAR-2013
