ACCESSION_NUMBER	ENTITY_TYPE	ENTITY_ID	ENTITYNAME	SUCCESSORREGISTERED	ADDRESS
0001004224-13-000004	tawSuccessors	1	Broadridge Corporate Issuer Solutions	Y	1155 Long Island Avenue  Edgewood  11717
0001004224-13-000004	tawRegistrant	1	The Walt Disney Company		500 S. Buena Vista St  Burbank  91521
0001144204-13-051247	tawRegistrant	1	STATETRUST CAPITAL LLC		800 BRICKELL AVE STE 103 MIAMI  33131
0001144204-13-051247	tawCustodians	1	Same		    
0001144204-13-051247	tawSuccessors	1	Gemini	Y	80 Arkay Drive  Hauppauge  11788
0001440452-13-000001	tawCustodians	1	Alan Shinderman		6623 Las Vegas Blvd South Suite 255 Las Vegas  89119
0001440452-13-000001	tawRegistrant	1	Aspen Stock Transfer Inc.		6623 Las Vegas Blvd Suite #255  Las Vegas  89119
0001440452-13-000001	tawSuccessors	1	Quicksilver Stock Transfer	Y	6623 Las Vegas Blvd Suite 255 Las Vegas  89119
0000944496-13-000011	tawSuccessors	1	Computershare Inc.	Y	250 Royall Street  Canton  02021-1011
0000944496-13-000011	tawCustodians	1	Computershare Inc.		250 Royall Street  Canton  02021-1011
0000944496-13-000011	tawRegistrant	1	Computershare Shareowner Services LLC		Newport Office Center VII 480 Washington Boulevard Jersey City  07310
0001127186-13-000004	tawCustodians	1	Olympia Trust Company		125 - 9th Avenue SE, Ste. 2300  Calgary  T2G 0P6
0001127186-13-000004	tawSuccessors	1	Olympia Trust Company	Y	125 - 9th Avenue SE, Ste. 2300  Calgary  T2G 0P6
0001127186-13-000004	tawRegistrant	1	Australian-Canadian Oil Royalties Ltd.		104 Fossil Court  Springtown  76082
0001242588-13-000006	tawCustodians	2	DST Systems, Inc.		210 W 10th St  Kansas City  64105
0001242588-13-000006	tawCustodians	1	Wells Capital, Inc.		6200 The Corners Parkway  Norcross  30092
0001242588-13-000006	tawSuccessors	2	ACS Securities Services, Inc.	Y	3988 N. Central Expressway Building 5, Floor 6 Dallas  75204
0001242588-13-000006	tawSuccessors	1	DST Systems, Inc.	Y	210 W 10th St  Kansas City  64105
0001242588-13-000006	tawCustodians	3	ACS Securities Services, Inc.		3988 N. Central Expressway Building 5, Floor 6 Dallas  75204
0001242588-13-000006	tawRegistrant	1	Wells Capital, Inc.		6200 The Corners Parkway  Norcross  30092
