ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001718015-20-000004	serviceCompany	3	EQUITY STOCK TRANSFER LLC	084-06453	237 W 37TH ST SUITE 602  NEW YORK NY 11018
0001718015-20-000004	serviceCompany	2	VSTOCK TRANSFER LLC	084-06380	77 SPRUCE ST SUITE 201  CEDARHURST NY 11516
0001718015-20-000004	serviceCompany	1	NEVADA AGENCY & TRANSFER COMPANY	084-00076	50 W LIBERTY ST STE 880  RENO NV 89501
0001718015-20-000004	asServiceCompany	1	EQ BY EQUINITI	084-06578	3200 Cherry Creek Dr South #430  Denver CO 80209
0001465533-20-000006	serviceCompany	1	US Bank NA	085-11347	601 South Sixth Street  Minneapolis MN 55402
0001432531-20-000008	asServiceCompany	1	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive  Rancho Cordova CA 95670
0001458682-20-000002	asServiceCompany	2	First Guaranty Bank	085-00139	400 E Thomas St  Hammond LA 70401
0001458682-20-000002	asServiceCompany	1	The Ohio Valley Bank Company	085-00512	420 3rd Ave, PO Box 240  Gallipolis OH 45631
0000842657-20-000008	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kansas City MO 64105
0001451316-20-000011	asServiceCompany	1	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive  Rancho Cordova CA 95670
0001432532-20-000006	asServiceCompany	1	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive, ATTN: GRC US  Rancho Cordova CA 95670
0000353291-20-000005	serviceCompany	3	Franklin Templeton Investment Services GmbH	084-06340	Mainzer Landstrasse 16  D-60325 Frankfurt am Main 2M D-60325
0000353291-20-000005	serviceCompany	1	Franklin Templeton International Service (India) Private Limited	084-06303	Franklin Templeton Park Plot #18-23 Financial Dist. Nanakramguda Hyderabad K7 500019
0000353291-20-000005	serviceCompany	2	Franklin Templeton Investments Poland sp. z o.o.	084-06302	Andersia Tower Plac Andersia 3, 14th Floor Poznan R9 61-894
0001030030-20-000005	serviceCompany	1	Broadridge Corporate Issuer Solutions, Inc.	084-01007	1717 Arch Street Suite 1300 Philadelphia PA 19103
0000817712-20-000010	serviceCompany	1	DST Systems, Inc.	084-00448	301 W. 11th Street  Kansas City MO 64105
0001288777-20-000004	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288777-20-000004	serviceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288777-20-000004	serviceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288777-20-000004	asServiceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th Floor Toronto A6 M5J 2Y1
0001288777-20-000004	serviceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th Floor Toronto A6 M5J 2Y1
0001288777-20-000004	asServiceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288763-20-000017	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288763-20-000017	serviceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue 8th floor Toronto A6 M5J 2Y1
0001288763-20-000017	serviceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288763-20-000017	serviceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288763-20-000017	asServiceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue 8th Floor Toronto A6 M5J 2Y1
0001288763-20-000017	asServiceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001432531-20-000007	asServiceCompany	1	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive  Rancho Cordova CA 95670
0000842657-20-000007	asServiceCompany	2	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street Mail Stop NYC60-1635 New York NY 10005-2836
0000842657-20-000007	asServiceCompany	1	Deutsche Bank National Trust Company	085-11220	1999 Avenue of the Stars, Ste. 3750  Los Angeles CA 90067
0001419454-20-000007	asServiceCompany	1	Fidelity Investments Institutional Operations Company LLC	084-01839	245 Summer Street  Boston MA 02210
0001133702-20-000011	asServiceCompany	1	Fidelity Investments Institutional Operations Company LLC	084-01839	245 Summer Street  Boston MA 02210
0000862124-20-000012	serviceCompany	1	National Financial Services, LLC	084-05888	499 Washington Blvd  Jersey City NJ 07310
0000862124-20-000012	serviceCompany	2	Fidelity Business Services India Private Limited	084-06287	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore K7 560071
0001451316-20-000010	asServiceCompany	1	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive  Rancho Cordova CA 95670
0001432532-20-000005	asServiceCompany	1	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive, ATTN: GRC US  Rancho Cordova CA 95670
0000353291-20-000004	serviceCompany	2	Franklin Templeton Investments Poland sp. z o.o.	084-06302	Andersia Tower Plac Andersia 3, 14th Floor Poznan R9 61-894
0000353291-20-000004	serviceCompany	3	Franklin Templeton Investment Services GmbH	084-06340	Mainzer Landstrasse 16  D-60325 Frankfurt am Main 2M D-60325
0000353291-20-000004	serviceCompany	1	Franklin Templeton International Service (India) Private Limited	084-06303	Franklin Templeton Park Plot #18-23 Financial Dist. Nanakramguda Hyderabad K7 500019
0001288777-20-000003	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288777-20-000003	serviceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288777-20-000003	serviceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th Floor Toronto A6 M5J 2Y1
0001288777-20-000003	asServiceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th Floor Toronto A6 M5J 2Y1
0001288777-20-000003	serviceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288777-20-000003	asServiceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288763-20-000016	serviceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue 8th floor Toronto A6 M5J 2Y1
0001288763-20-000016	asServiceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288763-20-000016	serviceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288763-20-000016	serviceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288763-20-000016	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288763-20-000016	asServiceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue 8th Floor Toronto A6 M5J 2Y1
0001667731-20-000279	serviceCompany	1	VStock Transfer, LLC	084-06380	77 Spruce Street Suite 201 Cedarhursty NY 11516
0001667731-20-000279	serviceCompany	2	Transfer Online SOLO	084-05808	512 SE Salmon Street  Portland OR 97214
0001288777-20-000002	asServiceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th Floor Toronto A6 M5J 2Y1
0001288777-20-000002	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288777-20-000002	serviceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th Floor Toronto A6 M5J 2Y1
0001288777-20-000002	serviceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288777-20-000002	asServiceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288777-20-000002	serviceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288763-20-000015	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288763-20-000015	serviceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288763-20-000015	asServiceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue 8th Floor Toronto A6 M5J 2Y1
0001288763-20-000015	serviceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288763-20-000015	asServiceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288763-20-000015	serviceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue 8th floor Toronto A6 M5J 2Y1
0001288763-20-000014	serviceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288763-20-000014	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton MA 02021
0001288763-20-000014	serviceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue 8th floor Toronto A6 M5J 2Y1
0001288763-20-000014	asServiceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288763-20-000014	serviceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0001288763-20-000014	asServiceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue 8th Floor Toronto A6 M5J 2Y1
0000794265-20-000006	serviceCompany	1	DST Asset Manager Solutions	084-00448	430 W. 7th Street  Kansas City MO 64105
0001146230-20-000006	asServiceCompany	6	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough MA 01581
0001146230-20-000006	asServiceCompany	5	The Bank of New York Mellon	085-05006	101 Barclay Street  New York NY 10286
0001146230-20-000006	asServiceCompany	4	Computershare Investor Services Inc.	084-06111	100 University Avenue, 11th Floor  Toronto A6 M5J 2Y1
0001146230-20-000006	serviceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto A6 M5J 2Y1
0001146230-20-000006	asServiceCompany	1	Citibank, N.A.	085-10232	111 Wall Street  New York NY 10043
0001146230-20-000006	asServiceCompany	3	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto A6 M5J 2Y1
0001146230-20-000006	asServiceCompany	2	Computershare Trust Company, N.A.	085-11340	150 Royall Street  Canton MA 02021-1011
0001199835-20-000167	serviceCompany	1	Nevada Agency and Transfer Co.	084-00076	50 West Liberty Street  Reno NV 89501
0001559963-20-000004	asServiceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough MA 01581
0001559963-20-000004	asServiceCompany	2	The Bank of New York Mellon	085-05006	240 Greenwhich Street  New York NY 10286-0001
0000849542-20-000003	asServiceCompany	7	BNY Mellon Transfer, Inc.	084-06102	144 Glenn Curtiss Boulevard  Uniondale NY 11556-0144
0000849542-20-000003	serviceCompany	1	Computershare	084-05925	250 Royall Street  Canton MA 02021
0000849542-20-000003	asServiceCompany	5	Virtus Fund Services, LLC	084-06485	101 Munson Street Ste 104 Greenfield MA 01301
0000849542-20-000003	asServiceCompany	3	The Bank of New York Mellon	085-05006	240 Greenwhich Street  New York NY 10286
0000849542-20-000003	serviceCompany	2	BNY Mellon International Operations (India) Private Limited	084-06496	L1 Tower S-3 Cybercity, Magarpatta City Hadapsar Pune K7 411013
0000849542-20-000003	asServiceCompany	6	Delaware Investments Fund Services Company	084-06512	2005 Market Street  Philadelphia PA 19103
0000849542-20-000003	asServiceCompany	4	Banco Popular de Puerto Rico	085-05510	209 Munoz Rivera Ave.  San Juan PR 00936
0000849542-20-000003	asServiceCompany	1	Prudential Mutual Fund Services, LLC	084-05681	100 Mulberry Street Gateway Center III Newark NJ 07102
0000849542-20-000003	asServiceCompany	2	Banco Santander Puerto Rico	085-00818	201 Ponce De Leon Ave.  San Juan PR 00918
0001452780-20-000003	asServiceCompany	2	DST Asset Manager Solutions, Inc./TA	084-00896	2000 Crown Colony Drive  Quincy MA 02169
0001452780-20-000003	asServiceCompany	1	DST Systems, Inc.	084-00448	210 W 10th Street  Kansas City MO 64105
