ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001352156-13-000008	asServiceCompany	1	Reich & Tang Services, Inc.	084-02007	600 Fifth Avenue  New York  10020
0001352156-13-000008	serviceCompany	1	Boston Financial Data Services	084-00896	2000 Crown Colony Drive  Quincy  02169
0001352156-13-000008	serviceCompany	2	DST Systems, Inc.	084-00448	1055 Broadway  Kansas City  64105
0001277690-13-000008	serviceCompany	1	Canadian Stock Transfer Company, Inc.	084-06416	320 Bay Street  Toronto  M5H 4A6
0000817712-13-000009	serviceCompany	1	DST Systems, Inc.	084-00448	301 W. 11th Street  Kansas City  64105
0001573302-13-000011	asServiceCompany	1	Equity Financial Trust Company	084-01990	200 University Avenue Suite 400 Toronto  M5H 4H1
0001455353-13-000007	serviceCompany	1	DIRECT TRANSFER LLC	084-06338	500 PERIMETER PARK DRIVE STE D MORRISVILLE  27560
0001455353-13-000005	serviceCompany	1	DIRECT TRANSFER LLC	084-06338	500 PERIMETER PARK DRIVE STE D MORRISVILLE  27560
0000733598-13-000005	asServiceCompany	1	U.S. Bancorp Fund Services, LLC	085-11357	615 E. Michigan St.  Milwaukee  53202
0001146230-13-000017	asServiceCompany	1	Citibank, N.A.	085-10232	111 Wall Street  New York  10043
0001146230-13-000017	asServiceCompany	2	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021-1011
0001146230-13-000017	asServiceCompany	3	State Street Bank and Trust Company	085-05003	Two Avenue de Lafayette 6th Floor Boston  02110
0001146230-13-000017	asServiceCompany	4	Computershare Investor Services, LLC	084-05849	2 North LaSalle Street  Chicago  60602
0001146230-13-000017	asServiceCompany	5	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-13-000017	asServiceCompany	6	Computershare Investor Services Inc.	084-06111	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-13-000017	serviceCompany	1	The Colbent Corporation	084-05927	161 Bay State Drive  Braintree  02184
0001146230-13-000017	serviceCompany	2	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0000733598-13-000004	asServiceCompany	1	U.S. Bancorp Fund Services, LLC	085-11357	615 E. Michigan St.  Milwaukee  53202
0001419454-13-000006	asServiceCompany	1	Fidelity Investments Institutional Operations Company, Inc.	084-01839	82 Devonshire Street OGU - Attn: Transfer Agent Compliance Boston  02109
0000896852-13-000013	serviceCompany	1	Invesco Canada Ltd. Invesco Canada Ltee, doing business as Invesco Enterprice Services and Invesco	084-06210	119 Euston Street  Charlottetown  C1A 1W3
0000896852-13-000011	serviceCompany	1	Invesco Canada Ltd. Invesco Canada Ltee, doing business as Invesco Enterprice Services and Invesco	084-06210	119 Euston Street  Charlottetown  C1A 1W3
0000849542-13-000006	asServiceCompanyTransferAgent	1	Prudential Mutual Fund Services, LLC	084-05681	    
0000849542-13-000006	asServiceCompanyTransferAgent	2	Banco Santander Puerto Rico	085-00818	    
0000849542-13-000006	asServiceCompanyTransferAgent	3	Manning & Napier Advisors, Inc.	084-01344	    
0000849542-13-000006	asServiceCompanyTransferAgent	4	Banco Popular de Puerto Rico	085-05510	    
0000849542-13-000006	asServiceCompanyTransferAgent	5	USAA Transfer Agency Company, dba USAA Shareholder Account Services	084-01197	    
0000849542-13-000006	asServiceCompanyTransferAgent	6	The Bank of New York Mellon	085-05006	    
0000849542-13-000006	asServiceCompanyTransferAgent	7	VP Distributors, Inc.	084-05491	    
0000849542-13-000006	asServiceCompanyTransferAgent	8	Delaware Service Company, Inc.	084-01640	    
0000849542-13-000006	asServiceCompanyTransferAgent	9	Dreyfus Transfer, Inc.	084-06102	    
0000849542-13-000006	serviceCompanyTransferAgent	1	Eaton Vance Management	084-06041	    
0000849542-13-000006	serviceCompanyTransferAgent	2	Computershare Shareowner Services LLC	084-05579	    
0001559963-13-000007	asServiceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough  01581
0000849542-13-000005	asServiceCompany	1	Prudential Mutual Fund Services, LLC	084-05681	100 Mulberry Street Gateway Center III Newark  07102
0000849542-13-000005	asServiceCompany	2	Banco Santander Puerto Rico	085-00818	207 Ponce De Leon Ave.  San Juan  00918
0000849542-13-000005	asServiceCompany	3	Manning & Napier Advisors, LLC.	084-01344	290 Woodcliff Drive  Fairport  14450
0000849542-13-000005	asServiceCompany	4	USAA Transfer Agency Company, dba USAA Shareholder Account Services	084-01197	9800 Fredericksburg Rd.  San Antonio  78288
0000849542-13-000005	asServiceCompany	5	The Bank of New York Mellon	085-05006	101 Barclay Street  New York  10286
0000849542-13-000005	asServiceCompany	6	Banco Popular de Puerto Rico	085-05510	209 Munoz Rivera Avenue  San Juan  00936
0000849542-13-000005	asServiceCompany	7	Virtus LLC	084-05491	101 Munson Street, Ste 104  Greenfield  01301
0000849542-13-000005	asServiceCompany	8	Delaware Service Company, Inc.	084-01640	2005 Market Street  Philadelphia  19103
0000849542-13-000005	asServiceCompany	9	Dreyfus Transfer, Inc.	084-06102	144 Glenn Curtiss Boulevard  Uniondale  11556-0144
0000849542-13-000005	serviceCompany	1	Eaton Vance Management	084-06041	255 State Street  Boston  02109
0000849542-13-000005	serviceCompany	2	Computershare Shareowner Services LLC	084-05579	Newport Office Center VII 480 Washington Boulevard Jersey City  07310
0000849542-13-000005	serviceCompany	3	BNY Mellon International Operations (India) Private Limited	084-06496	Tower S-3, Cybercity, Magarpatta City Hadapsar Pune  411013
0001451217-13-000010	serviceCompany	1	UMB Fund Services, Inc.	084-05792	803 West Michigan Street Ste A Milwaukee  53233
0001451217-13-000009	serviceCompany	1	UMB Fund Services, Inc.	084-05792	803 West Michigan Street Ste A Milwaukee  53233
0001169743-13-000033	asServiceCompany	1	UMB Fund Services, Inc.	084-05792	803 W. Michigan Street  Milwaukee  53233
0001169743-13-000033	serviceCompany	1	UMB Fund Services, Inc.	084-05792	803 W. Michigan Street  Milwaukee  53233
0001146230-13-000015	asServiceCompany	1	Citibank, N.A.	085-10232	111 Wall Street  New York  10043
0001146230-13-000015	asServiceCompany	2	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021-1011
0001146230-13-000015	asServiceCompany	3	State Street Bank and Trust Company	085-05003	Two Avenue de Lafayette 6th Floor Boston  02110
0001146230-13-000015	asServiceCompany	4	Computershare Investor Services, LLC	084-05849	2 North LaSalle Street  Chicago  60602
0001146230-13-000015	asServiceCompany	5	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-13-000015	asServiceCompany	6	Computershare Investor Services Inc.	084-06111	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-13-000015	serviceCompany	1	The Colbent Corporation	084-05927	161 Bay State Drive  Braintree  02184
0001146230-13-000015	serviceCompany	2	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-13-000015	serviceCompany	3	Computershare Shareowner Services LLC	084-05579	Newport Office Center VII 480 Washington Boulevard Jersey City  07310
0001064418-13-000003	asServiceCompany	1	American Stock Transfer and Trust Co.	084-00416	6201 15th Avenue  Brooklyn  11219
