ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001323210-13-000005	31-DEC-2012	GTI Corporate Transfer Agents, LLC	NONE	N	SEC	Not applicable		100	1	0	0	1									0
0001323210-13-000004	31-DEC-2011	GTI Corporate Transfer Agents, LLC	NONE	N	SEC	Not applicable		100	1	0	0	1									0
0000849542-13-000006	31-DEC-2012	BNY Mellon Investment Servicing (US) Inc.	SOME	Y	SEC	Yes, filed amendment(s)		3004419	9108610	9883513	9834415	0	0			Yes			80740721	643050	5170
0001534605-13-000003	31-DEC-2012	PYXIS GLOBAL FINANCIAL SERVICES	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0001428661-13-000002	31-DEC-2012	DST Stock Transfer Corp.	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000857128-13-000003	31-DEC-2012	FIRST GUARANTY BANK/TA	NONE	N	FDIC	Not applicable		107	1444	1444	0	0	0			Yes			0	0	136
0000774710-13-000002	31-DEC-2011	RESERVE PETROLEUM CO /TA	NONE	N	SEC	Not applicable		88	1556	1556	0	0	0			Yes			0	0	63
0001214659-13-002164	31-DEC-2012	Ridgewood Companies TA, LLC	NONE	N	SEC	Not applicable		1094	0	0	0	0	0			Not Applicable			0	0	0
0001479495-13-000002	31-DEC-2012	Dynamic Transfer Services Corp	NONE	N	SEC	Yes, filed amendment(s)		160	4421	4421	0	0	0			Yes			0	0	0
0001387131-13-001369	31-DEC-2012	Preferred Partnership Services, Inc. dba Investor Services	NONE	N	SEC	Not applicable		1062	0	0	0	0	0			Not Applicable			0	0	10
0000724935-13-000003	31-DEC-2012	COLUMBIA STOCK TRANSFER COMPANY	SOME	N	SEC	Not applicable		546	70	35576	0	0									0
0000878605-13-000006	31-DEC-2012	Wilson Bank & Trust Company	NONE	N	FDIC	Not applicable		397	3413	2353	1	0	0			Yes			0	0	0
0000950123-13-002273	31-DEC-2012	Wells Fargo India Solutions Private Limited	NONE	Y	OCC	Not applicable		0	0	0	0	0									0
0001458682-13-000003	31-DEC-2012	ClearTrust, LLC	SOME	N	SEC	Yes, filed amendment(s)		2234	17197	17197	0	33	0			Yes			0	0	0
0001297077-13-000001	31-DEC-2012	INTEGRITY STOCK TRANSFER	NONE	N	SEC	Not applicable		375	31212	0	0	0	0			Yes			0	0	0
0000849542-13-000003	31-DEC-2012	BNY Mellon Investment Servicing (US) Inc.	SOME	Y	SEC	Yes, filed amendment(s)		3004419	9108610	9883513	9834415	0	0			Yes			80740721	643050	4497
0000024179-13-000002	31-DEC-2012	CONTINENTAL STOCK TRANSFER & TRUST COMPANY	NONE	Y	SEC	Not applicable		30276	1697305	1697305	20330	12527	0			Yes			0	0	4517
0001114874-13-000001	31-DEC-2012	DSI Properties, Inc.	NONE	N	SEC	Not applicable		439	0	0	0	0									0
0000752336-13-000002	31-DEC-2012	United Shareholder Services, Inc.	NONE	N	SEC	Not applicable		1726	48374	0	45515	0	0			Yes			277683	388	63
0000938152-13-000001	31-DEC-2012	INTERSTATE TRANSFER COMPANY	NONE	N	SEC	No, failed to file amendment(s)	11 year employee quit with no prior notice. Because her responsibilities while an employee included having control over the management and policies of registrant, filing of the TA-1/a was inadvertently overlooked.	392	26075	26075	0	0	0			Yes			0	0	0
0000949049-13-000003	31-DEC-2012	Heartland Financial USA, Inc.	NONE	N	BGFRS	Not applicable		300	2339	2339	1130	0	0			Yes			0	0	0
0001521536-13-000303	31-DEC-2012	Equity Stock Transfer, LLC	NONE	N	SEC	Not applicable		238	366	366	0	0									0
0001078782-13-000591	31-DEC-2012	ACTION STOCK TRANSFER CORPORATION	NONE	N	SEC	Not applicable		17367	78577	78577	0	11	0			Yes			0	0	0
0000913801-13-000002	31-DEC-2012	Advance Capital Group, Inc.	NONE	N	SEC	Not applicable		564	9636	9636	9590	9636	0			Yes			47567	147	0
0001430805-13-000002	31-DEC-2012	Amegy Bank National Association	ALL	N	OCC	Not applicable															
0000839196-13-000002	31-DEC-2012	Zions First National Bank	NONE	Y	OCC	Not applicable		795	22744	22744	2327	175	0			Yes			0	0	1018
