ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0001452780-23-000007	1	otherBusinessLocation	Suite 201, Building 7, Commerzone Samrat Ashok Path Road, Yerawada Pune K7 411006
0001452780-23-000007	1	principalOfficeAddress	5th Floor, Block B, Q City Nanakramguda, Gachibowli Hyderabad K7 500032
0001452780-23-000007	4	otherBusinessLocation	6th Floor, Level 2, Lodha iThink Tower A Kolshet Road, Thane Mumbai, Maharashtra K7 400607
0001452780-23-000007	3	otherBusinessLocation	4th Floor, Block A, Q City, Nanakaamguda Gachibowli Hyderabad K7 500032
0001452780-23-000007	2	otherBusinessLocation	3rd Fl, Unit 301, Bld 5&6, Mindspace Bus Parks Pvt Lmt-SEZ, Airoli Rd, Airoli, Navi Mumbai, Mumbai Maharashtr K7 400 708
0000027048-23-000009	2	otherBusinessLocation	330 W 9th St  Kansas City MO 64105
0000027048-23-000009	3	otherBusinessLocation	430 W 7th St  Kansas City MO 64105
0000027048-23-000009	1	otherBusinessLocation	7201 E 64th Ct  Kansas City MO 64133
0000027048-23-000009	2	mailingAddress	1055 Broadway St, 7th FL ATTN LEGAL DEPT KANSAS CITY MO 64105
0000027048-23-000009	4	otherBusinessLocation	2000 Crown Colony Drive  Quincy MA 02169
0000027048-23-000009	1	principalOfficeAddress	1055 Broadway St  Kansas City MO 64105
0000275143-23-000007	2	otherBusinessLocation	330 W 9th Street  Kansas City MO 64105
0000275143-23-000007	3	otherBusinessLocation	430 W 7th St  Kansas City MO 64105
0000275143-23-000007	4	otherBusinessLocation	1055 Broadway  Kansas CIty MO 64105
0000275143-23-000007	1	principalOfficeAddress	2000 Crown Colony Drive  Quincy MA 02169
0000275143-23-000007	1	otherBusinessLocation	7201 E 64th Court  Kansas City MO 64133
0001817495-23-000006	1	principalOfficeAddress	130 SPADINA, SUITE 401  Toronto Z4 M5V2L4
0001073944-23-000008	1	otherBusinessLocation	223 Wilmington West Chester Pike Suite 303 Chadds Ford PA 19317
0001073944-23-000008	2	otherBusinessLocation	2225 Washington Blvd. Suite 300 Ogden UT 84401
0001073944-23-000008	1	principalOfficeAddress	235 W. Galena Street  Milwaukee WI 53212
0001846058-23-000003	1	principalOfficeAddress	99 Wall Street #4640  New York NY 10005
0000734924-23-000002	1	principalOfficeAddress	3520 Broadway  Kansas City MO 64111
0001018490-23-000030	1	principalOfficeAddress	5022 Gate Parkway Suite 200 Jacksonville FL 32256-7088
0000842657-23-000023	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0000734700-23-000008	1	principalOfficeAddress	71 S Wacker Drive Suite 1200 Chicago IL 60606
0001654954-23-012082	1	principalOfficeAddress	60 East 42nd St Suite 1201 New York NY 10165
0000733598-23-000005	1	otherBusinessLocation	501 Commerce Street  Nashville TN 37203
0000733598-23-000005	1	principalOfficeAddress	8000 Interstate Hwy 10 West  San Antonio TX 78230
0001227021-23-000007	1	principalOfficeAddress	50 Post Office Square  Boston MA 02110
0001227021-23-000007	1	otherBusinessLocation	185 Hudson Street Suite 1150 Jersey City NJ 07311
0001227021-23-000007	3	otherBusinessLocation	For non-qualifying securities 80, Route D'Esch L-1470 Luxembourg N4 
0001227021-23-000007	2	otherBusinessLocation	For non-qualifying securities 30 Herbert Street Dublin 2 L2 
0001227021-23-000007	4	otherBusinessLocation	For non-qualifying securities 13/F Man Yee Building, 68 Des Voeux Road Hong Kong K3 
0001227021-23-000007	5	otherBusinessLocation	For non-qualifying securities Orange Office Park, ul. Klimeckiego 1 Krakow R9 
0001458682-23-000004	1	principalOfficeAddress	16540 Pointe Village Dr, Ste 210  Lutz FL 33558
0001387131-23-010572	2	otherBusinessLocation	1110 Centre Pointe Curve Suite 101 Mendota Heights MN 55120
0001387131-23-010572	1	otherBusinessLocation	48 Wall Street 23rd Floor New York NY 10005
0001387131-23-010572	1	principalOfficeAddress	6201 15th Avenue  Brooklyn NY 11219
0001387131-23-010572	3	otherBusinessLocation	11200 W Parkland Avenue 1st Floor Milwaukee WI 53224
0000842657-23-000022	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0001018490-23-000027	1	principalOfficeAddress	5022 Gate Parkway Suite 200 Jacksonville FL 32256-7088
0001718015-23-000009	1	otherBusinessLocation	1230-300 5th Ave SW  CALGARY A0 T2P 3C4
0001718015-23-000009	1	principalOfficeAddress	350 - 409 Granville St  Vancouver A1 V6C 1T2
0001718015-23-000009	2	otherBusinessLocation	702-67 Yonge St  TORONTO A6 M5E 1J8
0000734700-23-000007	1	principalOfficeAddress	71 S Wacker Drive Suite 1200 Chicago IL 60606
0000735286-23-000017	2	otherBusinessLocation	14321 North Northsight Blvd  Scottsdale AZ 85260
0000735286-23-000017	1	otherBusinessLocation	2525 Water Ridge Parkway 1 North Falls Plaza Charlotte NC 28217
0000735286-23-000017	1	principalOfficeAddress	100 Vanguard Boulevard M39 Malvern PA 19355-2900
0000735286-23-000017	3	otherBusinessLocation	7900 Windrose Avenue  Plano TX 75024
0001137439-23-000988	1	principalOfficeAddress	100 Independence 610 Market Street Philadelphia PA 19106
0001202048-23-000004	1	principalOfficeAddress	2929 Allen Parkway  Houston TX 77019
0001920289-23-000003	1	principalOfficeAddress	245 Summer Street  Boston MA 02210
0001920289-23-000003	2	mailingAddress	245 Summer Street Mail Zone OSGN Attn: TA Compliance Boston MA 02210
0001920289-23-000003	1	otherBusinessLocation	499 Washington Blvd  Jersey City NJ 07310
0001133702-23-000003	2	mailingAddress	245 Summer Street Mail Zone OSGN Attn: TA Compliance Boston MA 02210
0001133702-23-000003	1	otherBusinessLocation	Manyata Embassy Bus. Park: Outer Ring Rd Hebbal - Krishnarajpuram Section Bangalore K7 560 045
0001133702-23-000003	2	otherBusinessLocation	8th & 9th Flr Neville, TRIL Infopark Ltd Rajiv Gandhi Salai (OMR), Taramani Chennai K7 600113
0001133702-23-000003	1	principalOfficeAddress	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore K7 560 071
0001133702-23-000002	2	mailingAddress	245 Summer Street Mail Zone OSGN Attn: TA Compliance Boston MA 02210
0001133702-23-000002	5	otherBusinessLocation	5300 Kings Island Drive  Mason OH 45040
0001133702-23-000002	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0001133702-23-000002	2	otherBusinessLocation	500 Salem Street  Smithfield RI 02917
0001133702-23-000002	3	otherBusinessLocation	155 Seaport Blvd  Boston MA 02210
0001133702-23-000002	4	otherBusinessLocation	Two Destiny Way  Westlake TX 76262
0001133702-23-000002	1	principalOfficeAddress	499 Washington Blvd  Jersey City NJ 07310
0000862124-23-000003	3	otherBusinessLocation	One Spartan Way  Merrimack NH 03054
0000862124-23-000003	16	otherBusinessLocation	825 East 1180 South  American Fork UT 84003
0000862124-23-000003	15	otherBusinessLocation	6501 S Fiddler's Green Circle Ste 300-600 Greenwood Village CO 80111-4932
0000862124-23-000003	14	otherBusinessLocation	4601 Touchton Rd East Bldg 400 Jacksonville FL 32246
0000862124-23-000003	13	otherBusinessLocation	900 Salem Street  Smithfield RI 02917
0000862124-23-000003	12	otherBusinessLocation	500 Salem Street  Smithfield RI 02917
0000862124-23-000003	11	otherBusinessLocation	5300 Kings Island Drive  Mason OH 45040
0000862124-23-000003	10	otherBusinessLocation	5401 Watson Drive SE  Albuquerque NM 87106
0000862124-23-000003	9	otherBusinessLocation	100 New Millennium Way  Durham NC 27709
0000862124-23-000003	8	otherBusinessLocation	Two Destiny Way  Westlake TX 76262
0000862124-23-000003	7	otherBusinessLocation	49 North 400 West  Salt Lake City UT 84101
0000862124-23-000003	1	principalOfficeAddress	245 Summer Street  Boston MA 02210
0000862124-23-000003	2	mailingAddress	245 Summer Street Mail Zone OSGN Attn: TA Compliance Boston MA 02210
0000862124-23-000003	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0000862124-23-000003	2	otherBusinessLocation	100 Magellan Drive  Covington KY 41015
0000862124-23-000003	4	otherBusinessLocation	Two Contra Way  Merrimack NH 03054
0000862124-23-000003	5	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0000862124-23-000003	6	otherBusinessLocation	100 Howe Drive  Covington KY 41015
0000735383-23-000003	1	otherBusinessLocation	430 West 7th Street SS&C GIDS Kansas City MO 64105
0000735383-23-000003	1	principalOfficeAddress	690 Lee Road  Wayne PA 19087
0000735383-23-000003	2	otherBusinessLocation	235 W. Galena Street UMB Fund Services Inc Milwaukee WI 53212
0000735286-23-000015	1	otherBusinessLocation	2525 Water Ridge Parkway 1 North Falls Plaza Charlotte NC 28217
0000735286-23-000015	3	otherBusinessLocation	7900 Windrose Avenue  Plano TX 75024
0000735286-23-000015	1	principalOfficeAddress	100 Vanguard Boulevard M39 Malvern PA 19355-2900
0000735286-23-000015	2	otherBusinessLocation	14321 North Northsight Blvd  Scottsdale AZ 85260
0000810704-23-000005	1	principalOfficeAddress	1 Primerica Parkway  Duluth GA 30099
0000734700-23-000006	1	principalOfficeAddress	71 S Wacker Drive Suite 1200 Chicago IL 60606
0000733598-23-000004	1	principalOfficeAddress	8000 Interstate Hwy 10 West  San Antonio TX 78230
0000733598-23-000004	1	otherBusinessLocation	501 Commerce Street  Nashville TN 37203
0000842657-23-000020	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0001018490-23-000025	1	principalOfficeAddress	5022 Gate Parkway Suite 200 Jacksonville FL 32256-7088
0001146230-23-000009	3	otherBusinessLocation	Newport Office Center VII 480 Washington Boulevard Jersey City NJ 07310
0001146230-23-000009	4	otherBusinessLocation	211 Quality Circle Suite 210 College Station TX 77845
0001146230-23-000009	5	otherBusinessLocation	462 South Fourth Street  Louisville KY 40202
0001146230-23-000009	2	otherBusinessLocation	144 Fernwood Avenue  Edison NJ 08837
0001146230-23-000009	1	otherBusinessLocation	33 North LaSalle Street, Suite 1100  Chicago IL 60602
0001146230-23-000009	1	principalOfficeAddress	150 Royall Street  Canton MA 02021-1011
0000950123-23-006457	1	principalOfficeAddress	1801 California Street, Suite 5200  Denver CO 80202
0001665086-23-000001	1	principalOfficeAddress	6 Venture Suite 395 Irvine CA 92618
0001559963-23-000004	1	principalOfficeAddress	L1 Tower S-3 Cyberycity, Magarpatta City Hadapsar Pune K7 411013
0001559963-23-000004	1	otherBusinessLocation	Embassy Property Floor 2-5 Coral Block3 Thoraipakkam Radial Road Pallavaram Talu Chennai K7 600043
0001288763-23-000006	3	otherBusinessLocation	510 Burrard Street 2nd Floor Vancouver A1 V6C 3B9
0001288763-23-000006	2	otherBusinessLocation	530-8th Avenue S.W. Suite 600 Calgary A0 T2P 3S8
0001288763-23-000006	1	otherBusinessLocation	1500 Robert-Bourassa Boulevard 7th Floor Montreal A8 H3A 3S8
0001288763-23-000006	1	principalOfficeAddress	100 University Ave 8th floor Toronto A6 M5J 2Y1
0001288763-23-000005	1	principalOfficeAddress	100 University Avenue 8th floor Toronto A6 M5J 2Y1
0001288763-23-000005	1	otherBusinessLocation	1500 Robert-Bourassa Boulevard 7th Floor Montreal A8 H3A 3S8
0001288763-23-000005	2	otherBusinessLocation	530-8th Avenue S.W. Suite 600 Calgary A0 T2P 3S8
0001288763-23-000005	3	otherBusinessLocation	510 Burrard Street 2nd Floor Vancouver A1 V6C 3B9
0000734713-23-000009	1	principalOfficeAddress	34 N. Meramec Avenue  Saint Louis MO 63105
0001139578-23-000006	1	principalOfficeAddress	111 South Wacker Drive 34th Floor Chicago IL 60606
0001139578-23-000006	2	mailingAddress	P O BOX 804660  Chicago IL 60606-4108
0001985383-23-000001	1	principalOfficeAddress	20 West 22nd Street Suite 1411 New York NY 10010
0000005076-23-000005	1	principalOfficeAddress	6455 Irvine Center Drive  Irvine CA 92618
0000005076-23-000005	2	mailingAddress	P.O. Box 7118  Indianapolis IN 46206-7118
0000005076-23-000005	1	otherBusinessLocation	3500 Wiseman Blvd.  San Antonio TX 78251-4321
0000005076-23-000005	2	otherBusinessLocation	5300 Robin Hood Road  Norfolk VA 23513-2430
0000005076-23-000005	3	otherBusinessLocation	12711 N. Meridian Street  Carmel IN 46032
0000842657-23-000018	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0001018490-23-000023	1	principalOfficeAddress	5022 Gate Parkway Suite 200 Jacksonville FL 32256-7088
0001559963-23-000003	1	principalOfficeAddress	L1 Tower S-3 Cyberycity, Magarpatta City Hadapsar Pune K7 411013
0001559963-23-000003	2	otherBusinessLocation	Embassy Property Floor 2-5 Coral Block3 Thoraipakkam Radial Road Pallavaram Talu Chennai K7 600043
0001559963-23-000003	1	otherBusinessLocation	SEZ Unit, Block 3, Mount-Poonamallee Rd DLF IT Park Nandambakam Post, Ramapuram Chennai K7 600089
0001562770-23-000006	1	principalOfficeAddress	c/o Virtus Partners Inc 101 Munson Street Suite 104 Greenfield MA 01301
0001562770-23-000006	2	mailingAddress	One Financial Plaza Floor 26  Hartford CT 06103
0000733598-23-000003	1	otherBusinessLocation	501 Commerce Street  Nashville TN 37203
0000733598-23-000003	1	principalOfficeAddress	8000 Interstate Hwy 10 West  San Antonio TX 78230
0000849542-23-000004	1	principalOfficeAddress	118 Flanders Road  Westborough MA 01581
0000849542-23-000004	1	otherBusinessLocation	103 Bellevue Parkway  Wilmington DE 19809
0000849542-23-000004	3	otherBusinessLocation	500 Ross Street  Pittsburgh PA 15262
0000849542-23-000004	2	otherBusinessLocation	135 Santilli Highway  Everett MA 02149
