ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0001452780-23-000007	SEC	SS&C FinTech Services India Private Ltd	DST Worldwide Services India Private Limited- TA	339358	N	914066125521	Y	N	N	Y	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000027048-23-000009	SEC	SS&C GIDS, Inc.	DST SYSTEMS INC /TA	401588	Y	816-435-1000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000275143-23-000007	SEC	DST ASSET MANAGER SOLUTIONS, INC./TA	BOSTON FINANCIAL DATA SERVICES, INC. /TA	401588	N	617-483-5000	Y	N	Y	N	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001817495-23-000006	SEC	2462344 Ontario Inc.		366732	N	4168304334	N	N	N	N	Corporation		N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001073944-23-000008	SEC	UMB FUND SERVICES INC		852947	N	414-299-2000	Y	N	N	Y	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001846058-23-000003	SEC	BlockTrans Syndicate		368282	N	(209) BT-HELPS	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000734924-23-000002	SEC	KANSAS CITY LIFE INSURANCE CO TA /TA	KANSAS CITY LIFE INSURANCE CO TA                        /TA	403527	N	816-753-7000	N	Y	N	N	Not Applicable																									
0001018490-23-000030	SEC	DB SERVICES AMERICAS INC /TA	DB SERVICES TENNESSEE INC /TA	955203	N	(800) 735-7777	N	N	N	Y	Corporation		Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0000842657-23-000023	SEC	DWS Service Co	Deutsche AM Service Co	417949	N	212-250-2500	N	Y	Y	N	Corporation		N	N	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0000734700-23-000008	SEC	GOLDMAN SACHS & CO. LLC /TA	GOLDMAN SACHS & CO /TA	900050	N	312-655-4400	N	N	Y	N	Corporation		N	N	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	N	Y	Y	N	N	Y	N	N	Y	Y	N	N
