ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0000721748-17-000665	otherControlManagement	1	Pacific Services Group Voting Trust	The PSG Voting Trust owns a controlling interest of the equity of Pacific Services Group Ltd. Its Trustee, Jacqueline Meuse, serves as a member of the Board of Managers of Pacific Services Group, Ltd. Pacific Services Group, Ltd. owns 100% of the equity of Pacific Stock Transfer.
0001295361-17-000007	otherControlManagement	1	Pacific Services Group Voting Trust	The PSG Voting Trust owns a controlling interest in the equity of Pacific Services Group, Ltd. Its Trustee, Jacqueline Ann Bogle Meuse serves as a member of the Board of Managers of Pacific Services Group, Ltd. Pacific Services Group, Ltd owns 100% of the equity of Capital Transfer Agency.
0001114874-17-000004	otherControlFinance	1	DSI Financial, Inc.	The officers and directors of DSI Financial are as follows: Richard P. Conway, President (0%), Robert J. Conway, Chairman (96.8%) and Joseph W. Stok, Secretary (3.2%).
0001114874-17-000004	otherControlManagement	1	DSI Financial, Inc.	The officers and directors of DSI Financial are as follows: Richard P. Conway, President (0%), Robert J. Conway, Chairman (96.8%), and Joseph W. Stok, Secretary (3.2%).
0001114874-17-000003	otherControlFinance	1	DSI Financial, Inc.	The officers and directors of DSI Financial are as follows:  Richard P. Conway, President (0%), Robert J. Conway, Chairman (96.8%) and Joseph W. Stok, Secretary (3.2%).
0001114874-17-000003	otherControlManagement	1	DSI Financial, Inc.	The officers and directors of DSI Financial are as follows:  Richard P. Conway, President (0%), Robert J. Conway, Chairman (96.8%), and Joseph W. Stok, Secretary (3.2%).
0000817712-17-000017	otherControlManagement	1	Thrivent Financial for Lutherans	TFL is the parent company of Thrivent Financial Holdings, Inc.
0001419454-17-000006	otherControlManagement	1	FMR LLC	Through certain of its direct or indirect subsidiaries, FMR LLC is the ultimate parent company of Fidelity Business Services India Private Limited
0001419454-17-000006	otherControlFinance	1	FMR LLC	Directly and indirectly, through certain of its affiliated companies, FMR LLC wholly or partially may finance Fidelity Business Services India Private Limited
0001511164-17-000531	otherControlManagement	1	Connect X Capital Partners LLC	Transhare Corporation is a wholly owned subsidiary of Connect X
0001511164-17-000531	otherControlFinance	1	Connect X Capital Partners LLC	Share Purchase Agreement dated July 31, 2017
