ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001022116-12-000011	31-DEC-2011	U.S. Bank Trust National Association	ALL	N	OCC	Yes, filed amendment(s)															
0001022116-12-000010	31-DEC-2010	U.S. Bank Trust National Association	ALL	N	OCC	Not applicable															
0001022116-12-000009	31-DEC-2009	U.S. Bank Trust National Association	ALL	N	OCC	Not applicable															
0001145893-12-000014	31-DEC-2011	U.S. Bank National Association	SOME	Y	OCC	Yes, filed amendment(s)		6789	294133	294133	0	0	0			Yes			0	0	708
0001145893-12-000013	31-DEC-2010	U.S. Bank National Association	NONE	Y	OCC	Yes, filed amendment(s)		7375	293860	293860	0	0	0			Yes			0	0	429
0001145893-12-000012	31-DEC-2009	U.S. Bank National Association	NONE	Y	OCC	Yes, filed amendment(s)		8031	329884	329884	0	0	0			Yes			0	0	615
0001492746-12-000013	31-DEC-2011	NAV Consulting, Inc.	NONE	N	SEC	No, failed to file amendment(s)	Registrant amended Form TA-1 on March 28, 2012 promptly after being notified that the information reported on the initial Form TA-1 was inaccurate.	54	4462	3622	0	0	0			Not Applicable			0	0	0
0001162044-12-001148	31-DEC-2011	Mutual Shareholder Services, LLC	NONE	N	SEC	Not applicable		0	62360	62360	54937	0	0			Yes			187786	207	9
0001316141-12-000007	31-DEC-2011	Transhare Corporation	NONE	N	SEC	Not applicable		1597	12243	12243	0	0	0			Not Applicable			0	0	0
0000067590-12-000612	31-DEC-2011	Prudential Mutual Fund Services LLC	SOME	N	SEC	Yes, filed amendment(s)		0	0	0	0	0									336
0000938152-12-000005	31-DEC-2011	INTERSTATE TRANSFER CO	NONE	N	SEC	Yes, filed amendment(s)		447	29968	29968	0	0	0			Yes			0	0	0
0001492746-12-000011	31-DEC-2010	NAV Consulting, Inc.	NONE	N	SEC	No, failed to file amendment(s)	Registrant amended Form TA-1 on March 28, 2012 promptly after being notified that the information reported on the initial Form TA-1 was inaccurate.	36	2812	2147	0	0	0			Yes			0	0	0
0000019617-12-000300	31-DEC-2011	JP Morgan Chase Bank, National Association	SOME	Y	OCC	Yes, filed amendment(s)		24470	236356	236220	224938	0	0			Yes			2477115	65578	54
