ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001667174-20-000001	31-DEC-2019	National Securities Administrators Ltd	None	N	SEC	Not applicable		3347	21094	21094	0	0	0			Yes			4733	563	165
0000080255-20-001555	31-DEC-2017	PRICE ROWE T RETIREMENT PLAN SERVICES INC               /TA	None	N	SEC	Yes, filed amendment(s)		0	0	7009000	7009000	0				Not Applicable			66142704	3626	0
0001492746-20-000008	31-DEC-2016	NAV Consulting, Inc.	None	N	SEC	No, failed to file amendment(s)	On 05/03/2016, the Registrant moved a BackOffice IT Solutions transfer agency team from F-220-225, EPIP, IT Park, Sitapura, Jaipur, INDIA, 302022 to F-214-G-215 EPIP IT Park, Sitapura, Jaipur, INDIA, 302022. The amended Form TA-1 was filed on 12/08/2016.	772	15907	12868	313	0	0			Not Applicable			0	0	0
0001492746-20-000007	31-DEC-2017	NAV Consulting, Inc.	None	N	SEC	Not applicable		702	18643	15228	416	0	0			Not Applicable			0	0	0
0001492746-20-000006	31-DEC-2018	NAV Consulting, Inc.	None	N	SEC	Not applicable		2967	21330	18774	451	0	0			Not Applicable			0	0	0
0001782622-20-000001	31-DEC-2019	Envision Financial Systems, Inc.	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001388002-20-000003	31-DEC-2019	HSBC Bank USA, National Association	None	N	OCC	Not applicable		3790	5998	5998	0	1204	0			Yes			0	0	24
0001162044-20-000684	31-DEC-2019	MUTUAL SHAREHOLDER SERVICES LLC                         /TA	None	N	SEC	Not applicable		0	34069	34069	5334	0	0			Yes			105186	125	29
0001104659-20-088863	31-DEC-2019	Heritage U.S. Transfer Corp	None	N	SEC	Not applicable		87	4552	4552	0	0	0			Yes			0	0	0
0000839196-20-000004	31-DEC-2018	ZIONS FIRST NATIONAL BANK                               /TA	None	N	OCC	No, failed to file amendment(s)	We changed from a Bank Holding Company in 2018 but failed to file a TA1 - we filed the name change 7/20/2020, changing Zions Bank to Zions Bancorporation, n.a. DBA Zions Bank	880	49245	49245	1925	5184	0			Yes			0	0	5
0000839196-20-000002	31-DEC-2017	ZIONS FIRST NATIONAL BANK                               /TA	None	N	OCC	Not applicable		1064	44126	44126	1982	5162	0			Yes			0	0	13
0000080255-20-001518	31-DEC-2018	PRICE ROWE T RETIREMENT PLAN SERVICES INC               /TA	None	N	SEC	Yes, filed amendment(s)		0	0	7220000	7220000	0	0			Not Applicable			59941027	2818	0
