ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001064418-12-000004	corporationPartnership	1	Brian Zucker Brown	03-MAY-2012	Director	NA	false		
0001064418-12-000004	corporationPartnership	2	Lance Michael Burma	03-MAY-2012	Director	NA	false		
0001064418-12-000004	corporationPartnership	3	Kenneth Paul Mungan	03-MAY-2012	Director	NA	false		
0001064418-12-000004	corporationPartnership	7	Dennis Laurence Stanley	01-MAY-2009	Director	NA	false		03-MAY-2012
0001064418-12-000004	corporationPartnership	5	Edward Wayne Brown	01-MAY-2007	Director	NA	false		03-MAY-2012
0001064418-12-000004	corporationPartnership	6	Joel Samuel Chansky	01-MAY-2010	Director	NA	false		03-MAY-2012
0001064418-12-000004	corporationPartnership	4	Stephen Anthony White	03-MAY-2012	President-Elect	NA	false		
0001018490-12-000004	corporationPartnership	1	Foy Benton Hester	01-JUL-1999	Director	NA	true		
0001018490-12-000004	corporationPartnership	2	Michael Seamus Moran	31-AUG-2004	Director	NA	true		31-JUL-2009
0001018490-12-000004	corporationPartnership	3	Scott Allan Muirhead	05-FEB-2003	Director and President	NA	true		25-JUL-2008
0001018490-12-000004	corporationPartnership	8	Alec Gurdeep Singh	05-AUG-2008	Director and President	NA	true		
0001018490-12-000004	corporationPartnership	5	Deutsche Bank Trust Corporation ('DBTC')	31-MAR-1990	Owner of 100% of DBHold	E	false		
0001018490-12-000004	corporationPartnership	6	Taunus Corporation ('Taunus')	04-JUN-1999	Owner of 100% of DBTC	E	false		
0001018490-12-000004	corporationPartnership	7	Deutsche Bank AG	04-JUN-1999	Owner of 100% of Taunus	E	false		
0001018490-12-000004	corporationPartnership	4	Deutsche Bank Holdings, Inc. ('DBHold')	12-DEC-1991	Owner of 100% of Registrant	E	false		
0000927395-12-000008	corporationPartnership	1	Wilfred N. Cooper, Jr	01-DEC-1988	President/CEO/Director	C	true		
0000927395-12-000008	corporationPartnership	4	Michael Gaber	13-JAN-1997	COO/Executive Vice President	NA	true		
0000927395-12-000008	corporationPartnership	3	Melanie Wenk	20-OCT-2003	CFO	NA	true		
0000927395-12-000008	corporationPartnership	2	Thomas J. Riha	01-SEP-1994	CFO	NA	true		15-JUL-2010
0001413398-12-000004	corporationPartnership	1	Matthew Paul Martin	01-JUN-2008	President and CEO	NA	true		
0001413398-12-000004	corporationPartnership	38	Jeffrey Gelfand	28-NOV-2011	Managing Director, CFO, Treasurer	NA	true		
0001413398-12-000004	corporationPartnership	3	Richard Charlino	01-JUN-2008	ED, Chief Technology Officer	NA	false		01-JUN-2010
0001413398-12-000004	corporationPartnership	4	Gina Gallagher	01-JUN-2008	Executive Director, AML Officer	NA	true		
0001413398-12-000004	corporationPartnership	5	Robert Henry Serafin	01-JUN-2008	Executive Director	NA	true		
0001413398-12-000004	corporationPartnership	6	Evan Andrew Gordon	17-OCT-2007	Vice President, Chief Compliance Officer	NA	true		05-MAR-2010
0001413398-12-000004	corporationPartnership	7	Lisa Lee Gray	17-OCT-2007	Vice President, Compliance Officer	NA	true		01-JUN-2010
0001413398-12-000004	corporationPartnership	8	Keraya Sherie Jefferson	28-SEP-2007	Vice President, Chief Compliance Officer	NA	true		
0001413398-12-000004	corporationPartnership	9	Edward Meehan	28-SEP-2007	Executive Director, Assistant Secretary	NA	true		
0001413398-12-000004	corporationPartnership	10	Brian Drummond	01-JUN-2008	Executive Director	NA	true		01-JUN-2010
0001413398-12-000004	corporationPartnership	11	Laurie Jones	01-JUN-2008	Executive Director	NA	true		01-JUN-2010
0001413398-12-000004	corporationPartnership	12	Mario A Furlan	01-JUN-2008	Executive Director	NA	true		
0001413398-12-000004	corporationPartnership	13	Randy Takian	01-JUN-2008	Managing Director	NA	false		31-OCT-2010
0001413398-12-000004	corporationPartnership	14	Amy R. Doberman	06-FEB-2006	Managing Director, Secretary	NA	true		03-APR-2009
0001413398-12-000004	corporationPartnership	15	Kenneth Castiglia	15-DEC-2005	Managing Director, Treasurer	NA	true		09-FEB-2009
0001413398-12-000004	corporationPartnership	16	Stefanie Chang Yu	29-SEP-2003	Managing Director, Assistant Secretary	NA	true		
0001413398-12-000004	corporationPartnership	17	Mary Ann Fappiano	23-JAN-2006	Managing Director, Assistant Treasurer	NA	true		01-OCT-2008
0001413398-12-000004	corporationPartnership	18	James Garrett	01-DEC-2006	Managing Director, Director	NA	true		07-MAY-2010
0001413398-12-000004	corporationPartnership	19	Walter Rein	01-DEC-2004	Managing Director	NA	true		
0001413398-12-000004	corporationPartnership	20	Francis Smith	15-DEC-2005	Executive Director, Assistant Treasurer	NA	true		
0001413398-12-000004	corporationPartnership	21	Norman Jones	15-DEC-2005	Executive Director	NA	true		
0001413398-12-000004	corporationPartnership	22	Eric Marmoll	01-DEC-2006	Executive Director	NA	true		28-FEB-2011
