ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0001064418-12-000004	1	principalOfficeAddress	1301 Fifth Avenue Suite 3800 Seattle WA 98101
0001018490-12-000004	1	principalOfficeAddress	5022 Gate Parkway, Suite 200  Jacksonville FL 32256-7088
0000927395-12-000008	1	principalOfficeAddress	17782 Sky Park Circle  Irvine CA 92614-6404
0001413398-12-000004	1	principalOfficeAddress	201 Plaza Two  Jersey City NJ 07311
0001413398-12-000004	1	otherBusinessLocation	522 Fifth Avenue 6th Floor New York City NY 10036
0000950123-12-009254	1	principalOfficeAddress	570 Carillion Parkway  St. Petersburg FL 33716-1202
0001253179-12-000010	1	otherBusinessLocation	450 Wireless Blvd  Hauppauge NY 11788
0001253179-12-000010	1	principalOfficeAddress	4020 S 147th Street, Suite 2  Omaha NE 68137
0001429579-12-000011	1	principalOfficeAddress	12702 High Bluff Drive Suite 200 San Diego CA 92130
0001550840-12-000002	1	principalOfficeAddress	1 Robert Speck Parkway Suite 1510 Mississauga A6 L4Z 3M3
0001253179-12-000009	1	principalOfficeAddress	4020 S 147th Street, Suite 2  Omaha NE 68137
0001253179-12-000009	1	otherBusinessLocation	450 Wireless Blvd  Hauppauge NY 11788
0000275143-12-000008	1	principalOfficeAddress	2000 Crown Colony Drive  Quincy MA 02169
0000275143-12-000008	2	otherBusinessLocation	2000 Bluffs Drive  Lawrence KS 66044
0000275143-12-000008	3	otherBusinessLocation	12 Water Street  Rockland ME 04841
0000275143-12-000008	1	otherBusinessLocation	30 Dan Road  Canton MA 02021
0001432531-12-000011	1	principalOfficeAddress	Franklin Templeton Park Plot #18-23 Financial Dist. Nanakramguda Hyderabad K7 500019
0001432531-12-000011	2	mailingAddress	c/o Franklin Templeton Investor Services 3344 Quality Drive, Attn: GRC-US Rancho Cordova CA 95670
0001551401-12-000001	1	principalOfficeAddress	190 Nathan Drive  Hollister MO 65672
0000027048-12-000004	1	otherBusinessLocation	7201 E 64th Ct  Kansas City MO 64133
0000027048-12-000004	4	otherBusinessLocation	333 W 11th Street  Kansas City MO 64105
0000027048-12-000004	3	otherBusinessLocation	816 Broadway  Kansas City MO 64105
0000027048-12-000004	2	otherBusinessLocation	330 W 9th Street  kansas City MO 64105
0000027048-12-000004	5	otherBusinessLocation	430 W 7th Street  Kansas City MO 64105
0000027048-12-000004	6	otherBusinessLocation	4900 Main  Kansas City MO 64112
0000027048-12-000004	1	principalOfficeAddress	210 W 10th Street  Kansas City MO 64105
0000027048-12-000004	2	mailingAddress	Attn: Legal Department 333 W 11th Street 5th Floor Kansas City MO 64105
0000005076-12-000002	4	otherBusinessLocation	14636 North Scottsdale Rd.  Scottsdale AZ 85254
0000005076-12-000002	3	otherBusinessLocation	12711 N. Meridan Street  Carmel IN 46032
0000005076-12-000002	2	otherBusinessLocation	5300 Robin Hood Road  Norfolk VA 23513-2430
0000005076-12-000002	2	mailingAddress	P.O. Box 25065  Santa Ana CA 92799-5065
0000005076-12-000002	1	principalOfficeAddress	6455 Irvine Center Drive  Irvine CA 92618
0000005076-12-000002	1	otherBusinessLocation	3500 Wiseman Blvd.  San Antonio TX 78251-4321
0001285911-12-000018	2	mailingAddress	200 Park Avenue  New York NY 10166
0001285911-12-000018	1	principalOfficeAddress	144 Glenn Curtiss Boulevard  Uniondale NY 11556
0001202048-12-000006	1	otherBusinessLocation	205 SE 10th Avenue  Amarillo TX 79101
0001202048-12-000006	1	principalOfficeAddress	2929 Allen Parkway, L4-01  Houston TX 77019
0000849542-12-000004	2	otherBusinessLocation	100 Freight Street  Pawtucket RI 02860
0000849542-12-000004	1	otherBusinessLocation	760 Moore Road  King of Prussia PA 19406
0000849542-12-000004	1	principalOfficeAddress	4400 Computer Drive  Westborough MA 01581
0000849542-12-000004	3	otherBusinessLocation	400 Bellevue Parkway  Wilmington DE 19809
0001419454-12-000004	1	principalOfficeAddress	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore K7 560 071
0001419454-12-000004	2	otherBusinessLocation	GKS TECHNOLOGIES PARK, SEZ 1/24, SIVAJI GARDENS, MANAPAKKAM Chennai K7 600 089
0001419454-12-000004	2	mailingAddress	82 Devonshire Street OGU - Attn: Transfer Agent Compliance Boston MA 02109
0001419454-12-000004	1	otherBusinessLocation	Manyata Embassy Bus. Park: Outer Ring Rd Hebbal - Krishnarajpuram Section Bangalore K7 560 045
0001133702-12-000006	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0001133702-12-000006	4	otherBusinessLocation	Two Destiny Way  Westlake TX 76262
0001133702-12-000006	3	otherBusinessLocation	155 Seaport Blvd  Boston MA 02210
0001133702-12-000006	2	mailingAddress	82 Devonshire Street Attention: FI Compliance Boston MA 02109
0001133702-12-000006	1	principalOfficeAddress	499 Washington BLVD  Jersey City, NJ X1 07310
0001133702-12-000006	2	otherBusinessLocation	500 Salem Street  Smithfield RI 02917
0000862124-12-000005	15	otherBusinessLocation	4008 E. Chapel Hill  Durham NC 27707
0000862124-12-000005	14	otherBusinessLocation	49 North 400 West  Salt Lake City UT 84101
0000862124-12-000005	13	otherBusinessLocation	2250 William D. Tate  Grapevine TX 76051-3978
0000862124-12-000005	12	otherBusinessLocation	5411 Page Road  Durham NC 27703
0000862124-12-000005	11	otherBusinessLocation	397 Williams Street  Marlborough MA 01752
0000862124-12-000005	10	otherBusinessLocation	100 Howe Drive  Covington KY 41015
0000862124-12-000005	9	otherBusinessLocation	11000 Weston Parkway  Cary NC 27513
