ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001227021-15-000005	corporationPartnership	27	A. Heaton Robertson III	01-JAN-1994	Partner	NA	true		
0001227021-15-000005	corporationPartnership	26	Christopher C. Remondi	01-JAN-2012	Partner	NA	true		
0001227021-15-000005	corporationPartnership	29	Jeffrey A. Schoenfeld	01-JAN-1996	Partner	A	true		
0001227021-15-000005	corporationPartnership	30	Kevin W. Stone	01-JAN-2009	Partner	NA	true		
0001227021-15-000005	corporationPartnership	31	W. Carter Sullivan III	01-JAN-2000	Partner	NA	true		
0001227021-15-000005	corporationPartnership	32	Andrew J.F. Tucker	01-JAN-1998	Partner	A	true		
0001227021-15-000005	corporationPartnership	33	Lawrence C. Tucker	01-JAN-1979	Partner	NA	true		
0001227021-15-000005	corporationPartnership	34	William B. Tyree	01-JAN-2001	Partner	A	true		
0001227021-15-000005	corporationPartnership	35	Maroa C. Velez	01-JAN-2008	Partner	NA	true		
0001227021-15-000005	corporationPartnership	36	William J. Whelan, Jr.	01-JAN-2000	Partner	NA	true		
0001227021-15-000005	corporationPartnership	37	Richard H. Witmer, Jr.	01-JAN-1998	Partner	A	true		
0001227021-15-000005	corporationPartnership	1	Thomas E. Berk	01-JAN-2005	Partner	NA	true		
0001227021-15-000005	corporationPartnership	2	Brian A. Berris	01-JAN-1991	Partner	NA	true		
0001227021-15-000005	corporationPartnership	3	Taylor S. Bodman	01-JAN-1999	Partner	A	true		
0001227021-15-000005	corporationPartnership	4	John J. Borland	01-JAN-1998	Partner	NA	true		
0001227021-15-000005	corporationPartnership	5	Geoffrey M. Cook	01-JAN-2009	Partner	NA	true		
0001227021-15-000005	corporationPartnership	6	Jean-Marc Crepin	01-JAN-2015	PartnerPartner	NA	true		
0001227021-15-000005	corporationPartnership	7	Carl S. Cutler	01-JAN-2008	Partner	NA	true		
0001227021-15-000005	corporationPartnership	8	Douglas A. Donohue, Jr.	01-JAN-1990	Partner	A	true		
0001227021-15-000005	corporationPartnership	9	Dario Galindo	01-JAN-2003	Partner	NA	true		
0001227021-15-000005	corporationPartnership	10	Kathryn C. George	01-JAN-1998	Partner	NA	true		
0001227021-15-000005	corporationPartnership	11	Timothy E. Hartch	01-JAN-2010	Partner	NA	true		
0001227021-15-000005	corporationPartnership	12	Kyosuke Hashimoto	01-JAN-1992	Partner	NA	true		
0001227021-15-000005	corporationPartnership	13	Charles O. Izard	01-JAN-2004	Partner	NA	true		
0001227021-15-000005	corporationPartnership	14	Michael R. Keller	01-JAN-2015	Partner	NA	true		
0001227021-15-000005	corporationPartnership	15	Jared S. Keyes	01-JAN-2011	Partner	NA	true		
0001227021-15-000005	corporationPartnership	16	Radford W. Klotz	01-JAN-1995	Partner	A	true		
0001227021-15-000005	corporationPartnership	17	Susan C. Livingston	01-JAN-1998	Partner	A	true		
0001227021-15-000005	corporationPartnership	18	T. Michael Long	01-JAN-1984	Partner	NA	true		
0001227021-15-000005	corporationPartnership	19	Hampton S. Lynch, Jr.	01-JAN-1984	Partner	A	true		
0001227021-15-000005	corporationPartnership	20	Michael W. McConnell	01-JAN-1984	Partner	NA	true		
0001227021-15-000005	corporationPartnership	21	Jeffrey B. Meskin	01-JAN-2011	Partner	NA	true		
0001227021-15-000005	corporationPartnership	22	Yukinori Nagahisa	01-JAN-2004	Partner	NA	true		
0001227021-15-000005	corporationPartnership	23	John A. Nielsen	01-JAN-1987	Partner	NA	true		
0001227021-15-000005	corporationPartnership	24	Sean Pairceir	01-JAN-2010	Partner	NA	true		
0001227021-15-000005	corporationPartnership	25	Jean-Pierre Paquin	01-JAN-2015	Partner	NA	true		
0001227021-15-000005	corporationPartnership	28	William E. Rosensweig	01-JAN-2012	Partner	NA	true		
0000817712-15-000009	corporationPartnership	4	Kurt S. Tureson	01-JUN-2004	Treasurer	NA	true		
0000817712-15-000009	corporationPartnership	7	Thrivent Financial Holdings, Inc.	01-JAN-2002	Parent company	E	true		
0000817712-15-000009	corporationPartnership	2	Randall L. Boushek	05-DEC-2008	Director	NA	true		12-DEC-2014
