ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0000817712-15-000009	otherControlManagement	1	Thrivent Financial for Lutherans ('TFL')	TFL is the parent company of Thrivent Financial Holdings, Inc.
0001323210-15-000009	otherControlManagement	1	Michelle Torres	Assisting Managing Director
0001144204-15-018558	otherControlFinance	1	RCAP Holdings, LLC	LLC agreement for American National Stock Transfer, LLC
0000950123-15-004104	otherControlManagement	1	THOMAS P DUPREE, HARRIET DUPREE BRADLEY AND LAMAR DUPREE GRIMES	THOMAS P DUPREE IS CHAIRMAN OF APPLICANT AND OWNER OF 50% OF NON-VOTING CAPITAL STOCK OF APPLICANT. HARRIETT DUPREE BRADLEY AND LAMAR DUPREE GRIMES EACH OWN 49% OF THE VOTING CAPITAL STOCK OF THE APPLICANT.
0001432531-15-000002	otherControlManagement	3	Templeton International, Inc.	100% Ownership of Franklin Templeton Capital Holdings Private Limited
0001432531-15-000002	otherControlManagement	4	Templeton Worldwide, Inc.	100% Ownership of Templeton International, Inc.
0001432531-15-000002	otherControlManagement	5	Franklin Resources, Inc.	100% Ownership of Templeton Worldwide, Inc.
0001432531-15-000002	otherControlManagement	1	Franklin Templeton Asia Holdings Private Limited	100% Ownership of Franklin Templeton Holding Limited
0001432531-15-000002	otherControlManagement	2	Franklin Templeton Capital Holdings Private Limited	100% Ownership of Franklin Templeton Asia Holdings Private Limited
0000783398-15-000003	otherControlFinance	1	UniCredito Italiano S.p.A.; Pioneer Global Asset Management S.p.A. ; and Pioneer Investment Management USA Inc	Pioneer Investment Management Shareholder Services, Inc. is a wholly owned subsidiary of Pioneer Investment Management USA , Inc. Pioneer Investment Management USA, Inc is a wholly owned subsidiary of Pioneer Global Asset Management S.p.A. Pioneer Global Asset Management S.p.A is a wholly owned subsidiary of UniCredito Italiano S.p.A
0001018490-15-000006	otherControlFinance	1	Various-see below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-15-000006	otherControlManagement	1	Various-see below.	DB Services Americas, Inc. ('SerAms'), formerly known as DB Services Tennessee, Inc. and prior as BT Services Tennessee, Inc., was incorporated in the State of Delaware on December 6, 1991 and established as a servicing company to provide operational and back-office services to Deutsche Bank Trust Company Americas ('DBTCA') and certain of its affiliates. DBTCA, formerly known as Bankers Trust Company, is the principal United States banking subsidiary of Deutsche Bank Aktiengesellschaft ('DBAG'). SerAms does not have any third party client agreements. Rather, SerAms, as engaged by DBTCA, provides technical and administrative support services including data processing, telecommunications, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCA's customers (or DBTCA's customers' customers, in the case of DBTCA's private label business for certain affiliates); and DBTCA has appointed SerAms as its agent to act on its behalf in connection with the transfer of securities and other instruments. Accounts are maintained jointly by DBTCA and SerAms. SerAms in its transfer agent function provides services to DBTCA in a manner as if SerAms is an independent, dedicated contractor that works solely for DBTCA and no other transfer agent. There is a shared system of database for DBTCA and SerAms. An example is escheatment - the details of escheatment are maintained by SerAms while the remission to the states is done in the name of and on behalf of DBTCA. SerAms management is responsible to the business line management of DBAG and DBAG affiliates/subsidiaries including DBTCA. The business line unit head of ServAms reports to business line unit management of DBAG/affiliate. Audits are performed by DBAG's Audit Department. Examinations of DBAG NY branch and subsidiary bank, DBTCA, are performed by the Federal Reserve Bank of New York and the New York State Department of Financial Services. DBAG provides for SerAms the infrastructure necessary to insure safety and soundness measures including accounting systems, the Legal Department, the Internal Audit Department, Compliance, Human Resources and technology functions.
0001419454-15-000002	otherControlManagement	1	FMR LLC	Through certain of its direct or indirect subsidiaries, FMR LLC is the ultimate parent company of Fidelity Business Services India Private Limited
0001419454-15-000002	otherControlFinance	1	FMR LLC	Directly and indirectly, through certain of its affiliated companies, FMR LLC wholly or partially may finance Fidelity Business Services India Private Limited
0001347211-15-000004	otherControlFinance	1	Nitin Amersey	No Agreement in Place
