ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0001288763-08-000010	violationOfRegulations	1	Georgeson Shareholder Securities Corporation ('GSSC')	N/A	27-FEB-2004	SEC	Violation of Rules 17a-3(1) and (a)(2) and (a)(11); and Rule 17a-5(a)(2)	The SEC Northeast Regional Office, 233 Broadway, New York, NY, has asked GSSC for a letter detailing the procedures in place to safeguard against further infractions of these rules.
0001288763-08-000010	fsrRegistrationDeniedOrSuspended	1	Georgeson Shareholder Securities Corporation ('GSSC')	N/A	06-DEC-1999	Minnesota Department of Commerce	Withdrawal of broker-dealer application.	Ordered pursuant to State Statute Section 80A.05 subd.1 (1994) that GSSCs application for broker-dealer be withdrawn since application was pending with the department with no activity for 120 days.
0001288763-08-000010	violationOfRegulations	2	Computershare Trust Company of Canada ('CTCC')	Administrative Proceeding 3-12265, Securities Exchange Act Release No.53668	18-APR-2006	SEC	Ordered to cease-and-desist from violations of Sections 15(b) and 17A(c) of the Securities Exchange Act of 1934.	Without admitting or denying the findings, on April 18, 2006, CTCC a control affiliate of the registrant, agreed to settle an administrative action by the SEC. See attachment for full description.
0001288777-08-000013	violationOfRegulations	2	Computershare Trust Company of Canada	Administrative Proceeding 3-12265, Securities Exchange Act Release No.53668	18-APR-2006	SEC	Ordered to cease-and-desist from violations of Sections 15(b) and 17A(c) of the Securities Exchange Act 1934.	Without admitting or denying the findings, on April 18, 2006, the registrant agreed to settle and administrative action by the SEC. See attachment for full description.
0001288777-08-000013	violationOfRegulations	1	Georgeson Shareholder Securities Corporation ('GSSC')	N/A	27-FEB-2004	SEC	Violation of Rules 17a-3(1) and (a)(2) and (a)(11); and Rule 17a-5(a)(2)	The SEC Northeast Regional Office, 233 Broadway, New York, NY, has asked GSSC for a letter detailing the procedures in place to safeguard against further infractions of these rules.
0001288777-08-000013	fsrRegistrationDeniedOrSuspended	1	Georgeson Shareholder Securities Corporation ('GSSC')	N/A	06-DEC-1999	Minnesota Department of Commerce	Withdrawal of broker-dealer application.	Ordered pursuant to State Statute Section 80A.05 subd.1 (1994) that GSSCs application for broker-dealer be withdrawn since application was pending with the department with no activity for 120 days.
0000737074-08-000003	violationOfRegulations	1	USAA Investment Management Company and Steven D. Harrop	Order Instituting Proceedings, Making Findings and Imposing Remedial Sanctions.	22-JAN-1993	U.S. Securities and Exchange Commission, Washington D.C.	The SEC alleged violations of Rule 22C-1 under the investment Company Act of 1940, as amended (1940 Act), Section 34(b) of the 1940 Act, and Section 203(e) of the Investment Advisers Act of 1940, as amended.	Without admitting or denying findings contained in the Order, the Registrant consented to a censure and the payment of a $50,000 civil penalty.
0001352392-08-000191	revokedBond	1	Pacific Stock Transfer Company	Halter Capital Corporation VS Pacific Stock Transfer Company	11-AUG-2003	US District Court District of Navada	Civil Case Involving Removal of Restrictive Legend on Certificate	Dismissal with prejudice
0001421877-08-000305	falseStatementOrOmission	2	FAV and Franklin Templeton Distributors, Inc. ('FTDI')	In the Matter of FAV and FTDI, Administrative Proceeding File No. 3-11769	13-DEC-2004	SEC	The action concerned the SEC investigation of marketing support payments to securities dealers who sell fund shares.	FAV and FTDI reached an agreement with the SEC that resolved the issues resulting form the investigation into marketing support payments to securities dealers who sell fund shares.
0001421877-08-000305	falseStatementOrOmission	1	Franklin Advisers, Inc. ('FAV')	In the Matter of FAV, Administrative Proceeding File No. 3-11572	02-AUG-2004	U.S. Securities and Exchange Commission ('SEC')	The action concerned the SEC investigation of market timing activity.	FAV and the SEC reached an agreement that resolved the issues resulting from the investigation into market timing activity.
0001421877-08-000305	fsrFalseStatementOrOmission	1	FAV and Franklin Templeton Alternative Strategies, Inc. ('FTASI')	In the Matter of FAV and FTASI, Docket No. E-2004-007	20-SEP-2004	Securities Division,Office of the Secretary of the Commonwealth of Massachusetts	The action concerned the Commonwealth of Massachusetts' investigation of market timing activity.	FAV and FTASI reached an agreement with the Commonwealth of Massachusetts that resolved the issues resulting from the investigation of market timing activity.
0001421877-08-000305	violationOfRegulations	2	FAV and FTDI	In the Matter of FAV and FTDI, Administrative Proceeding File No.3-11769	13-DEC-2004	SEC	The action concerned the SEC investigation of marketing support payments to securities dealers who sell fund shares.	FAV and FTDI reached an agreement with the SEC that resolved the issues resulting from the investigation into marketing support payment to securities dealers who sell fund shares.
0001421877-08-000305	violationOfRegulations	1	FAV	In the Matter of FAV, Administrative Proceeding File No. 3-11572	08-AUG-2004	SEC	The action concerned the SEC investigation of market timing activity.	FAV and the SEC reached an agreement that resolved the issues resulting from the investigation into market timing activity.
0001421877-08-000305	foreignAgency	1	Franklin Templeton Investments Corp. ('FTIC')	Securities Act R.S.O. 1990, C.S.5., as amended and FTIC	03-MAR-2005	Ontario Securites Commision ('OSC')	The action concerned the OSC's investigation into market timing activity.	FTIC and the OSC reached an agreement that resolved the issues resulting from the OSC's investigation into market timing activity.
0001421877-08-000305	fsrViolationOfInvestmentRelatedRegulation	1	FAV and FTASI	In the Matter of FAV and FTASI, Docket No. E-2004-007	20-SEP-2004	Securities Division,Office of the Secretary of the Commonwealth of Massachusetts	The action concerned the Commonwealth of Massachusetts' investigation of market timing activity.	FAV and FTASI reached an agreement with the Commonwealth of Massachusetts that resolved the issues resulting from the investigation of market timing activity.
0001421877-08-000305	fsrFoundOrderAgainstApplicant	2	FRI	In the Matter of FRI, Docket No. E-2004-0044	19-NOV-2004	Securities Division,Office of the Secretary of the Commonwealth of Massachusetts	FRI's disclosure in Form 8-K regarding FAV and FTASI's agreement with the Commonwealth of Massachusetts that resolved the issues from the investigation of market timing activity.	FRI and the Commonwealth of Massachusetts reached an agreement that resolved the issue resulting from FRI's Form 8-K disclosure.
0001421877-08-000305	fsrFalseStatementOrOmission	2	Franklin Resources, Inc. ('FRI')	In the Matter of FRI, Docket No. E-2004-0044	19-NOV-2004	Securities Division,Office of the Secretary of the Commonwealth of Massachusetts	FRI's disclosure in Form 8-K regarding FAV and FTASI's agreement with the Commonwealth of Massachusetts that resolved the issues from the investigation of market timing activity.	FRI and the Commonwealth of Massachusetts reached an agreement that resolved the issue resulting from FRI's Form 8-K disclosure.
0001421877-08-000305	fsrFoundOrderAgainstApplicant	1	FAV and FTASI	In the Matter of FAV and FTASI, Docket No. E-2004-007	20-SEP-2004	Securities Division,Office of the Secretary of the Commonwealth of Massachusetts	The action concerned the Commonwealth of Massachusetts' investigation of market timing activity.	FAV and FTASI reached an agreement with the Commonwealth of Massachusetts that resolved the issues resulting from the investigation of market timing activity.
0001421877-08-000305	fsrViolationOfInvestmentRelatedRegulation	2	FRI	In the Matter of FRI, Docket No. E-2004-0044	19-NOV-2004	Securities Division,Office of the Secretary of the Commonwealth of Massachusetts	FRI's disclosure in Form 8-K regarding FAV and FTASI's agreement with the Commonwealth of Massachusetts that resolved the issues from the investigation of market timing activity.	FRI and the Commonwealth of Massachusetts reached an agreement that resolved the issue resulting from FRI's Form 8-K disclosure.
0001277690-08-000024	violationOfInvestmentRelatedRegulation	1	Canadian Imperial Bank of Commerce, ('CIBC')	Not available	22-DEC-2003	U.S. Securities and Exchange Commission ('SEC')	On December 22, 2003 the SEC filed a Complaint with the US District Court for the Southern District of Texas alleging that CIBC aided and abetted violations of the federal securities laws related to certain structured finance transactions between CIBC and the Enron Corporation including Enron's manipulation of its reported financial results through a series of financial transactions that were improperly reported by Enron as asset sales; that CIBC knew or was reckless in not knowing that loans were structured as asset sales for accounting and financial reporting purposes and therefore CIBC knowingly and substantially assisted Enron to file with the SEC false and misleading reports and failed to make and keep accurate books, records and accounts. Without admitting or denying any wrongdoing CIBC consented to the entry of a Final Judgment permanently enjoining CIBC from violation of Section 10(b) of the Exchange Act and Rule l0b-5 there under, Section 13(a) of the Exchange Act and Rules 12b-20, 13a-1 and 13a-13 there under, Section 13(b)(2) of the Exchange Act, Rule 13b2-1, and Section 13(b)(5) of the Exchange Act. This Final Judgment was also filed on December 22, 2003. On the same day CIBC deposited with the Court $80,000,000 in disgorgement, interest and a civil penalty. In addition to these sanctions CIBC also agreed that it will not seek any benefit from any offset or reduction of any investor's claim, and that it shall not seek reimbursement or indemnification, nor any tax deduction or credit for any of the amount paid. The SEC has agreed to not institute any proceedings against CIBC, its subsidiaries or affiliates pursuant to Sections 15(b), 15B, 15C, or 19(h) of the Exchange Act.	Final judgment as outlined in (v) above
0001277690-08-000024	violationOfRegulations	1	CIBC Mellon Trust Company	U.S. Securities and Exchange Commission v. CIBC Mellon Trust Company	14-JAN-2005	see item 10(b)(1) above	see item 10(b)(1) above	see item 10(b)(1) above
0001277690-08-000024	violationOfRegulations	2	CIBC World Markets Corp and Canadian Imperial Holdings Inc.	In the Matter of Canadian Imperial Holding Inc. and CIBC World Markets Corp.	20-JUL-2005	SEC and the Attorney General for the State of New York	On July 20, 2005 Canadian Imperial Bank of Commerce ('CIBC') and The United States Securities and Exchange Commission (the 'SEC') announced a joint settlement (the 'Settlement') of certain of CIBC's U.S. subsidiaries with the SEC and the Attorney General for the State of New York ('NYAG') of proceedings in relation to the activities of the subsidiaries in respect of certain alleged mutual fund market timing practices. The CIBC subsidiaries to which the Settlement relates are CIBC World Markets Corp. ('World Markets'), Canadian Imperial Holdings Inc. ('CIHI'), CIBC Bank and Trust (Cayman) Limited, Rudy Capital USA LLC and Hudson River Investments LLC (the 'Other Parties'). On July 20, 2005, the SEC issued an Order Instituting Administrative and Cease-and-Desist Proceeding, Making Findings, and Imposing Remedial Sanctions and a Cease-and-Desist Order Pursuant to Section 8A of the Securities Act of 1933 (the 'Securities Act'), Sections 15(b) and 21C of the Securities Exchange Act of 1934 ('Exchange Act'), Section 203(e) of the Investment Advisers Act of 1940, and Sections 9(b) and 9(f) of the Investment Company Act of 1940 ('Investment Company Act') (the 'SEC Order'). Under the SEC Order: (a) Without CIHI admitting or denying such findings, the SEC found that as a result of World Markets' registered representatives' facilitation of market timing and related financial transactions in which CIHI participated, CIHI wilfully violated Section 17(a) of the Securities Act, Sections 7(d) and 10(b) of the Exchange Act and Rule 10b-5 thereunder, Rule 22c-1, as adopted under Section 22(c) of the Investment Company Act and Regulation U promulgated by the Federal Reserve Board. (b) Without World Markets admitting or denying such findings, the SEC found that as a result of World Markets' registered representatives' facilitation of market timing and related financial transactions, World Markets wilfully violated Section 17(a) of the Securities Act, Sections 7(c), 10(b), 11(d), 15(c) and 17(a) of the Exchange Act and Rules 10b-3, 10b-5 and 17a-3 thereunder, Rule 22c-1, as adopted under Section 22(c) of the Investment Company Act and Regulation T promulgated by the Federal Reserve Board. (c) World Markets and CIHI agree to pay disgorgement and prejudgement interest in the amount of $100 million and a civil money penalty of $25 million (all numbers in U.S. dollars), and to retain an independent distribution consultant to develop a plan for the distribution of the $125 million to investors. (d) CIHI agrees to cease and desist from committing or causing any violations of Section 17(a) of the Securities Act, Sections 7(d) and 10(b) of the Exchange Act and Rule 10b-5 thereunder, Rule 22c-1 as adopted under Section 22(c) of the Investment Company Act and Regulation U promulgated by the Federal Reserve Board regarding the extension of margin credit. (e) World Markets agrees to cease and desist from committing or causing any violations of Section 17(a) of the Securities Act, Sections 7(c), 10(b), 11(d), 15(c) and 17(a) of the Exchange Act and Rules 10b-3, 10b-5 and 17a-3 thereunder, Rule 22c-1 as adopted under Section 22(c) of the Investment Company Act and Regulation T promulgated by the Federal Reserve Board regarding the extension of margin credit. The settlement with the NYAG (the 'NYAG Settlement') is effected under an Assurance of Discontinuance under which the NYAG will agree not to pursue an action against CIHI, World Markets and the Other Parties. The NYAG Settlement requires CIHI, World Markets and the Other Parties to make payment of the $125 million arising under the SEC Order.	Agreement of settlement as detailed in (v) above
0001277690-08-000024	violationOfRegulations	3	One or move control affiliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 Data	See attached file for Question 10 data
0001277690-08-000024	violationOfRegulations	4	The Bank of New York Mellon	SEC Admin. Proceeding File No. 3-12526	09-JAN-2007	U.S. Securities and Exchange Commission	The SEC alleged that from at least January 1, 2003 through June 30, 2004, in connection with certain auctions, the Bank of New York Mellon (formerly, The Bank of New York, 'BNY') accepted initial or revised bids after submission deadlines and allowed broker-dealers to intervene in auctions. In certain instances, this conduct also affected the rate paid on the auction rate securities. As a result, BNY caused violations of section 17(a)(2) of the Securities Act. BNY was required to make certain disclosures regarding its material auction practices and procedures; and not later than 6 months after the date of this order, unless otherwise extended by the Staff of the Commission for good cause shown, have its CEO or general counsel certify in writing to the Staff of the Commission that BNY has implemented procedures. In addition BNY paid a monetary settlement in the amount of $750,000.	See 10 (c) (2) (vi) above
0001277690-08-000024	sraViolationOfRules	1	One or more control affiliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 data	See attached file for Question 10 data
