ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0001477932-22-007335	SEC	Digital Stock Transfer Co LLC	Southern Stock Transfer Co LLC	365510	N	212-961-6950	N	N	N	N	Other	Limited Liability Company	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001557183-22-000002	SEC	ASCENSUS COLLEGE SAVINGS RECORDKEEPING SERVICES LLC	UPROMISE INVESTMENTS RECORDKEEPING SERVICES LLC	347856	N	215-648-1272	Y	N	Y	N	Other	LLC	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001146230-22-000012	SEC	Computershare Inc /TA	Computershare Shareholder Services Inc /TA	260539	N	781-575-2000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	Y	N	N	Y	N	N	N	Y	N	N
0001424912-22-000009	SEC	se2, LLC/TA	se2, inc./TA	336479	N	785-438-3000	N	N	N	Y	Other	Limited Liability Company	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N	Y	N	N	N	N	N	N
0001945558-22-000002	SEC	OpenPool Technologies, LLC		371674	N	5169657053	N	N	N	N	Other	Limited Liability Company	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001942713-22-000003	SEC	United Transfer Agency LLC		371633	N	9173990258	N	N	N	N	Other	LLC	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001451217-22-000014	SEC	SEI Institutional Transfer Agent, Inc.		339341	N	800-858-7233	N	N	N	N	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N
0000024179-22-000002	SEC	CONTINENTAL STOCK TRANSFER & TRUST CO /TA		400218	N	212-509-4000	N	N	N	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N
0001654954-22-012376	SEC	MANHATTAN TRANSFER REGISTRAR CO /TA	MANHATTAN TRANSFER REGISTRAR CO /NY/                    /TA	432708	N	631-928-7655	Y	N	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001451217-22-000011	SEC	SEI Institutional Transfer Agent, Inc.		339341	N	800-858-7233	N	N	N	N	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N
