ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001545030-23-000004	31-DEC-2021	Wilmington Savings Fund Society, FSB	None	N	OCC	Not applicable		246	1842	1842	0	0	0			Yes			0	0	0
0001817495-23-000005	31-DEC-2022	2462344 Ontario Inc.	None	N	SEC	No, failed to file amendment(s)	The previous management did not provide a suitable transition. The led to a loss of access to the Edgar portal amongst other. The SEC was informed of the same during their audit. The Edgar access has been granted and all filings are processed.	0	0	0	0	0	0			Not Applicable			0	0	0
0000027048-23-000008	31-DEC-2021	SS&C GIDS, Inc.	Some	Y	SEC	Yes, filed amendment(s)		25233	3467556	2603641	1540080	70879	0			Yes			15101031	80931	490
0001452780-23-000006	31-DEC-2021	SS&C FinTech Services India Private Ltd	None	Y	SEC	Yes, filed amendment(s)		139809	0	0	0	0	0			Not Applicable			503523	18159	0
0001853933-23-000004	31-DEC-2022	RSE Transfer Agent LLC	None	N	SEC	Yes, filed amendment(s)		0	438	438	0	0	0			Yes			0	0	0
0001665086-23-000002	31-DEC-2022	Sutter Shareholder Services, LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Yes			0	0	0
0001654954-23-009361	31-DEC-2022	INTERWEST TRANSFER CO INC                               /TA	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001654954-23-009359	31-DEC-2021	INTERWEST TRANSFER CO INC                               /TA	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001654954-23-009357	31-DEC-2020	INTERWEST TRANSFER CO INC                               /TA	None	N	SEC	Not applicable		1	85141	85141	0	0	0			Not Applicable			0	0	0
0001493152-23-024803	31-DEC-2022	TRANSHARE Corp	None	N	SEC	Not applicable		2077	21395	21395	0	606	0			Yes			0	0	0
