ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0000088525-10-000729	SEC	se2, inc.		336479	N	785-438-3000	N	N	N	N	Corporation		Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N
0001144204-10-051707	SEC	Canadian Stock Transfer Company Inc.		343616	N	416-643-5436	Y	N	Y	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001140370-10-000004	SEC	Stalt Incorporated		098830	N	650.321.7111	N	N	Y	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000088525-10-000723	SEC	Rydex Fund Services, LLC		269647	N	301-296-5100	N	N	Y	Y	Other	Limited Liability Company	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N
0001501488-10-000005	SEC	Company Treasurer Registrar & Transfer, LLC		343574	Y	404-537-8475	N	N	N	N	Partnership		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000088525-10-000721	SEC	SECURITY INVESTORS, LLC		746495	N	785-438-3000	Y	Y	N	Y	Not Applicable																									
0001018490-10-000034	SEC	DB Services Americas, Inc.		955203	N	(800) 735-7777	N	N	N	Y	Corporation		Y	Y	Y	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0000027048-10-000006	SEC	DST Systems, Inc.		401588	Y	816-435-1000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000862124-10-000013	SEC	Fidelity Investments Institutional Operations Company, Inc.		428219	Y	(508) 787-7000	Y	Y	Y	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	Y	N	N
0000810704-10-000013	SEC	Primerica Shareholder Services, Inc.		409573	N	770-564-6167	Y	N	N	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N
