ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0000088525-10-000729	corporationPartnership	20	SB Kansas Investors, LLC	30-JUL-2010	Membership Interest Eldridge Investors	E	true		
0000088525-10-000729	corporationPartnership	19	Guggenheim Lawrence, LLC	30-JUL-2010	Managing Member Eldridge Investors	NA	true		
0000088525-10-000729	corporationPartnership	22	Anne M. Trebino	14-MAR-2007	Director	NA	true		30-SEP-2010
0000088525-10-000729	corporationPartnership	21	Robert Patton	30-JUL-2010	Member SB Kansas Investors	NA	true		
0000088525-10-000729	corporationPartnership	18	Guggenheim Knights of Security, LLC	30-JUL-2010	Managing Member - Guggenheim SBC Hldgs	NA	true		
0000088525-10-000729	corporationPartnership	17	Eldridge Investors, LLC	30-JUL-2010	Membership Interest Guggenheim SBC Hldgs	E	true		
0000088525-10-000729	corporationPartnership	16	Howard R. Fricke	30-SEP-2010	Chairman of the Board	NA	true		
0000088525-10-000729	corporationPartnership	15	Brenda Kramer	30-SEP-2010	Assistant Secretary	NA	true		
0000088525-10-000729	corporationPartnership	14	Lisa Young	30-SEP-2010	Assistant Treasurer	NA	true		
0000088525-10-000729	corporationPartnership	1	Security Benefit Mutual Holding Company	14-FEB-2005	Shareholder	E	true		30-JUL-2010
0000088525-10-000729	corporationPartnership	2	Security Benefit Corporation	14-FEB-2005	Shareholder	E	true		
0000088525-10-000729	corporationPartnership	3	David J. Keith	30-SEP-2010	Director & CEO	NA	true		
0000088525-10-000729	corporationPartnership	4	Eric F. Rea	30-SEP-2010	President, Director & Chief Mktg Officer	NA	true		
0000088525-10-000729	corporationPartnership	5	John F. Guyot	30-SEP-2010	Director, Sr. Vice President & Secretary	NA	true		
0000088525-10-000729	corporationPartnership	6	Kalman Bakk, Jr.	14-MAR-2007	Director	NA	true		30-SEP-2010
0000088525-10-000729	corporationPartnership	7	James R. Schmank	30-SEP-2010	Sr. Vice President & CFO	NA	true		
0000088525-10-000729	corporationPartnership	8	Guggenheim SBC Holdings, LLC	30-JUL-2010	Shareholder of Security Benefit Corp	E	true		
0000088525-10-000729	corporationPartnership	9	John F. Frye	30-SEP-2010	Director, Sr. Vice President & Treasurer	NA	true		
0000088525-10-000729	corporationPartnership	10	Brent L. Littleton	30-SEP-2010	Sr. Vice President & Chief Tech Officer	NA	true		
0000088525-10-000729	corporationPartnership	11	Frank J. Rosa	30-SEP-2010	Sr. Vice President & COO	NA	true		
0000088525-10-000729	corporationPartnership	12	Mary Ann Durall	30-SEP-2010	Vice President, Client Solutions	NA	true		
0000088525-10-000729	corporationPartnership	13	Thomas M. Spencer	30-SEP-2010	Vice President, Business Development	NA	true		
0001144204-10-051707	corporationPartnership	5	Stephen Clark	26-JUL-2010	Director	NA	true		
0001144204-10-051707	corporationPartnership	4	Cameron Blanks	26-JUL-2010	Director	NA	true		
0001144204-10-051707	corporationPartnership	3	Mark Healy	26-JUL-2010	Director	NA	true		
0001144204-10-051707	corporationPartnership	2	Jacob Haines	26-JUL-2010	Director	NA	true		
0001144204-10-051707	corporationPartnership	1	Armor Acquisition LLC	26-JUL-2010	Shareholder	E	true		
0001140370-10-000004	corporationPartnership	1	William Senner, Jr.	01-MAY-2001	President	E	true		
0000088525-10-000723	soleProprietorship	8	Amy J. Lee	30-JUL-2010	Secretary			Officer	
0000088525-10-000723	soleProprietorship	17	SB Kansas Investors, LLC	30-JUL-2010	80% Membership Interest			Mmbr Intr in Eldridge Investors, LLC	
0000088525-10-000723	soleProprietorship	1	Nick Bonos	13-JAN-2009	CEO & President			Officer	
0000088525-10-000723	soleProprietorship	2	Michael P. Byrum	13-JAN-2009	Secretary/Director			Officer & Director	30-JUL-2010
0000088525-10-000723	soleProprietorship	3	John F. Frye	16-NOV-2009	Treasurer			Officer	
0000088525-10-000723	soleProprietorship	4	Keith A. Fletcher	01-MAR-2009	Vice President			Officer	
0000088525-10-000723	soleProprietorship	5	Christopher L. Phalen	01-MAR-2009	Vice President			Officer	
0000088525-10-000723	soleProprietorship	6	Lisa Young	19-NOV-2009	Assistant Treasurer			Officer	
0000088525-10-000723	soleProprietorship	7	Richard M. Goldman	02-JUL-2009	Manager			Manager of Member	
0000088525-10-000723	soleProprietorship	18	Robert Patton	30-JUL-2010	Member			Member of SB Kansas Investors, LLC	
0000088525-10-000723	soleProprietorship	9	Amanda J. Kiefer	30-JUL-2010	Assistant Secretary			Officer	
0000088525-10-000723	soleProprietorship	10	Rydex Holdings, LLC	30-JUL-2010	Managing Member			100% Membership Interests	
0000088525-10-000723	soleProprietorship	11	Security Benefiit Asset Management Holdings, LLC	30-JUL-2010	Managing Member			100% Mmbr Interest in Rydex Holdings, LL	
0000088525-10-000723	soleProprietorship	12	Security Benefit Corporation	30-JUL-2010	Managing Member			100% Intr Security Benefit Asset Mngmt	
0000088525-10-000723	soleProprietorship	13	Guggenheim SBC Holdings, LLC	30-JUL-2010	Shareholder			100% Shareholder Security Benefit Corp	
0000088525-10-000723	soleProprietorship	14	Guggenheim Knights of Security, LLC	30-JUL-2010	Manager			100% Control Guggenheim SBC Hldgs	
0000088525-10-000723	soleProprietorship	15	Eldgridge Investors	30-JUL-2010	100% Membership Interest			100% Intr in Guggenheim SBC Hldgs	
0000088525-10-000723	soleProprietorship	16	Guggenheim Lawrence, LLC	30-JUL-2010	Managing Member			Member of Eldridge Investors, LLC	
0001501488-10-000005	corporationPartnership	2	Benjamin Ribaldo	06-SEP-2010	Chief Technology Officer	C	true		
0001501488-10-000005	corporationPartnership	1	James H. Ray	06-SEP-2010	Chief Executive Officer	C	true		
0001018490-10-000034	corporationPartnership	8	Alec Gurdeep Singh	05-AUG-2008	Director and President	NA	true		
0001018490-10-000034	corporationPartnership	7	Deutsche Bank AG	04-JUN-1999	Owner of 100% of Taunus	E	false		
0001018490-10-000034	corporationPartnership	6	Taunus Corporation ('Taunus')	04-JUN-1999	Owner of 100% of DBTC	E	false		
0001018490-10-000034	corporationPartnership	5	Deutsche Bank Trust Corporation ('DBTC')	31-MAR-1990	Owner of 100% of DBHold	E	false		
0001018490-10-000034	corporationPartnership	4	Deutsche Bank Holdings, Inc. ('DBHold')	12-DEC-1991	Owner of 100% of Registrant	E	false		
