ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0001451217-18-000007	1	principalOfficeAddress	1 Freedom Valley Drive  Oaks PA 19456
0001144204-18-035388	1	principalOfficeAddress	Operations Center 6201 15th Avenue Brooklyn NY 11219
0000733598-18-000002	1	principalOfficeAddress	8000 Interstate Hwy 10 West  San Antonio TX 78230
0000733598-18-000002	2	mailingAddress	1345 Avenue of the Americas  New York NY 10105
0000733598-18-000002	1	otherBusinessLocation	c/o CyrusOne 9999 Westover Hills Blvd San Antonio TX 78251
0001062993-18-002700	1	principalOfficeAddress	1 Toronto Street Suite 1200 Toronto A6 M5C 2V6
0001062993-18-002700	1	otherBusinessLocation	1 Toronto Street Suite 1200 Toronto A6 M5C 2V6
0001062993-18-002699	1	otherBusinessLocation	2001 Boul. Robert-Bourassa Suite 1600 Montreal A8 H3A 2A6
0001062993-18-002699	1	principalOfficeAddress	1 Toronto Street Suite 1200 Toronto A6 M5C 2V6
0001062993-18-002699	2	otherBusinessLocation	1066 West Hastings St. Suite 1600 Vancouver A1 V6E 3X1
0001062993-18-002699	3	otherBusinessLocation	600 The Dome Tower 333-7th Ave S.W. Calgary A0 T2P 2Z1
0001073944-18-000004	1	principalOfficeAddress	235 W. Galena Street  Milwaukee WI 53212
0001073944-18-000004	1	otherBusinessLocation	223 Wilmington West Chester Pike Suite 303 Chadds Ford PA 19317
0001073944-18-000004	2	otherBusinessLocation	2225 Washington Blvd. Suite 303 Ogden UT 84401
0000275143-18-000013	2	otherBusinessLocation	2000 Bluffs Drive  Lawrence KS 66044
0000275143-18-000013	9	otherBusinessLocation	430 W 7th St  Kansas City MO 64105
0000275143-18-000013	8	otherBusinessLocation	333 W 11th Street  Kansas City MO 64105
0000275143-18-000013	7	otherBusinessLocation	816 Broadway  Kansas City MO 64105
0000275143-18-000013	6	otherBusinessLocation	330 W 9th Street  Kansas City MO 64105
0000275143-18-000013	5	otherBusinessLocation	7201 E 64th Court  Kansas City MO 64133
0000275143-18-000013	4	otherBusinessLocation	210 W 10th Street  Kansas City MO 64105
