ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000823579-18-000004	31-DEC-2017	COLONIAL STOCK TRANSFER CO INC /TA	None	N	SEC	Not applicable		1466	66657	66657	24	315	0			Yes			0	0	146
0001667174-18-000003	31-DEC-2017	National Issuer Services Ltd.	None	N	SEC	Yes, filed amendment(s)		847861	5753	5753	0	369	0			Yes			0	0	0
0000838981-18-000004	31-DEC-2017	Northern Trust Co	None	N	BGFRS	Yes, filed amendment(s)		31317	561260	561260	262754	0	0			Not Applicable			2182494	2438	100
0001398344-18-007433	31-DEC-2017	MUTUAL FUNDS SERVICE CO /TA	None	N	SEC	Not applicable		7846	47465	47465	46148	47465	0			Yes			316245	449	0
0000838141-18-000005	31-DEC-2016	Whitney Bank (Formerly Hancock Bank) /TA	None	N	FDIC	Not applicable		5292	62394	52899	46884	0	0			Yes			135543	0	64
0001144204-18-024388	31-DEC-2017	JOHNSON FINANCIAL INC /TA	None	N	SEC	Not applicable		786	3705	10273	10114	10273	0			Yes			32597	84	0
0000897101-18-000403	31-DEC-2017	Equiniti Trust Co	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000950123-18-003785	31-DEC-2017	Atlas Resources, LLC	None	N	SEC	Not applicable		388	14566	14566	0	0	0			Not Applicable			0	0	0
0001686742-18-000003	31-DEC-2017	Sumitomo Mitsui Trust Bank (U.S.A.) Ltd.	None	N	SEC	Yes, filed amendment(s)		0	0	0	0	0	0			Yes			0	0	0
0001398344-18-005443	31-DEC-2017	M3Sixty Administration, LLC	None	N	SEC	Not applicable		1032	5817	5817	4843	5817	0			Yes			14152	42	7
0001736356-18-000004	31-DEC-2017	Starion Bond Services /TA/	None	N	FDIC	Not applicable		0	3386	3386	0	0	0			Yes			0	0	0
0001736356-18-000003	31-DEC-2017	Starion Bond Services /TA/	None	N	FDIC	Not applicable		0	3386	3386	0	0	0			Yes			0	0	0
0001511164-18-000212	31-DEC-2017	ISLAND CAPITAL MANAGEMENT LLC	None	Y	SEC	No, failed to file amendment(s)	Island filed an amended TA-1 on 4/3/2018 to reflect an AWC executed by Spartan Securities on 1/9/2018. The delay in filing was inadvertent and the result of a calendaring year.	4002	184958	184958	0	0	0			Yes			0	0	0
0001573302-18-000003	31-DEC-2017	TSX TRUST Co	None	Y	SEC	Yes, filed amendment(s)		36366	130242	130242	569	6026	0			Yes			0	0	544
0001568437-18-000004	31-DEC-2017	ESHARES INC	None	N	SEC	Yes, filed amendment(s)		2602	328963	328963	0	0	0			Not Applicable			0	0	0
0001145888-18-000002	31-DEC-2017	FIRST NORTHERN COMMUNITY BANCORP /TA	None	N	BGFRS	Not applicable		122	1329	1329	0	0	0			Not Applicable			0	0	2
