ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001559963-17-000013	corporationPartnership	7	Dinesh Umeshchandra Deo	15-FEB-2007	Director	NA	true		
0001559963-17-000013	corporationPartnership	16	Shailendra Pandey	09-JUN-2017	Compliance Officer-US MutualFundTA	NA			
0001559963-17-000013	corporationPartnership	1	MBC Investments Corporation	22-JUL-2004	Shareholder	E	true		19-DEC-2016
0001559963-17-000013	corporationPartnership	2	BNY Mellon APAC Services Holdings f/k/a iNautix Technologies Mauritius	19-DEC-2016	Shareholder entity	E	true		
0001559963-17-000013	corporationPartnership	3	BNY Foreign Holdings, Inc.	19-DEC-2016	Shareholder entity	NA			
0001559963-17-000013	corporationPartnership	5	The Bank of New York Mellon	19-DEC-2016	Parent entity	E	true		
0001559963-17-000013	corporationPartnership	6	The Bank of New York Mellon Corporation	09-JAN-2008	Ultimate parent entity	E	true		
0001559963-17-000013	corporationPartnership	4	BNY International Financing Corporation	19-DEC-2016	Owner of Shareholder entities	E	true		
0001559963-17-000013	corporationPartnership	15	Sudish Panicker	27-JUN-2016	Director	NA	true		
0001559963-17-000013	corporationPartnership	14	Christopher T Amico	27-AUG-2015	Officer - US Bank TA	NA	true		
0001559963-17-000013	corporationPartnership	13	Anthony Maggio	27-AUG-2015	Compliance Officer - US Bank TA	NA			
0001559963-17-000013	corporationPartnership	12	Bradley A. Stearns	12-MAR-2013	Compliance Officer - US TA	NA			12-MAY-2017
0001559963-17-000013	corporationPartnership	11	Stephen F. Conlin	12-MAR-2013	Vice President - US TA	NA	true		
0001559963-17-000013	corporationPartnership	10	Michael DeNofrio	12-MAR-2013	Vice President - US TA	NA	true		
0001559963-17-000013	corporationPartnership	9	Kathleen Jean Geis	31-MAY-2005	Director	NA	true		
0001559963-17-000013	corporationPartnership	8	Peter T Johnston	12-AUG-2014	Director	NA	true		
0000849542-17-000008	corporationPartnership	10	Stephen P. Farlese	11-OCT-2013	Board Director	NA	true		
0000849542-17-000008	corporationPartnership	1	Michael DeNofrio	01-DEC-1999	Board Director, Managing Director	NA	true		
0000849542-17-000008	corporationPartnership	12	Calvin G. Holmquist	01-JUN-2014	President & Board Chairman	NA	true		
0000849542-17-000008	corporationPartnership	13	Daniel G. Kramer	21-APR-2015	Board Director	NA	true		
0000849542-17-000008	corporationPartnership	14	Ann Fogarty	21-APR-2015	Board Director	NA	true		
0000849542-17-000008	corporationPartnership	15	Gerald J. DiStefano Jr.	12-MAY-2017	Compliance Officer	NA			
0000849542-17-000008	corporationPartnership	9	Joseph G. Bawiec	31-MAR-2009	Managing Director & CFO	NA	true		
0000849542-17-000008	corporationPartnership	8	The Bank of New York Mellon Corporation	01-JUL-2010	Ultimate parent entity	E	true		
0000849542-17-000008	corporationPartnership	7	The Bank of New York Mellon	01-JUL-2010	Owner of parent entity	E	true		
0000849542-17-000008	corporationPartnership	6	BNY Mellon US Services Holdings LLC f/k/a BNYM GIS Funding	01-JUL-2010	Parent entity	E	true		
0000849542-17-000008	corporationPartnership	5	BNYM GIS (UK) Funding II LLC	01-JUL-2010	Owner of parent entity	E	true		15-FEB-2017
0000849542-17-000008	corporationPartnership	4	BNYM GIS Funding III LLC	01-JUL-2010	Direct parent entity	E	true		16-FEB-2017
0000849542-17-000008	corporationPartnership	3	Bradley Alan Stearns	01-DEC-1999	Compliance Officer	NA			12-MAY-2017
0000849542-17-000008	corporationPartnership	2	Stephen F. Conlin	01-DEC-1999	Managing Director	NA	true		
0000849542-17-000008	corporationPartnership	11	Robert F. Mathisen, Jr.	16-JUN-2011	Board Director	NA	true		
0001387131-17-003492	corporationPartnership	1	Linda Dewlaney	01-JUN-2017	President	NA	true		
0000275143-17-000015	corporationPartnership	3	West Side Investment Management, Inc.	30-MAR-2017	Co-shareholder	E	true		
0000275143-17-000015	corporationPartnership	4	Stephen Clifford Hooley	01-JAN-2004	Director	NA			27-MAR-2017
0000275143-17-000015	corporationPartnership	5	Terrence Lester Metzger	01-JAN-2004	President	NA	true		
0000275143-17-000015	corporationPartnership	6	Thomas Austin McCullough	01-JUN-1987	Director	NA			27-MAR-2017
0000275143-17-000015	corporationPartnership	7	Jay Alan Shuman	01-APR-2001	Treasurer and Chief Financial Officer	NA			01-MAY-2017
0000275143-17-000015	corporationPartnership	8	Sharon Leigh James	01-JUL-2001	Chief Legal Officer / Secretary	NA			01-MAY-2017
0000275143-17-000015	corporationPartnership	9	Robert Kaplan	14-JAN-2009	Director	NA			30-MAR-2017
0000275143-17-000015	corporationPartnership	10	Alison Ann Quirk	01-JUL-2009	Director	NA			30-MAR-2017
0000275143-17-000015	corporationPartnership	11	Edmond Joseph Burke	26-MAR-2013	Director	NA	true		
0000275143-17-000015	corporationPartnership	12	Craig Barnes Hollis	28-FEB-2014	Chief Compliance Officer	NA			
0000275143-17-000015	corporationPartnership	13	Tracy Wayne Shelby	10-JUL-2015	Chief Relationship Officer	NA			01-MAY-2017
0000275143-17-000015	corporationPartnership	14	Patricia Louise Crockan	10-JUL-2015	Chief Operations Officer	NA			
0000275143-17-000015	corporationPartnership	15	Andrew Erickson	01-JUN-2016	Director	NA			30-MAR-2017
0000275143-17-000015	corporationPartnership	16	Vercie Leeroy Lark	30-MAR-2017	Director and Chairman	NA	true		
0000275143-17-000015	corporationPartnership	17	Gregg William Givens	30-MAR-2017	Director and Treasurer	NA	true		
0000275143-17-000015	corporationPartnership	18	Randall Dewey Young	01-MAY-2017	Chief Legal Officer and Secretary	NA			
0000275143-17-000015	corporationPartnership	19	Timothy William Bahr	30-MAR-2017	Director	NA	true		
0000275143-17-000015	corporationPartnership	20	Douglas Wayne Fleming	27-MAR-2017	Director	NA	true		
0000275143-17-000015	corporationPartnership	21	Jane Kirkland	27-MAR-2017	Director	NA			30-MAR-2017
0000275143-17-000015	corporationPartnership	1	State Street Corporation	05-SEP-1973	Co-shareholder	NA			30-MAR-2017
0000275143-17-000015	corporationPartnership	2	DST Systems, Inc.	05-SEP-1973	Co-shareholder	B	true		
0000735286-17-000010	corporationPartnership	1	Rajiv L. Gupta	31-DEC-2001	Director	NA	true		
0000735286-17-000010	corporationPartnership	23	John James	01-JAN-2017	Managing Director	NA	true		
0000735286-17-000010	corporationPartnership	3	JoAnn Heffernan Heisen	30-JUL-1998	Director	NA	true		
0000735286-17-000010	corporationPartnership	4	Andre F. Perold	31-DEC-2004	Director	NA	true		
0000735286-17-000010	corporationPartnership	5	Emerson U. Fullwood	01-JAN-2008	Director	NA	true		
0000735286-17-000010	corporationPartnership	6	F. Joseph Loughrey	01-OCT-2009	Director	NA	true		
0000735286-17-000010	corporationPartnership	7	Michael Rollings	06-JUN-2006	Managing Director	NA	true		
0000735286-17-000010	corporationPartnership	8	Mark Loughridge	22-MAR-2012	Director	NA	true		
0000735286-17-000010	corporationPartnership	9	Scott C. Malpass	22-MAR-2012	Director	NA	true		
0000735286-17-000010	corporationPartnership	10	Peter F. Volanakis	01-DEC-2008	Director	NA	true		
0000735286-17-000010	corporationPartnership	11	Mortimer J. Buckley	31-JAN-2003	Managing Director	NA	true		
0000735286-17-000010	corporationPartnership	12	F. William McNabb, III	31-AUG-2008	Chief Executive Officer, Board Chairman	NA	true		
0000735286-17-000010	corporationPartnership	13	Glenn W. Reed	21-MAY-2008	Managing Director	NA	true		
0000735286-17-000010	corporationPartnership	14	James M. Norris	26-MAR-2009	Managing Director	NA	true		
0000735286-17-000010	corporationPartnership	15	Martha G. King	07-JAN-2012	Managing Director	NA	true		
0000735286-17-000010	corporationPartnership	16	Chris D. McIssac	07-JAN-2012	Managing Director	NA	true		
0000735286-17-000010	corporationPartnership	17	John T. Marcante	21-MAR-2013	Managing Director	NA	true		
0000735286-17-000010	corporationPartnership	18	Anne E. Robinson	22-SEP-2016	General Counsel	NA	true		
0000735286-17-000010	corporationPartnership	19	Natalie Bej	14-APR-2004	Chief Compliance Officer	NA	true		01-JUN-2017
0000735286-17-000010	corporationPartnership	20	Brian Dvorak	01-JUN-2017	Chief Compliance Officer	NA	true		
0000735286-17-000010	corporationPartnership	21	Karin A. Risi	28-MAY-2015	Managing Director	NA	true		
0000735286-17-000010	corporationPartnership	22	Thomas M. Rampulla	28-MAY-2015	Managing Director	NA	true		
0000735286-17-000010	corporationPartnership	2	Amy Gutmann	30-JUN-2006	Director	NA	true		
0001380486-17-000007	corporationPartnership	1	Yates, William Thomas	04-APR-2006	Treasuer	NA	true		
0001380486-17-000007	corporationPartnership	2	TD Ameritrade Online Holding Corp	01-APR-2006	owner	E			
0001380486-17-000007	corporationPartnership	3	Campanella, Janice	27-AUG-2007	Secretary	NA	true		
0001380486-17-000007	corporationPartnership	4	Kimm, David	01-JAN-2010	Chief Risk Officer	NA	true		
0001380486-17-000007	corporationPartnership	5	RICKETTS, JUDITH K	31-JAN-2015	President, Director	NA	true		
0001380486-17-000007	corporationPartnership	6	Boyle, Stephen J	01-OCT-2015	Chief Financial Officer/FINOP/Director	NA	true		
0001380486-17-000007	corporationPartnership	7	Walter M March	01-APR-2016	MD, CCO - TDAC and Technology	NA	true		
0001140361-17-025566	corporationPartnership	9	Michael S. Harris	17-JUL-2000	President	NA	true		
0001140361-17-025566	corporationPartnership	8	Geoffrey William Andrews	06-APR-1997	Chief Executive Officer	NA	true		
0001140361-17-025566	corporationPartnership	11	Kevin Martin Heerdt	18-MAR-2003	CIO and Director of Research	NA			12-MAR-2010
0001140361-17-025566	corporationPartnership	12	Thomas P. Lloyd	19-SEP-2005	General Counsel	NA	true		
0001140361-17-025566	corporationPartnership	13	Gregory T. Donovan	26-OCT-2006	Chief Financial Officer	NA	true		
0001140361-17-025566	corporationPartnership	14	Tracy Wills-Zapata	01-FEB-2006	VP/Managing Dir. - Business Development	NA			30-OCT-2014
0001140361-17-025566	corporationPartnership	15	Xiaohua Hu	04-APR-1994	Chief Research Officer	NA	true		
0001140361-17-025566	corporationPartnership	16	Robert W. McBride	19-JAN-2004	Director of Research Technology	NA	true		
0001140361-17-025566	corporationPartnership	17	Stephen C. Roussin	14-JUN-2011	President/CEO	NA			31-OCT-2012
0001140361-17-025566	corporationPartnership	18	Steven Schneider	02-APR-2012	Chief Administrative Officer	NA			17-JAN-2013
0001140361-17-025566	corporationPartnership	23	Campbell & Company, LLC	01-JAN-2015	General Partner	NA	true		
0001140361-17-025566	corporationPartnership	19	Darvin W. Sterner	24-MAR-1999	Director of Private Wealth Distribution	NA	true		
0001140361-17-025566	corporationPartnership	20	John R. Radle	20-JUN-2005	Global Head of Trading	NA	true		
0001140361-17-025566	corporationPartnership	21	Richard M. Johnson	27-FEB-2015	Global Head of Institutional Sales	NA			30-APR-2016
0001140361-17-025566	corporationPartnership	22	Heidi L. Kaiser	01-MAY-2006	Chief Compliance Officer	NA	true		
0001140361-17-025566	corporationPartnership	24	EC LLC	01-JAN-2015	Limited Partner	D	true		
0001140361-17-025566	corporationPartnership	25	KC Holding, Inc.	01-JAN-2015	Limited Partner	C	true		
0001140361-17-025566	corporationPartnership	26	Kevin D. Cole	22-MAR-2017	Deputy Chief Research Officer	NA	true		
0001140361-17-025566	corporationPartnership	27	Joseph Kelly	22-MAR-2017	Managing Director, Global Head of Client	NA	true		
0001140361-17-025566	corporationPartnership	28	Adam T. Tremper	22-MAR-2017	Director of Marketing & Investor Relatio	NA	true		
0001140361-17-025566	corporationPartnership	29	Sarah E. Sheckells	22-MAR-2017	Director of Human Resources	NA			16-JUN-2017
0001140361-17-025566	corporationPartnership	30	Brian O. Nabet	22-MAR-2017	Director of Technology & Information Sec	NA	true		
0001140361-17-025566	corporationPartnership	10	Michael J Hebrank	19-APR-2004	Chief Technology Officer	NA			11-MAY-2010
