ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0001144204-15-073443	1	principalOfficeAddress	405 Park Avenue Concourse Level New York NY 10022
0001144204-15-073443	1	otherBusinessLocation	695 Town Center Drive Suite 600 Costa Mesa CA 92626
0001213900-15-009798	1	principalOfficeAddress	2300 West Sahara Avenue Suite 803 Las Vegas NV 89102
0001213900-15-009798	1	otherBusinessLocation	FundAmerica 800 Third Avenue, 22nd Floor New York NY 10022
0001035449-15-000010	1	principalOfficeAddress	2960 North Meridian Street Suite 300 Indianapolis IN 46208
0001169743-15-000026	1	otherBusinessLocation	223 Wilmington West Chester Pike  Chadds Ford PA 19317
0001169743-15-000026	1	principalOfficeAddress	2225 Washington Boulevard Suite 300 Ogden UT 84401
0001354488-15-005661	1	principalOfficeAddress	500 Perimeter Park Drive Suite D Morrisville NC 27560
0001354488-15-005657	1	principalOfficeAddress	340 E WARM SPRINGS RD SUITE 11B  LAS VEGAS NV 89119
0000842657-15-000028	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0001007444-15-000027	2	mailingAddress	75 State Street, 22nd Floor  Boston MA 02109
0001007444-15-000027	1	principalOfficeAddress	4707 Executive Drive  San Diego CA 92121-3091
0001073944-15-000010	1	principalOfficeAddress	235 W. Galena Street  Milwaukee WI 53212
0000950123-15-012585	1	principalOfficeAddress	3435 Stelzer Rd.  Columbus OH 43219
0001018490-15-000027	1	principalOfficeAddress	5022 Gate Parkway, Suite 200  Jacksonville FL 32256-7088
0001073944-15-000008	1	principalOfficeAddress	2225 Washington Boulevard Suite 300 Ogden UT 84401
0001073944-15-000008	1	otherBusinessLocation	223 Wilmington West Chester Pike  Chadds Ford PA 19317
0000849542-15-000015	1	principalOfficeAddress	4400 Computer Drive  Westborough MA 01581
0000849542-15-000015	2	otherBusinessLocation	400 Bellevue Parkway  Wilmington DE 19809
0000849542-15-000015	1	otherBusinessLocation	760 Moore Road  King of Prussia PA 19406
0001458682-15-000005	1	principalOfficeAddress	16540 Pointe Village Dr, Ste 210  Lutz FL 33558
0000276398-15-000005	1	principalOfficeAddress	6803 South Tucson Way  Centennial CO 80112
0000276398-15-000005	1	otherBusinessLocation	12100 East Iliff Avenue Suite 300 Aurora CO 80014-1250
0000276398-15-000005	2	mailingAddress	P.O. Box 5143  Denver CO 80217-8143
0001285911-15-000028	1	principalOfficeAddress	144 Glenn Curtiss Boulevard  Uniondale NY 11556
0001285911-15-000028	2	mailingAddress	200 Park Avenue  New York NY 10166
0001007444-15-000025	1	principalOfficeAddress	4707 Executive Drive  San Diego CA 92121-3091
0001007444-15-000025	2	mailingAddress	75 State Street, 24th Floor  Boston MA 02109
0001432532-15-000006	1	principalOfficeAddress	Andersia Tower Plac Andersia 3, 14th Floor Poznan R9 61-894
0001432532-15-000006	2	mailingAddress	c/o Franklin Templeton Investor Services 3344 Quality Drive, attn: GRC-US Rancho Cordova CA 95670
0000275143-15-000013	2	otherBusinessLocation	2000 Bluffs Drive  Lawrence KS 66044
0000275143-15-000013	3	otherBusinessLocation	12 Water Street  Rockland ME 04841
0000275143-15-000013	1	principalOfficeAddress	2000 Crown Colony Drive  Quincy MA 02169
0000275143-15-000013	1	otherBusinessLocation	30 Dan Road  Canton MA 02021
0001146230-15-000027	1	otherBusinessLocation	2 North LaSalle Street  Chicago IL 60602
0001146230-15-000027	1	principalOfficeAddress	250 Royall Street  Canton MA 02021-1011
0001146230-15-000027	2	otherBusinessLocation	8742 Lucent Boulevard Suite 225 Highlands Ranch CO 80129
0001146230-15-000027	4	otherBusinessLocation	Newport Office Center VII 480 Washington Boulevard Jersey City NJ 07310
0001146230-15-000027	5	otherBusinessLocation	211 Quality Circle Suite 210 College Station TX 77845
0001146230-15-000027	6	otherBusinessLocation	462 South Fourth Street  Louisville KY 40202
0001146230-15-000027	3	otherBusinessLocation	144 Fernwood Avenue  Edison NJ 08837
0001308973-15-000004	1	principalOfficeAddress	1801 California Street, Suite 5200  Denver CO 80202
0001285911-15-000026	2	mailingAddress	200 Park Avenue  New York NY 10166
0001285911-15-000026	1	principalOfficeAddress	144 Glenn Curtiss Boulevard  Uniondale NY 11556
0000027048-15-000005	2	mailingAddress	Attn: Legal Department 333 W 11th Street 5th Floor Kansas City MO 64105
0000027048-15-000005	3	otherBusinessLocation	816 Broadway  Kansas City MO 64105
0000027048-15-000005	4	otherBusinessLocation	333 W 11th Street  Kansas City MO 64105
0000027048-15-000005	5	otherBusinessLocation	430 W 7th Street  Kansas City MO 64105
0000027048-15-000005	1	principalOfficeAddress	210 W 10th Street  Kansas City MO 64105
0000027048-15-000005	1	otherBusinessLocation	7201 E 64th Ct  Kansas City MO 64133
0000027048-15-000005	2	otherBusinessLocation	330 W 9th Street  kansas City MO 64105
0001452780-15-000006	1	otherBusinessLocation	1st Floor, Block A, Q City Nanakramguda, Gachibowli Hyderabad K7 500032
0001452780-15-000006	1	principalOfficeAddress	5th Floor, Block B, Q City Nanakramguda, Gachibowli Hyderabad K7 500032
0001452780-15-000006	2	otherBusinessLocation	Suite 201, Building 7, Commerzone Samrat Ashok Path Road, Yerawada Pune K7 411006
0001288763-15-000008	4	otherBusinessLocation	510 Burrard Street 2nd Floor Vancouver A1 V6C 3B9
0001288763-15-000008	3	otherBusinessLocation	530-8th Avenue S.W. Suite 600 Calgary A0 T2P 3S8
0001288763-15-000008	2	otherBusinessLocation	1500 Robert-Bourassa Boulevard 7th Floor Montreal A8 H3A 3S8
0001288763-15-000008	1	principalOfficeAddress	100 University Avenue 8th floor Toronto A6 M5J 2Y1
0001288763-15-000008	1	otherBusinessLocation	1969 Upper Water Street Purdy's Wharf, Tower II Suite 2008 Halifax A5 B3J 3R7
0001288777-15-000009	3	otherBusinessLocation	530-8th Avenue S.W. Suite 600 Calgary A0 T2P 3S8
0001288777-15-000009	4	otherBusinessLocation	510 Burrard Street 2nd Floor Vancouver A1 V6C 3B9
0001288777-15-000009	2	otherBusinessLocation	1500 Robert-Bourassa Boulevard 7th Floor Montreal A8 H3A 3S8
0001288777-15-000009	1	principalOfficeAddress	100 University Ave 8th floor Toronto A6 M5J 2Y1
0001288777-15-000009	1	otherBusinessLocation	1969 Upper Water Street Purdy's Wharf, Tower II Suite 2008 Halifax A5 B3J 3R7
0000710386-15-000006	1	principalOfficeAddress	1911 Ryan Park Ave  Sandy UT 84092
0001018490-15-000025	1	principalOfficeAddress	5022 Gate Parkway, Suite 200  Jacksonville FL 32256-7088
0001559963-15-000004	1	principalOfficeAddress	Tower S-3, Cybercity, Magarpatta City Hadapsar Pune K7 411013
0001559963-15-000004	1	otherBusinessLocation	SEZ Unit, Block 3, Mount-Poonamallee Rd DLF IT Park Nandambakam Post, Ramapuram Chennai K7 600089
0000849542-15-000013	1	otherBusinessLocation	760 Moore Road  King of Prussia PA 19406
0000849542-15-000013	1	principalOfficeAddress	4400 Computer Drive  Westborough MA 01581
0000849542-15-000013	2	otherBusinessLocation	400 Bellevue Parkway  Wilmington DE 19809
0001018490-15-000023	1	principalOfficeAddress	5022 Gate Parkway, Suite 200  Jacksonville FL 32256-7088
0000721748-15-000790	1	principalOfficeAddress	6725 Via Austi Parkway Suite 300 Las Vegas NV 89119
0001146230-15-000025	2	otherBusinessLocation	8742 Lucent Boulevard Suite 225 Highlands Ranch CO 80129
0001146230-15-000025	6	otherBusinessLocation	462 South Fourth Street  Louisville KY 40202
0001146230-15-000025	5	otherBusinessLocation	211 Quality Circle Suite 210 College Station TX 77845
0001146230-15-000025	4	otherBusinessLocation	Newport Office Center VII 480 Washington Boulevard Jersey City NJ 07310
0001146230-15-000025	3	otherBusinessLocation	144 Fernwood Avenue  Edison NJ 08837
0001146230-15-000025	1	principalOfficeAddress	250 Royall Street  Canton MA 02021-1011
0001146230-15-000025	1	otherBusinessLocation	2 North LaSalle Street  Chicago IL 60602
0001451316-15-000008	2	mailingAddress	c/o Franklin Templeton Investor Services 3344 Quality Drive, attn: GRC-US Rancho Cordova CA 95670
0001451316-15-000008	1	principalOfficeAddress	Mainzer Landstrasse 16  Frankfurt am Main 2M D-60325
0000842657-15-000025	2	mailingAddress	114 West 11th Street  Kansas City MO 64105
0000842657-15-000025	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0000826613-15-000004	1	principalOfficeAddress	701 E. Cary Street, 6th Floor  Richmond VA 23219
0000842657-15-000023	2	mailingAddress	114 West 11th Street  Kansas City MO 64105
0000842657-15-000023	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0000883757-15-000007	2	otherBusinessLocation	650 West Georgia Street Suite 2700 Vancouver A1 V6B 4N9
