ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001734983-18-000001	otherControlManagement	2	Chris Parrott	CFO and Company Officer
0001734983-18-000001	otherControlManagement	1	John Crossman	CEO
0001568437-18-000001	otherControlFinance	1	K9 Ventures, Union Square Ventures, Spark Capital, Menlo Ventures, Social Capital	Principal Venture Investors
0000746972-18-000002	otherControlManagement	1	Bonnie O. Houston	President of OTR, Inc.
0001007444-18-000003	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001114874-18-000001	otherControlFinance	1	DSI Financial, Inc.	The officers and directors of DSI Financial are as follows: Richard P. Conway, President (0%), Conway Family Trust (96.8%) and Joseph W. Stok, Secretary (3.2%).
0001114874-18-000001	otherControlManagement	1	DSI Financial, Inc.	The officers and directors of DSI Financial are as follows: Richard P. Conway, President (0%), Conway Family Trust (96.8%), and Joseph W. Stok, Secretary (3.2%).
0001018490-18-000004	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001018490-18-000004	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001049169-18-000068	otherControlManagement	1	ALPS Holdings Inc., a DST Systems, Inc. company	ALPS Fund Services, Inc. is a wholly owned subsidiary of ALPS Holdings, Inc., a DST Systems, Inc. company.
0001557183-18-000004	otherControlManagement	2	AqGen Ascensus, Inc.	100% Shareholder
0001557183-18-000004	otherControlManagement	1	AqGen Island Intermediate Holdings III, Inc	100% Shareholder
0001493152-18-003428	otherControlFinance	1	Paradox Capital Partners, LLC	Loaned over $100,000; now owed $37,893
0001493152-18-003428	otherControlManagement	1	Paradox Capital Partners, LLC	Loaned over $100,000; now owed $37,893
0001372934-18-000004	otherControlManagement	2	Wesley Hall	Executive Chairman and Founder of Kingsdale Partners - Exercises control over the management and operations of Kingsdale Partners LP Relationship Start Date: 02/14/2014
0001372934-18-000004	otherControlManagement	5	Niall Cotter	Chief Financial Officer - Exercises control over the management and operations of Kingsdale Partners LP Relationship Start Date: 06/16/2014
0001372934-18-000004	otherControlManagement	6	Hooman Tabesh	Executive Vice President - Exercised control over the management and operations of Kingsdale Partners LP Relationship Start Date: 02/14/2014 Relationship End Date: 12/15/2017
0001372934-18-000004	otherControlManagement	8	Michael Sabatino	Vice President and Treasurer - Exercised control over the Financial Transactions of Kingsdale Partners LP Relationship Start Date: 02/14/2014 Relationship End Date: 07/29/2015
0001372934-18-000004	otherControlManagement	7	Edward Kipperman	Vice President and Assistant Treasurer- Exercised control over the Financial Transactions of Kingsdale Partners LP Relationship Start Date: 02/14/2014 Relationship End Date: 01/11/2016
0001372934-18-000004	otherControlManagement	1	MDC Kingsdale GP Inc	General Partner of Kingsdale Partners LP
0001372934-18-000004	otherControlManagement	3	Amy Freedman	Chief Executive Officer - Exercises control over the management and operations of Kingsdale Partners LP Relationship Start Date: 02/14/2014
0001372934-18-000004	otherControlManagement	4	Grant Hughes	Chief Operating Officer - Exercises control over the management and operations of Kingsdale Partners LP Relationship Start Date: 02/14/2014
