ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0000275143-18-000008	9	otherBusinessLocation	430 W 7th St  Kansas City MO 64105
0000275143-18-000008	8	otherBusinessLocation	333 W 11th Street  Kansas City MO 64105
0000275143-18-000008	4	otherBusinessLocation	210 W 10th Street  Kansas City MO 64105
0000275143-18-000008	3	otherBusinessLocation	12 Water Street  Rockland ME 04841
0000275143-18-000008	5	otherBusinessLocation	7201 E 64th Court  Kansas City MO 64133
0000275143-18-000008	1	principalOfficeAddress	2000 Crown Colony Drive  Quincy MA 02169
0000275143-18-000008	1	otherBusinessLocation	30 Dan Road  Canton MA 02021
0000275143-18-000008	7	otherBusinessLocation	816 Broadway  Kansas City MO 64105
0000275143-18-000008	6	otherBusinessLocation	330 W 9th Street  Kansas City MO 64105
0000275143-18-000008	2	otherBusinessLocation	2000 Bluffs Drive  Lawrence KS 66044
0000740583-18-000132	1	principalOfficeAddress	One Security Benefit Place  Topeka KS 66636
0001734983-18-000001	1	principalOfficeAddress	335 Madison Avenue 4th Floor New York NY 10017
0001568437-18-000001	1	principalOfficeAddress	195 Page Mill Road #101  Palo Alto CA 94306
0001568437-18-000001	1	otherBusinessLocation	600 Harrison Street #120  San Francisco CA 94107
0001568437-18-000001	2	mailingAddress	600 Harrison Street #120  San Francisco CA 94107
0000862124-18-000003	7	otherBusinessLocation	100 Salem Street  Smithfield RI 02917
0000862124-18-000003	8	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0000862124-18-000003	9	otherBusinessLocation	100 Howe Drive  Covington KY 41015
0000862124-18-000003	10	otherBusinessLocation	2250 William D. Tate  Grapevine TX 76051
0000862124-18-000003	11	otherBusinessLocation	49 North 400 West  Salt Lake City UT 84101
0000862124-18-000003	12	otherBusinessLocation	Two Destiny Way  Westlake TX 76262
0000862124-18-000003	5	otherBusinessLocation	One Spartan Way  Merrimack NH 03054
0000862124-18-000003	14	otherBusinessLocation	5401 Watson Drive SE  Albuquerque NM 87106
0000862124-18-000003	6	otherBusinessLocation	Two Contra Way  Merrimack NH 03054
0000862124-18-000003	13	otherBusinessLocation	100 New Millennium Way  Durham NC 27709
0000862124-18-000003	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0000862124-18-000003	1	principalOfficeAddress	245 Summer Street  Boston MA 02210
0000862124-18-000003	2	mailingAddress	245 Summer Street Mail Zone Z2L Attention: Enterprise Cmpl Boston MA 02210
0000862124-18-000003	2	otherBusinessLocation	100 Magellan Drive  Covington KY 41015
0000862124-18-000003	3	otherBusinessLocation	200 Magellan Drive  Covington KY 41015
0000862124-18-000003	4	otherBusinessLocation	200 Seaport Boulevard  Boston MA 02210
0000746972-18-000002	1	principalOfficeAddress	1001 SW Fifth Avenue Suite 1230 Portland OR 97204
0000950123-18-003206	1	principalOfficeAddress	655 Broad Street Prudential Tower - 17th Floor Newark NJ 07102
0000950123-18-003206	1	otherBusinessLocation	Letterkenny Office Park, Windyhall Letterkenny Donnegal L2 00000
0001418054-18-000005	1	principalOfficeAddress	1301 Second Avenue, 18th Floor  Seattle WA 98101
0000276398-18-000011	2	mailingAddress	P.O.Box 5143  Denver CO 80217-8143
0000276398-18-000011	1	principalOfficeAddress	6803 South Tucson Way  Centennial CO 80112
0001734055-18-000002	1	principalOfficeAddress	475 Cleveland Ave North Suite 315 Saint Paul MN 55104
0001007444-18-000003	2	mailingAddress	75 STATE STREET, 22ND FLOOR  BOSTON MA 02109
0001007444-18-000003	1	principalOfficeAddress	4707 Executive Drive  San Diego CA 92121-3091
0001114874-18-000001	1	principalOfficeAddress	6700 E. Pacific Coast Hwy., #150  Long Beach CA 90803
0001018490-18-000004	1	principalOfficeAddress	5022 Gate Parkway Suite 200 Jacksonville FL 32256-7088
0000950123-18-003093	1	principalOfficeAddress	One State Farm Plaza, B-2  Bloomington IL 61710-0001
0001654954-18-002816	1	otherBusinessLocation	531 Cardens Court  Erie CO 80516
0001654954-18-002816	1	principalOfficeAddress	38B Sheep Pasture Road  Port Jefferson NY 11777
0001049169-18-000068	1	principalOfficeAddress	1290 Broadway, Suite 1100  Denver CO 80203
0000842657-18-000005	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0001557183-18-000004	3	otherBusinessLocation	9070 S Rita Road  Tucson AZ 85747
0001557183-18-000004	2	otherBusinessLocation	475 Kilvert Street Suite 300 Warwick RI 02886
0001557183-18-000004	1	principalOfficeAddress	95 Wells Avenue Ste 160 Newton MA 02459
0001557183-18-000004	1	otherBusinessLocation	920 Main Street Suite 900 Kansas City MO 64105
0001493152-18-003428	1	principalOfficeAddress	237 West 37th Street Suite 602 New York NY 10018
0000275143-18-000005	8	otherBusinessLocation	333 W 11th Street  Kansas City MO 64105
