ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000874230-18-000004	31-DEC-2017	PUBLIX SUPER MARKETS INC /TA	None	N	SEC	Not applicable		22396	123230	123230	0	0	0			Yes			0	0	235
0001451950-18-000001	31-DEC-2017	HICKORY POINT BANK & TRUST	None	N	OCC	Not applicable		1552	12781	12781	3830	1219	0			Yes			0	0	88
0001716848-18-000001	31-DEC-2017	MV INVESTOR SERVICES LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001202048-18-000004	31-DEC-2017	VALIC RETIREMENT SERVICES CO	None	N	SEC	Not applicable		1238	16724	16724	0	0	0			Yes			14659413	232426	11
0000838927-18-000001	31-DEC-2017	BANK OF AMERICA N.A.	Some	N	OCC	Not applicable		2	651	651	0	0	0			Yes			0	0	2
0001568437-18-000003	31-DEC-2016	ESHARES INC	None	N	SEC	Not applicable		1066	176073	176073	0	0	0			Not Applicable			0	0	0
0001010549-18-000096	31-DEC-2017	SECURITIES TRANSFER CORP /TA	None	N	SEC	Not applicable		2002	202443	735	0	479	0			Yes			0	0	0
0001669141-18-000002	31-DEC-2017	Capshare, Inc.	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001145697-18-000003	31-DEC-2017	FULTON BANK, NATIONAL ASSOCIATION	None	N	OCC	Not applicable		1058	17971	17971	6310	451	0			Yes			0	0	11
0001460584-18-000001	31-DEC-2017	Bangor Savings Bank /TA	None	N	FDIC	Not applicable		23	1	1	0	1				Yes					0
0000838966-18-000001	31-DEC-2017	HUNTINGTON NATIONAL BANK/OH/ /TA	None	Y	OCC	Not applicable		177	32900	32900	0	0	0			Yes			0	0	0
0001410578-18-000184	31-DEC-2017	HEWITT ASSOCIATES LLC /IL /TA	None	Y	SEC	No, failed to file amendment(s)	An amended Form TA-1, to provide updated information, will be filed in Edgar as soon as possible.	0	0	12568411	0	0				Not Applicable					0
0001718015-18-000001	31-DEC-2017	Odyssey Trust Co	Some	N	SEC	Not applicable		20	1195	1195	0	387	0			Yes			0	0	0
0000950123-18-003275	31-DEC-2017	Wells Fargo India Solutions Private Ltd	None	Y	OCC	Yes, filed amendment(s)		0	0	0	0	0	0			Not Applicable			0	0	0
0001520138-18-000047	31-DEC-2017	West Coast Stock Transfer Inc.	Some	Y	SEC	Yes, filed amendment(s)		1038	8776	8776	0	0	0			Yes			0	0	0
