ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0000817712-15-000013	corporationPartnership	2	Randall L. Boushek	05-DEC-2008	Director	NA	true		12-DEC-2014
0000817712-15-000013	corporationPartnership	6	Rebecca A. Paulzine	21-JUN-2010	General Counsel and Secretary	NA	true		22-AUG-2014
0000817712-15-000013	corporationPartnership	7	Thrivent Financial Holdings, Inc.	01-JAN-2002	Parent company	E	true		
0000817712-15-000013	corporationPartnership	8	Karen L. Larson	08-DEC-2010	Director	NA	true		08-JUN-2015
0000817712-15-000013	corporationPartnership	9	Kathleen M. Koelling	27-JUN-2011	Privacy & Anti-Money Laundering Officer	NA	true		
0000817712-15-000013	corporationPartnership	10	Michael W. Kremenak	05-JUN-2013	Assistant Secretary	NA	false		
0000817712-15-000013	corporationPartnership	11	Bruce J. Kornaus	16-JUN-2014	Director	NA	true		08-JUN-2015
0000817712-15-000013	corporationPartnership	12	Kathryn A. Stelter	16-JUN-2014	Director; VP & Chief Operations Officer	NA	true		
0000817712-15-000013	corporationPartnership	13	Carolyn A. Tuohy	01-NOV-2014	General Counsel and Secretary	NA	true		
0000817712-15-000013	corporationPartnership	14	Jody A. Rose	01-NOV-2014	Assistant Secretary	NA	false		
0000817712-15-000013	corporationPartnership	15	David S. Royal	12-DEC-2014	Director and President	NA	true		
0000817712-15-000013	corporationPartnership	16	Edward S. Dryden	20-MAR-2015	Chief Compliance Officer	NA	true		
0000817712-15-000013	corporationPartnership	17	Gerard V. Vaillancourt	01-JAN-2015	Chief Financial Officer	NA	true		
0000817712-15-000013	corporationPartnership	18	Jason D. Sterling	02-JUN-2015	Assistant Operations Officer	NA	true		
0000817712-15-000013	corporationPartnership	3	Jody L. Bancroft	31-MAR-2009	Director of Investment Field Operations	NA	true		01-OCT-2014
0000817712-15-000013	corporationPartnership	19	Shannon M. Delise	02-JUN-2015	Manager, Mutual Fund Operations	NA	true		
0000817712-15-000013	corporationPartnership	4	Kurt S. Tureson	01-JUN-2004	Treasurer	NA	true		01-JAN-2015
0000817712-15-000013	corporationPartnership	5	Cynthia J. Nigbur	01-OCT-2002	Assistant Secretary	NA	false		
0000817712-15-000013	corporationPartnership	1	Russell W. Swansen	05-DEC-2008	Director	NA	true		
0001007444-15-000013	soleProprietorship	21	Christopher F. Feeney	28-JAN-2008	Managing Director			Chief Information Officer	31-DEC-2012
0001007444-15-000013	soleProprietorship	22	Kathy VanNoy-Pineda	21-MAY-2009	EVP			Chief Compliance Officer, Brokerage	01-JAN-2014
0001007444-15-000013	soleProprietorship	23	John J. McDermott Jr.	27-JUL-2009	Managing Director			Chief Risk Officer	13-SEP-2013
0001007444-15-000013	soleProprietorship	24	Abdiel Alan Valenzuela	21-MAY-2009	VP - Advisory			Chief Compliance Officer, Advisory	01-MAY-2011
0001007444-15-000013	soleProprietorship	25	Derek Bruton	01-MAR-2010	Managing Director			National Sales	04-APR-2014
0001007444-15-000013	soleProprietorship	26	Becky Shulman	06-JUN-2011	Managing Director			Deputy CFO	21-NOV-2011
0001007444-15-000013	soleProprietorship	27	Mary Frances Schott	01-JUN-2014	Managing Director			Client Experience and Training	
0001007444-15-000013	soleProprietorship	28	Ryan Christopher Parker	01-JUN-2014	Managing Director			Investment and Planning Solutions	
0001007444-15-000013	soleProprietorship	29	Thomas Dominic Lux	16-MAR-2015	Executive Vice President			Chief Financial Officer	
0001007444-15-000013	soleProprietorship	20	Jonathan Eaton	01-JAN-2008	Managing Director			Retirement Planning	30-JUN-2012
0001007444-15-000013	soleProprietorship	19	Denise Abood	01-JAN-2008	Managing Director			Human Capital	30-JUN-2012
0001007444-15-000013	soleProprietorship	18	William Edward Dwyer III	01-JAN-2004	Managing Director			National Sales	01-MAR-2013
0001007444-15-000013	soleProprietorship	17	Esther Marion Stearns	01-MAR-2007	Chief Operating Officer			President	01-MAY-2012
0001007444-15-000013	soleProprietorship	15	William P. Morrissey, Jr.	01-APR-2014	Managing Director and President			Independent Advisor Services	
0001007444-15-000013	soleProprietorship	14	Mark Stephen Casady	01-DEC-2005	Chairman of the Board and CEO			Chief Executive Officer	
0001007444-15-000013	soleProprietorship	13	Victor Peter Fetter, III	01-DEC-2012	Managing Director			Chief Information Officer	
