ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0000751448-07-000005	SEC	Charles Schwab & Co., Inc.	N/A	411233	N	415-636-7000	N	N	N	N	Not Applicable		N	N	N	N	N	N	N	Y	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	N	Y	N
0001255745-07-000002	SEC	Island Capital Management, LLC dba Island Stock Transfer		278408	N	727-289-0010	N	N	N	N	Other	LLC	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000911282-07-000004	SEC	Phoenix Transfer, Inc.		462689	N	415-485-4500	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000889231-07-000016	SEC	Reich & Tang Services, Inc.		032847	N	212-830-5200	N	N	N	N	Corporation		N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N	N
0000939057-07-000111	SEC	Security Federal Corp.		410613	Y	(803) 641-3000	N	Y	N	N	Not Applicable		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001179706-07-000056	SEC	EDS Administrative Services LLC		308213	N	9726056000	N	N	N	N	Other	LLC	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N
0000823576-07-000008	SEC	WB Capital Management Inc.		725176	N	515-244-5426	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000735046-07-000005	SEC	Southwest Gas Corporation		403329	Y	(702) 876-7280	N	Y	N	N	Not Applicable		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001169232-07-001634	SEC	RiverSource Service Corporation		754721	N	(612) 671-6915	Y	Y	Y	N	Corporation		N	N	N	N	N	N	Y	Y	N	N	Y	Y	N	Y	Y	N	Y	Y	N	N	N	Y	N	N
0001273515-07-000074	SEC	Pennsylvania Avenue Advisers LLC		272211	N	(202) 364-8395	N	N	Y	N	Other	Limited Liability Company	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001144204-07-015900	SEC	Retirement Plan Service Company of America		472498	Y	(412) 288-8170	N	N	N	N	Corporation		N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000049824-07-000003	SEC	Illinois Stock Transfer Company		401331	N	312-427-2953	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001104659-07-024728	SEC	LM Fund Services, Inc.		050229	N	410-454-2900	N	Y	N	Y	Not Applicable																									
0000733598-07-000009	SEC	AllianceBernstein Investor Services, Inc.		407254	Y	201-319-4900	N	Y	N	N	Not Applicable																									
0000869154-07-000002	SEC	AdminiSystems, Inc.		276717	Y	402-323-1846	N	Y	N	N	Not Applicable																									
0001083545-07-000004	SEC	Bullfinch Fund, Inc.		502708	N	(585) 624-3150	N	N	N	N	Not Applicable																									
0001169743-07-000006	SEC	J. D. Clark & Co.		266437	N	801-737-4000	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000896852-07-000009	SEC	AIM Investment Services, Inc.		453936	Y	713-626-1919	Y	Y	Y	N	Not Applicable																									
0000731191-07-000007	SEC	Securities Transfer, Inc.		936732	N	1-800-354-8414	N	Y	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000008345-07-000005	SEC	ATLAS STOCK TRANSFER CORPORATION		400119	N	801-266-7151	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000799182-07-000004	SEC	Sara Lee Corporation/TA		404707	N	(630) 598-6000	N	Y	Y	N	Not Applicable		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001144204-07-017198	SEC	Ameritor Financial Corporation		954636	N	202-625-6000	N	Y	N	N	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001049169-07-000007	SEC	ALPS Fund Services, Inc.		332981	N	303-623-2577	N	N	N	N	Corporation		Y	N	N	N	N	N	N	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	N	N
0001139578-07-000003	SEC	Harbor Services Group, Inc.		082644	N	(419) 249-2900	N	Y	N	N	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N
0001104659-07-026506	SEC	OfficeMax Incorporated		402271	Y	208-384-7590	N	Y	Y	N	Not Applicable																									
0000868275-07-000004	SEC	Saturna Capital Corporation		432922	N	360.734.9900	N	Y	N	N	Corporation		N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000826074-07-000004	SEC	Unico American Corporation		402909	N	818 591 9800	N	Y	N	N	Not Applicable																									
0001031296-07-000087	SEC	FirstEnergy Securities Transfer Company		742866	N	330-384-5508	N	Y	Y	N	Not Applicable																									
0000944496-07-000005	SEC	MELLON INVESTOR SERVICES LLC		956664	N	201-680-4000	Y	N	N	Y	Other	Limited Liability Company	Y	Y	N	N	Y	N	Y	Y	N	Y	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N
0001264640-07-000003	SEC	JCM Partners, LLC		068270	Y	925-676-1966	N	Y	N	N	Not Applicable																									
0001128355-07-000002	SEC	CH2M HILL Companies, Ltd.		059337	N	303-771-0900	N	Y	N	N	Not Applicable		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001144204-07-028197	SEC	Johnson Financial, Inc.		759985	N	513-661-3100	N	Y	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001140361-07-010678	SEC	Sierra Pacific Resources		077586	Y	(775) 834-3610	N	Y	Y	N	Not Applicable																									
0000721748-07-000005	SEC	Pacific Stock Transfer Company		406868	N	(702)361-3033	N	N	Y	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N
0001169232-07-002465	SEC	X-Clearing Corporation		099952	N	303-573-1000	N	N	N	N	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N
0001096107-07-000006	SEC	Hickory Point Bank & Trust, fsb		299123	Y	217-875-3131	N	N	N	N	Corporation		N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001128776-07-000003	SEC	Hartford Investor Services Company, LLC		062562	N	860-843-5755	N	Y	Y	N	Not Applicable																									
0001104659-07-027949	SEC	Hallmark Investment Series Trust		296418	N	1 800 637 1700	N	Y	N	N	Other	Trust	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001104659-07-027950	SEC	Hallmark Equity Series Trust		466805	N	1 800 637 1700	N	Y	N	N	Other	Trust	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000735190-07-000004	SEC	THE MONARCH CEMENT COMPANY		405415	Y	620-473-2222	N	Y	N	N	Not Applicable																									
0000943440-07-000190	SEC	AHM Business Solutions, Inc.		328641	N	305-975-7980	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000769810-07-000004	SEC	SEI Investments Management Corporation		333153	N	800-858-7233	N	N	Y	N	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000024179-07-000002	SEC	Continental Stock Transfer & Trust Company		400218	N	(212) 845 3270	N	N	N	Y	Corporation		N	N	Y	N	N	N	Y	Y	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N
0000735180-07-000007	SEC	ALLETE, Inc.		333088	N	1-800-535-3056	N	Y	Y	N	Not Applicable																									
