ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0000862124-07-000007	13	otherBusinessLocation	201 South Main Street Suite 200 Salt Lake City UT 84111
0000862124-07-000007	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0000862124-07-000007	12	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0000862124-07-000007	11	otherBusinessLocation	500 Salem Street  Smithfield RI 02917
0000862124-07-000007	10	otherBusinessLocation	100 Salem Street  Smithfield RI 02917
0000862124-07-000007	9	otherBusinessLocation	Two Contra Way  Merrimack NH 03054
0000862124-07-000007	8	otherBusinessLocation	One Spartan Way  Merrimack NH 03054
0000862124-07-000007	7	otherBusinessLocation	400 Puritan Way  Marlborough MA 01752
0000862124-07-000007	6	otherBusinessLocation	397 Williams Street  Marlborough MA 01752
0000862124-07-000007	5	otherBusinessLocation	200 Seaport Boulevard  Boston MA 02210
0000862124-07-000007	4	otherBusinessLocation	Lucas Administrative Center Room 110 Nunn Drive Highland Heights KY 41099
0000862124-07-000007	3	otherBusinessLocation	200 Magellan Drive  Covington KY 41015-4399
0000862124-07-000007	2	otherBusinessLocation	100 Magellan Drive  Covington KY 41015-4399
0000862124-07-000007	2	mailingAddress	82 Devonshire Street G5B - Attn: Enterprise Compliance Boston MA 02109-3614
0000862124-07-000007	1	principalOfficeAddress	300 Puritan Way  Marlborough MA 07152
0000088525-07-000320	1	principalOfficeAddress	One Security Benefit Place  Topeka KS 66636-0001
0000823579-07-000026	1	principalOfficeAddress	66 Exchange Place  Salt Lake City UT 84111
0001144204-07-033754	1	principalOfficeAddress	335 Madison Ave. 11th Floor New York NY 10017
0000746972-07-000002	1	principalOfficeAddress	1000 SW Broadway Suite 920 Portland OR 97205
0000276398-07-000003	2	mailingAddress	P.O. Box 5143  Denver CO 80217-5143
0000276398-07-000003	1	otherBusinessLocation	10200 E. Girard Ave. Building D Denver CO 80231
0000276398-07-000003	1	principalOfficeAddress	6803 South Tucson Way  Centennial CO 80112
0000857468-07-000004	1	otherBusinessLocation	10200 E. Girard Ave. Building D Denver CO 80231
0000857468-07-000004	1	principalOfficeAddress	6803 S. Tucson Way  Centennial CO 80112
0000857468-07-000004	2	mailingAddress	P.O. Box 173673  Denver CO 80217
