ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001227021-15-000009	31-DEC-2014	Brown Brothers Harriman & Co.	NONE	N	SEC	Yes, filed amendment(s)		142	6990	6990	614	60	0			Yes			7258	162	0
0001060257-15-000008	31-DEC-2014	BANCO SANTANDER PUERTO RICO	SOME	N	FDIC	Yes, filed amendment(s)		1196	1345	422	17	0	1	Yes		Yes			0	0	0
0001022115-15-000013	31-DEC-2014	Georgia Bank & Trust Company of Augusta	NONE	N	FDIC	Not applicable		63	484	484	0	0									0
0000353291-15-000004	31-DEC-2014	Franklin Templeton Investor Services, LLC	SOME	N	SEC	Not applicable		734992	3616576	3616576	0	0	0			No	1	2	18325056	1366783	531
0001576137-15-000006	31-DEC-2014	REPOSITORY & RELATED SERVICES LLC	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000899635-15-000003	31-DEC-2014	Integrity Fund Services, LLC	NONE	N	SEC	Not applicable		13704	207206	94338	86697	94332	0			Yes			119657	492	0
0000940394-15-000661	31-DEC-2014	Eaton Vance Management	NONE	Y	SEC	Not applicable		0	0	219466	219466	0									0
0001431194-15-000003	31-DEC-2013	Bank Services of Virginia, Inc.	NONE	N	FDIC	Not applicable		301	3419	3419	0	0	0			Yes			0	0	0
0001636674-15-000004	31-DEC-2013	Associated Trust Company, N.A.	NONE	N	OCC	Not applicable		0	0	1162	0	0									0
0001144204-15-023083	31-DEC-2014	American National Stock Transfer, LLC	SOME	N	SEC	Not applicable		2572	215178	215178	123477	0	0			Yes			0	0	0
0001083545-15-000002	31-DEC-2014	Bullfinch Fund, Inc.	NONE	N	SEC	Not applicable		0	146	146	146	0									0
0001573302-15-000002	31-DEC-2014	TMX Equity Transfer Services Inc.	NONE	Y	SEC	No, failed to file amendment(s)	We have noted some changes in late 2014 which were not filed and will file an amended TA-1 forthwith.	11516	174882	174882	254	2461	0			Yes			0	0	0
0001636674-15-000003	31-DEC-2014	Associated Trust Company, N.A.	NONE	N	OCC	Not applicable		0	0	1127	0	0									0
0001001920-15-000004	31-DEC-2014	CHASE GENERAL CORPORATION	NONE	N	SEC	Not applicable		15	1869	1869	0	0	0			Yes			0	0	0
0000024179-15-000002	31-DEC-2014	Continental Stock Transfer & Trust Company	NONE	Y	SEC	Not applicable		33838	1721993	1721993	23016	20124	0			Yes			0	0	4637
0001214659-15-002848	31-DEC-2014	Ridgewood Companies TA, LLC	NONE	N	SEC	Not applicable		698	0	0	0	0									0
0000883757-15-000002	31-DEC-2014	Equity Financial Trust Company	ALL	Y	SEC	No, failed to file amendment(s)	TA-1 filings on March 21 and September 19, 2014 covered some changes which were more than 60 days past due.														
0001493152-15-001202	31-DEC-2014	Transfer Online, Inc.	NONE	N	SEC	Not applicable		6986	42329	42329	0	2084	0			Yes			0	0	0
0000840464-15-000003	31-DEC-2014	Citibank, N.A.	SOME	N	OCC	Yes, filed amendment(s)		18	13470	13470	0	2	0			Yes			0	0	52
0000839097-15-000002	31-DEC-2014	Deutsche Bank Trust Company Americas	SOME	Y	BGFRS	Not applicable		0	37777	37777	0	0	0			Yes			0	0	93
0000950123-15-004200	31-DEC-2014	Wells Fargo Bank, N.A.	SOME	Y	OCC	Not applicable		332262	9615674	9615674	1831742	2864113	0			Yes			0	0	302411
0001018490-15-000008	31-DEC-2014	DB Services Americas, Inc.	NONE	Y	SEC	Not applicable		1670	37633	37633	0	0	0			Yes			0	0	0
0000019617-15-000286	31-DEC-2013	JP Morgan Chase Bank, National Association	SOME	Y	OCC	Yes, filed amendment(s)		409	14284	14284	0	0	0			Yes			7466	0	0
