ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000950123-14-003490	31-DEC-2013	Wells Fargo Bank, N.A.	SOME	Y	OCC	Yes, filed amendment(s)		490366	9154950	9154950	1834566	2658761	1	Yes		Yes			0	0	306500
0001144204-14-019622	31-DEC-2013	American National Stock Transfer, LLC	SOME	N	SEC	No, failed to file amendment(s)	N/A	1103	140472	82513	82513	0	0			Yes			0	0	0
0001077223-14-000003	31-DEC-2013	VANTAGEPOINT TRANSFER AGENTS, LLC	SOME	N	SEC	Not applicable		0	74115	74115	0	0	0			Not Applicable			801595	1448	0
0000721748-14-000323	31-DEC-2013	Pacific Stock Transfer Company, Inc.	SOME	N	SEC	Not applicable		7973	287111	287111	0	0	0			Yes			0	0	0
0001434234-14-000001	31-DEC-2013	Globex Transfer, LLC	SOME	N	SEC	Yes, filed amendment(s)		1738	20065	20065	0	0	0			Yes			0	0	0
0001573302-14-000004	31-DEC-2013	TMX Equity Transfer Services Inc.	NONE	Y	SEC	No, failed to file amendment(s)	TA-1 filing on March 21, 2014 covered some changes which were more than 60 days past due.	9179	177002	177002	111	484	0			Yes			0	0	0
0000883757-14-000006	31-DEC-2013	Equity Financial Trust Company	SOME	Y	SEC	No, failed to file amendment(s)	TA-1 filing on March 21, 2014 covered some changes which were more than 60 days past due.	3660	0	177002	0	0	0			Yes			0	0	0
0000950123-14-003485	31-DEC-2013	Peoples Bank SB	NONE	N	FDIC	Not applicable		349	457	457	126	0									0
0000950123-14-003483	31-DEC-2013	Transamerica Fund Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		1226	288925	288925	282786	0	0			Not Applicable			421681	674	97
0000107034-14-000001	31-DEC-2013	Malkin Holdings LLC (n/k/a ESRT MH Holdings, L.L.C.)	NONE	N	SEC	Not applicable		269	0	5554	0	0									0
0001575705-14-000024	31-DEC-2013	Fidelity Transfer Service, Inc.	NONE	N	SEC	Not applicable		84	4	747	0	0									0
0000769188-14-000004	31-DEC-2013	MFS Service Center, Inc.	SOME	N	SEC	Not applicable		478558	1477529	1477529	1385782	0	0			Not Applicable			11783192	497475	394
0000769188-14-000003	31-DEC-2012	MFS Service Center, Inc.	SOME	N	SEC	Not applicable		314898	2007078	2007078	1874598	0	0			Not Applicable			11492722	449840	387
0001077455-14-000002	31-DEC-2013	Trautmann, Maher & Associates, Inc.	NONE	Y	SEC	Not applicable		0	0	2473	0	0									0
0001144204-14-019362	31-DEC-2013	VStock Transfer, LLC	SOME	Y	SEC	Not applicable		8854	33587	33587	0	43	0			Yes			0	0	0
0000839287-14-000002	31-DEC-2013	State Street Bank and Trust Company	SOME	Y	BGFRS	Yes, filed amendment(s)		161	150620	150390	890	0	0			Yes			1741627	988	8
0001171520-14-000261	31-DEC-2013	BANK OF LOUISIANA	NONE	N	FDIC	Not applicable		81	1088	1088	0	0	0			Yes			0	0	0
0001146230-14-000006	31-DEC-2013	Computershare Inc.	SOME	Y	SEC	Yes, filed amendment(s)		1304238	18711722	18711948	5724722	7732988	0			Yes			0	0	118935
0001316141-14-000003	31-DEC-2013	Transhare Corporation	NONE	N	SEC	Not applicable		2318	13541	13541	0	1	0			Yes			0	0	26
0001049169-14-000006	31-DEC-2013	ALPS Fund Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		36371	478476	478476	395347	478203	0			Not Applicable			3299000	271663	75
0001387131-14-001198	31-DEC-2013	Preferred Partnership Services. Inc. d/b/a Investor Services	NONE	N	SEC	No, failed to file amendment(s)	The reason is Filing was rejected due to incorrect CIK.  The matter was resolved and TA-1 was filed 3-18-2014.	771	15460	0	0	0	0			Not Applicable			0	0	4
0001388002-14-000001	31-DEC-2013	HSBC Bank USA, N.A.	NONE	N	OCC	Not applicable		1931	5145	5145	0	0	0			Yes			0	0	21
0000882734-14-000002	31-DEC-2013	Olde Monmouth Stock Transfer Co., Inc.	NONE	N	SEC	Not applicable		8261	112517	112517	0	0	0			Yes			0	0	0
0001041134-14-000003	31-DEC-2013	EPIC Advisors, Inc.	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0001114874-14-000001	31-DEC-2013	DSI Properties, Inc.	NONE	N	SEC	Not applicable		356	0	0	0	0									0
0001227021-14-000005	31-DEC-2013	Brown Brothers Harriman & Co.	NONE	N	SEC	Yes, filed amendment(s)		110	4937	4937	550	54	0			Yes			5226	43	0
0000710386-14-000002	31-DEC-2013	Western States Transfer & Registrar, Inc	NONE	N	SEC	Not applicable		97	12198	0	0	0	0			Yes			0	0	0
0001458661-14-000016	31-DEC-2013	Wilmington Trust Company	NONE	Y	BGFRS	Yes, filed amendment(s)		2457	39733	39733	0	0	0			Yes			0	0	10
0000874230-14-000002	31-DEC-2013	Publix Super Markets, Inc.	NONE	N	SEC	Not applicable		15596	107602	107602	0	0	0			Yes			0	0	5312
0001398344-14-001934	31-DEC-2013	Altegris Portfolio Management, Inc. (d/b/a Altegris Funds)	NONE	N	SEC	No, failed to file amendment(s)	Amendment regarding change in control of parent was not filed within 60 days.	4822	10752	10752	0	0	0			Not Applicable			0	0	0
0000818238-14-000003	31-DEC-2013	Commonwealth Fund Services, Inc.	NONE	N	SEC	Not applicable		3968	13589	13589	11718	1356	0			Yes			36200	326	12
0001096906-14-000394	31-DEC-2013	Interwest Transfer Co., Inc.	NONE	Y	SEC	Not applicable		9893	253777	253777	0	590	0			Yes			0	0	0
0001096906-14-000393	31-DEC-2013	Progressive Transfer Corp.	SOME	N	SEC	Not applicable		238	3039	3039	0	7	0			Yes			0	0	0
0000740583-14-000156	31-DEC-2013	se2, Inc.	NONE	Y	SEC	Yes, filed amendment(s)		68566	406924	0	0	0	0			Not Applicable			0	0	135
0000950123-14-003437	31-DEC-2013	Manufacturers & Traders Trust Co	ALL	N	BGFRS	Yes, filed amendment(s)															
0001218371-14-000002	31-DEC-2013	Harford Bank	ALL	N	FDIC	Not applicable															
0000889231-14-000005	31-DEC-2013	Reich & Tang Services, Inc.	SOME	N	SEC	Yes, filed amendment(s)		6095	113333	113333	113289	0	0			Yes			5844061	177	7
0001393905-14-000146	31-DEC-2013	Empire Stock Transfer Inc.	NONE	N	SEC	Yes, filed amendment(s)		4943	38881	38881	0	303	0			Not Applicable			0	0	0
0001144204-14-019068	31-DEC-2013	HERITAGE U.S. TRANSFER CORP.	NONE	N	SEC	Not applicable		119	8081	8081	0	0	0			Not Applicable			0	0	0
0001022115-14-000002	31-DEC-2013	Ronald L. Thigpen	NONE	N	FDIC	Not applicable		77	0	502	0	0									0
0000734846-14-000001	31-DEC-2013	Ameren Services Company	NONE	N	SEC	Not applicable		6861	60150	60150	40804	7142	0			Yes			0	0	54
0000005732-14-000002	31-DEC-2013	American Registrar & Transfer Co	SOME	Y	SEC	No, failed to file amendment(s)	Reference is made to correspondence uploaded this date on Form TA-1/a	2781	94065	94065	0	0	0			Yes			0	0	0
0000950123-14-003427	31-DEC-2013	Freedom Funds Management Company	NONE	N	SEC	Not applicable		279	11313	9198	8063	0	0			Yes			10286	12	0
