ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0000817712-11-000018	otherControlManagement	1	Thrivent Financial for Lutherans ('TFL')	TFL is the parent company of Thrivent Financial Holdings, Inc.
0001018490-11-000019	otherControlManagement	1	Various-see below.	DB Services Americas, Inc. ('SerAms'), formerly known as DB Services Tennessee, Inc. and prior as BT Services Tennessee, Inc., was incorporated in the State of Delaware on December 6, 1991 and established in Tennessee as a servicing company to provide operational and back-office services to Deutsche Bank Trust Company Americas ('DBTCA') and certain of its affiliates. DBTCA, formerly known as Bankers Trust Company, is the principal United States banking subsidiary of Deutsche Bank Aktiengesellschaft ('DBAG'). SerAms does not have any third party client agreements. Rather, SerAms, as engaged by DBTCA, provides technical and administrative support services including data processing, telecommunications, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCA's customers (or DBTCA's customers' customers, in the case of DBTCA's private label business for certain affiliates); and DBTCA has appointed SerAms as its agent to act on its behalf in connection with the transfer of securities and other instruments. Accounts are maintained jointly by DBTCA and SerAms. SerAms in its transfer agent function provides services to DBTCA in a manner as if SerAms is an independent, dedicated contractor that works solely for DBTCA and no other transfer agent. There is a shared system of database for DBTCA and SerAms. An example is escheatment - the details of escheatment are maintained by SerAms while the remission to the states is done in the name of and on behalf of DBTCA. SerAms management is responsible to the business line management of DBAG and DBAG affiliates/subsidiaries including DBTCA. The business line unit head in Tennessee reports to business line unit management of DBAG. Audits are performed by DBAG's Audit Department. Examinations of DBAG NY branch and subsidiary bank, DBTCA, are performed by the Federal Reserve Bank of New York and the New York Department of Banking. DBAG provides for SerAms the infrastructure necessary to insure safety and soundness measures including accounting systems, the Legal Department, the Internal Audit Department, Compliance, Human Resources and technology functions.
0001018490-11-000019	otherControlFinance	1	Various-see below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital.  Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001419454-11-000014	otherControlFinance	1	FMR LLC	Directly and indirectly, through certain of its affiliated companies, FMR LLC wholly or partially finances Fidelity Business Services India Private Limited.
0001419454-11-000014	otherControlManagement	1	FMR LLC	Through certain of its direct or indirect subsidiaries, FMR LLC is one of the ultimate parent companies of Fidelity Business Services India Private Limited.
0000883757-11-000007	otherControlFinance	1	Equity Financial Holdings Inc.	Equity Financial Trust Company (formerly Equity Transfer & Trust Company) is a wholly owned subsidiary of Equity Financial Holdings Inc. (formerly known as Grey Horse Corporation and before that as Grey Horse Capital Corporation).
0000883757-11-000007	otherControlManagement	1	Equity Financial Holdings Inc.	Equity Financial Trust Company, formerly Equity Transfer & Trust Company is a wholly owned subsidiary of Equity Financial Holdings Inc. (formerly known as Grey Horse Corporation and before that as Grey Horse Capital Corporation).
0001018490-11-000017	otherControlFinance	1	Various-see below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital.  Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-11-000017	otherControlManagement	1	Various-see below.	DB Services Americas, Inc. ('SerAms'), formerly known as DB Services Tennessee, Inc. and prior as BT Services Tennessee, Inc., was incorporated in the State of Delaware on December 6, 1991 and established in Tennessee as a servicing company to provide operational and back-office services to Deutsche Bank Trust Company Americas ('DBTCA') and certain of its affiliates. DBTCA, formerly known as Bankers Trust Company, is the principal United States banking subsidiary of Deutsche Bank Aktiengesellschaft ('DBAG'). SerAms does not have any third party client agreements. Rather, SerAms, as engaged by DBTCA, provides technical and administrative support services including data processing, telecommunications, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCA's customers (or DBTCA's customers' customers, in the case of DBTCA's private label business for certain affiliates); and DBTCA has appointed SerAms as its agent to act on its behalf in connection with the transfer of securities and other instruments. Accounts are maintained jointly by DBTCA and SerAms. SerAms in its transfer agent function provides services to DBTCA in a manner as if SerAms is an independent, dedicated contractor that works solely for DBTCA and no other transfer agent. There is a shared system of database for DBTCA and SerAms. An example is escheatment - the details of escheatment are maintained by SerAms while the remission to the states is done in the name of and on behalf of DBTCA. SerAms management is responsible to the business line management of DBAG and DBAG affiliates/subsidiaries including DBTCA. The business line unit head in Tennessee reports to business line unit management of DBAG. Audits are performed by DBAG's Audit Department. Examinations of DBAG NY branch and subsidiary bank, DBTCA, are performed by the Federal Reserve Bank of New York and the New York Department of Banking. DBAG provides for SerAms the infrastructure necessary to insure safety and soundness measures including accounting systems, the Legal Department, the Internal Audit Department, Compliance, Human Resources and technology functions.
0001144204-11-042293	otherControlManagement	1	Apex Fund Services Ltd.	We are a wholly owned entity by them though we work independently.
0001007444-11-000012	otherControlManagement	1	LPL Investment Holdings, Inc.	Principal Stockholder of LPL Holdings, Inc.
0001007444-11-000012	otherControlManagement	2	Hellman & Friedman Capital Partners V, L.P.	Stockholder of LPL Investment Holdings, Inc.
0001007444-11-000012	otherControlManagement	3	Hellman & Friedman Investors V, LLC	General Partner of Hellman & Friedman Capital Partners V, L.P.
0001007444-11-000012	otherControlManagement	4	TPG Partners IV, L.P.	Stockholder of LPL Investment Holdings, Inc.
0001007444-11-000012	otherControlManagement	5	TPG Advisors IV, Inc.	General Partner of TPG Genpar IV, L.P.
0001007444-11-000012	otherControlManagement	6	TPG Genpar IV, L.P.	General Partner of TPG Partners IV, L.P.
0001007444-11-000012	otherControlManagement	7	David Bonderman	Stockholder of TPG Advisors IV, Inc.
0001007444-11-000012	otherControlManagement	8	James G. Coulter	Stockholder of TPG Advisors IV, Inc.
0000088525-11-000402	otherControlManagement	1	Gugenheim Partners, LLC	100% Interest in Guggenheim Knights of Security, LLC
0000088525-11-000402	otherControlManagement	2	Guggenheim Capital, LLC	100% Interest in Guggenheim Partners, LLC
0000088525-11-000402	otherControlManagement	5	Sammons Enterprises, Inc.	100% Stockholder of Consolidated Investment Services, Inc.
0000088525-11-000402	otherControlManagement	4	Consolidated Investment Services, Inc.	100% Stockholder of Sage Assets, Inc.
0000088525-11-000402	otherControlManagement	3	Sage Assets, Inc.	More than 40% Interest in Guggenheim Capital, LLC
