ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0000896852-14-000021	corporationPartnership	1	William J. Galvin Jr.	01-DEC-2003	Director / President	NA	true		
0000896852-14-000021	corporationPartnership	6	Rhonda Dixon-Gunner	01-JAN-2004	Senior Vice President	NA	true		
0000896852-14-000021	corporationPartnership	7	Robert A. Frazer	01-APR-2004	Senior Vice President	NA	true		
0000896852-14-000021	corporationPartnership	8	Todd L. Spillane	29-MAR-2006	Vice President	NA	true		
0000896852-14-000021	corporationPartnership	9	Rod Ellis	17-DEC-2011	Chief Financial Officer/Treasurer	NA	true		
0000896852-14-000021	corporationPartnership	10	Miranda O'Keefe	04-JUN-2012	Chief Compliance Officer	NA	true		
0000896852-14-000021	corporationPartnership	11	Crissie Wisdom	01-APR-2013	Anti-Money Laundering Compliance Officer	NA	true		
0000896852-14-000021	corporationPartnership	12	Invesco Advisers, Inc.	31-DEC-2009	Sole Voting Shareholder	E	true		
0000896852-14-000021	corporationPartnership	2	Philip A Taylor	17-APR-2006	Director / Chairman	NA	true		
0000896852-14-000021	corporationPartnership	3	John M. Zerr	30-MAY-2007	Director / Vice President / Secretary	NA	true		
0000896852-14-000021	corporationPartnership	4	Joseph H. Charpentier	20-SEP-2001	Senior Vice President	NA	true		
0000896852-14-000021	corporationPartnership	5	Mary A. Corcoran	31-JUL-1995	Senior Vice President	NA	true		
0001007444-14-000012	soleProprietorship	14	Mark Stephen Casady	01-DEC-2005	Chairman of the Board and CEO			Chief Exectutive Officer	
0001007444-14-000012	soleProprietorship	15	William P. Morrissey, Jr.	01-APR-2014	Managing Director			Independent Advisor Services	
0001007444-14-000012	soleProprietorship	13	Victor Peter Fetter, III	01-DEC-2012	Managing Director			Chief Technology Officer	
0001007444-14-000012	soleProprietorship	12	Sallie Rebecca Larsen	01-MAY-2012	Managing Director			Chief Human Capital Officer	
0001007444-14-000012	soleProprietorship	11	Joan Dominy Khoury	01-MAY-2012	Managing Director			Chief Marketing Officer	01-JUN-2014
0001007444-14-000012	soleProprietorship	10	John Andrew Kalbaugh	01-MAR-2010	Managing Director			Financial Institution Services	
0001007444-14-000012	soleProprietorship	9	Paul Middlemiss	01-MAY-2011	Executive Vice President			Chief Compliance Officer, Advisory	
0001007444-14-000012	soleProprietorship	8	Michelle Oroschakoff	01-SEP-2013	Managing Director			Chief Risk Officer	
0001007444-14-000012	soleProprietorship	7	David Paul Bergers	01-AUG-2013	Manging Director and Director			Legal and Government Relations	
0001007444-14-000012	soleProprietorship	6	Dan Hogan Arnold, Jr.	01-MAY-2012	Managing Director			Chief Financial Officer	
0001007444-14-000012	soleProprietorship	5	George Burton White	01-NOV-2007	Managing Director			Chief Investment Officer	
0001007444-14-000012	soleProprietorship	4	Sharyn J. Handelsman	01-JAN-2014	Executive Vice President			Chief Compliance Officer, Brokerage	
0001007444-14-000012	soleProprietorship	3	Robert Joseph Moore	01-MAY-2012	President			Advisor & Institution Solutions	
0001007444-14-000012	soleProprietorship	2	Mark Robert Helliker	01-AUG-2008	Managing Director			Broker/Dealer Support Services	
0001007444-14-000012	soleProprietorship	1	LPL Holdings, Inc.	01-APR-1989	Managing Member			Parent Company	
0001007444-14-000012	soleProprietorship	28	Ryan Christopher Parker	01-JUN-2014	Managing Director			Investment and Planning Solutions	
0001007444-14-000012	soleProprietorship	27	Mary Frances Schott	01-JUN-2014	Managing Director			Client Experience and Training	
0001007444-14-000012	soleProprietorship	26	Becky Shulman	06-JUN-2011	Managing Director			Deputy CFO	21-NOV-2011
0001007444-14-000012	soleProprietorship	25	Derek Bruton	01-MAR-2010	Managing Director			National Sales	04-APR-2014
0001007444-14-000012	soleProprietorship	24	Abdiel Alan Valenzuela	21-MAY-2009	VP - Advisory			Chief Compliance Officer, Advisory	
0001007444-14-000012	soleProprietorship	23	John J. McDermott Jr.	27-JUL-2009	Managing Director			Chief Risk Officer	13-SEP-2013
0001007444-14-000012	soleProprietorship	22	Kathy VanNoy-Pineda	21-MAY-2009	EVP			Chief Compliance Officer, Brokerage	01-JAN-2014
0001007444-14-000012	soleProprietorship	21	Christopher F. Feeney	28-JAN-2008	Managing Director			Chief Information Officer	31-DEC-2012
0001007444-14-000012	soleProprietorship	20	Jonathan Eaton	01-JAN-2008	Managing Director			Retirement Planning	30-JUN-2012
0001007444-14-000012	soleProprietorship	19	Denise Abood	01-JAN-2008	Managing Director			Human Capital	30-JUN-2012
0001007444-14-000012	soleProprietorship	18	William Edward Dwyer III	01-JAN-2004	Managing Director			Naitonal Sales	01-MAR-2013
0001007444-14-000012	soleProprietorship	16	Stephanie Leigh Brown	01-MAR-2004	Managing Director			General Counsel	19-AUG-2013
0001007444-14-000012	soleProprietorship	17	Esther Marion Stearns	01-MAR-2007	Chief Operating Officer			President	01-MAY-2012
0000914317-14-000860	corporationPartnership	6	Joseph A. Varca	30-APR-2014	Vice President	NA	true		
0000914317-14-000860	corporationPartnership	10	Computershare Holdings Inc.	30-APR-2014	Indirect Owner	E	true		
0000914317-14-000860	corporationPartnership	4	Blanche O. Hurt	30-APR-2014	Director	NA	true		
0000914317-14-000860	corporationPartnership	3	Computershare Limited	30-APR-2014	Indirect Owner	E	true		
0000914317-14-000860	corporationPartnership	2	Computershare US	30-APR-2014	Indirect Owner	E	true		
0000914317-14-000860	corporationPartnership	1	Mary Rose Cascaes	30-APR-2014	Head of Operations	NA	true		
0000914317-14-000860	corporationPartnership	5	Computershare US Services Inc.	30-APR-2014	Indirect Owner	E	true		
0000914317-14-000860	corporationPartnership	7	Martin J. McHale, Jr.	30-APR-2014	President and Chief Executive Officer	NA	true		
0000914317-14-000860	corporationPartnership	8	Computershare Finance Company Pty Ltd	30-APR-2014	Indirect Owner	B	true		
0000914317-14-000860	corporationPartnership	9	ACN 081 035 752 Pty Ltd	30-APR-2014	Indirect Owner	E	true		
0000914317-14-000860	corporationPartnership	12	Thomas L. Montrone	01-MAY-1989	Chairman, President & CEO	NA	false		30-APR-2014
0000914317-14-000860	corporationPartnership	13	R&T Financial Services Inc.	01-JUN-1996	Direct Owner	E	true		
0000914317-14-000860	corporationPartnership	11	Kenneth J. Walsh	30-APR-2014	Chief Financial Officer and Treasurer	NA	true		
0000914317-14-000859	corporationPartnership	6	Joseph A. Varca	30-APR-2014	Vice President	NA	true		
0000914317-14-000859	corporationPartnership	5	Computershare US Services Inc.	30-APR-2014	Indirect Owner	E	true		
0000914317-14-000859	corporationPartnership	4	Blanche O. Hurt	30-APR-2014	Director	NA	true		
0000914317-14-000859	corporationPartnership	3	Computershare Limited	30-APR-2014	Indirect Owner	E	true		
0000914317-14-000859	corporationPartnership	2	Computershare US	30-APR-2014	Indirect Owner	E	true		
0000914317-14-000859	corporationPartnership	12	Thomas L. Montrone	01-MAY-1989	Chairman, President & CEO	NA	false		30-APR-2014
0000914317-14-000859	corporationPartnership	8	Computershare Finance Company Pty Ltd	30-APR-2014	Indirect Owner	B	true		
0000914317-14-000859	corporationPartnership	1	Mary Rose Cascaes	30-APR-2014	Head of Operations	NA	true		
0000914317-14-000859	corporationPartnership	9	ACN 081 035 752 Pty Ltd	30-APR-2014	Indirect Owner	E	true		
0000914317-14-000859	corporationPartnership	10	Computershare Holdings Inc.	30-APR-2014	Direct Owner	E	true		
0000914317-14-000859	corporationPartnership	11	Kenneth J. Walsh	30-APR-2014	Chief Financial Officer and Treasurer	NA	true		
0000914317-14-000859	corporationPartnership	7	Martin J. McHale, Jr.	30-APR-2014	President and Chief Executive Officer	NA	true		
0000913181-14-000005	soleProprietorship	1	Nick Bonos	13-JAN-2009	CEO, President			Officer	
0000913181-14-000005	soleProprietorship	27	Greatbanc Trust Company (Trustee)	22-JUL-2013	Trustee			Trustee of Sammons Enterprises, Inc ESOT	
0000913181-14-000005	soleProprietorship	3	Keith A. Fletcher	01-MAR-2009	Vice President			Officer	16-APR-2012
0000913181-14-000005	soleProprietorship	4	Lisa Young	19-NOV-2009	Assistant Treasurer			Officer	
0000913181-14-000005	soleProprietorship	5	Richard M. Goldman	02-JUL-2009	Manager			Manager	16-APR-2013
0000913181-14-000005	soleProprietorship	6	Amy J. Lee	30-JUL-2010	Secretary			Officer	
0000913181-14-000005	soleProprietorship	7	Amanda J. Kiefer	30-JUL-2010	Assistant Secretary			Officer	25-MAR-2011
0000913181-14-000005	soleProprietorship	8	Rydex Holdings, LLC	30-JUL-2010	Managing Member			100% Mbrs Int in Rydex Fund Services,LLC	
0000913181-14-000005	soleProprietorship	9	Security Benefiit Asset Management Holdings, LLC	30-JUL-2010	Managing Member			100% Mbrs Interest in Rydex Holdings, LL	22-JUL-2013
0000913181-14-000005	soleProprietorship	10	Security Benefit Corporation	30-JUL-2010	Managing Member			100% Intr Security Benefit Asset Mngmt	22-JUL-2013
0000913181-14-000005	soleProprietorship	11	Guggenheim SBC Holdings, LLC	30-JUL-2010	Shareholder			100% Shareholder Security Benefit Corp	22-JUL-2013
0000913181-14-000005	soleProprietorship	12	Guggenheim Knights of Security, LLC	30-JUL-2010	Manager			100% Control Guggenheim SBC Hldgs	22-JUL-2013
0000913181-14-000005	soleProprietorship	13	Eldgridge Investors	30-JUL-2010	100% Membership Interest			100% Intr in Guggenheim SBC Hldgs	22-JUL-2013
0000913181-14-000005	soleProprietorship	14	Guggenheim Lawrence, LLC	30-JUL-2010	Managing Member			Member of Eldridge Investors, LLC	22-JUL-2013
0000913181-14-000005	soleProprietorship	15	SB Kansas Investors, LLC	30-JUL-2010	80% Membership Interest			Mbrs Intr in Eldridge Investors, LLC	22-JUL-2013
0000913181-14-000005	soleProprietorship	16	Robert Patton	30-JUL-2010	Member			Member of SB Kansas Investors, LLC	22-JUL-2013
0000913181-14-000005	soleProprietorship	17	Guggenheim Partners Investment Management Holdings, LLC	22-JUL-2013	Member			100% Mbrs Interest in Rydex Holdings, LL	
0000913181-14-000005	soleProprietorship	18	GI Holdco LLC	22-JUL-2013	Member			99.5% Mbrs Int in GPIM Holdings, LLC	
0000913181-14-000005	soleProprietorship	19	GI Holdo II, LLC	22-JUL-2013	Member			100% Mbrs Interest in GI Holdo, LLC	
0000913181-14-000005	soleProprietorship	20	Guggenheim Partners, LLC	22-JUL-2013	Member			Mbrs Interest in GI Holdco II, LLC	
0000913181-14-000005	soleProprietorship	21	Guggenheim Capital, LLC	22-JUL-2013	Member			100% Int in Guggenheim Partners, LLC	
0000913181-14-000005	soleProprietorship	22	Sage Assets, Inc.	22-JUL-2013	Member			41.26% Ownership in Gugg. Capital, LLC	
0000913181-14-000005	soleProprietorship	23	Sammons Equity Alliance, Inc.	22-JUL-2013	Member			100% Ownership in Sage Assets, Inc.	
0000913181-14-000005	soleProprietorship	24	Consolidated Investment Serivces, Inc.	22-JUL-2013	Member			100% Ownership in Sammons Equity Allianc	
0000913181-14-000005	soleProprietorship	25	Sammond Enterprises, Inc.	22-JUL-2013	Member			100% Ownership in Consolidated Services	
0000913181-14-000005	soleProprietorship	26	Sammons Enterprises Inc. Employee Stock Ownership Trust	22-JUL-2013	Member			99.9% Ownership in Sammons Enterprises,	
