ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0001007444-16-000074	SEC	LPL Financial LLC	LPL Financial Corporation	008698	Y	800-877-7210	N	N	N	N	Other	LLC	Y	N	N	N	N	N	N	Y	N	Y	Y	Y	N	Y	Y	N	Y	Y	N	N	N	Y	Y	N
0001380486-16-000032	SEC	TD Ameritrade Clearing, Inc		200060	Y	402-970-7035	Y	Y	N	N	Corporation		N	N	N	N	N	N	N	Y	N	Y	N	Y	N	Y	Y	N	N	Y	N	N	N	N	N	N
0001557183-16-000015	SEC	ASCENSUS COLLEGE SAVINGS RECORDKEEPING SERVICES LLC		347856	N	617-631-1570	Y	N	Y	N	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N
0001564590-16-030108	SEC	Waddell & Reed Services Company (dba WI Services Company)		407916	N	913-236-2000	N	N	N	N	Corporation		N	N	N	N	N	N	N	Y	N	N	Y	Y	N	Y	Y	N	N	Y	N	N	N	N	Y	N
0001007444-16-000071	SEC	LPL Financial LLC	LPL Financial Corporation	008698	Y	800-877-7210	N	N	N	N	Other	LLC	Y	N	N	N	N	N	N	Y	N	Y	Y	Y	N	Y	Y	N	Y	Y	N	N	N	N	Y	N
0001007444-16-000069	SEC	LPL Financial LLC	LPL Financial Corporation	008698	Y	800-877-7210	N	N	N	N	Other	LLC	Y	N	N	N	N	N	N	Y	N	Y	Y	Y	N	Y	Y	N	Y	Y	N	N	N	N	Y	N
0001007444-16-000067	SEC	LPL Financial LLC	LPL Financial Corporation	008698	Y	800-877-7210	N	N	N	N	Other	LLC	Y	N	N	N	N	N	N	Y	N	Y	Y	Y	N	Y	Y	N	Y	Y	N	N	N	N	Y	N
0001492746-16-000016	SEC	NAV Consulting, Inc.		342816	N	630-954-1919	Y	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000913181-16-000040	SEC	MUFG Investor Services (US), LLC	Rydex Fund Services, LLC	269647	N	301-296-5100	N	N	Y	Y	Other	Limited Liability Company	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0000735286-16-000024	SEC	The Vanguard Group, Inc.		385385	Y	610-669-1000	Y	N	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
0001689934-16-000001	SEC	S&Z Fund Services LLC		353409	N	6313683110	N	N	N	N	Partnership		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001288777-16-000016	SEC	Computershare Trust Company of Canada		298181	N	416-263-9659	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N
0001007444-16-000065	SEC	LPL Financial LLC	LPL Financial Corporation	008698	Y	800-877-7210	N	N	N	N	Other	LLC	Y	N	N	N	N	N	N	Y	N	Y	Y	Y	N	Y	Y	N	Y	Y	N	N	N	N	Y	N
0001146230-16-000035	SEC	Computershare Inc.		260539	N	781-575-2000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N
0000005732-16-000008	SEC	American Registrar & Transfer Co		883400	N	(801) 363-9065	N	N	Y	N	Corporation		N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001018490-16-000048	SEC	DB Services Americas, Inc.		955203	N	(800) 735-7777	N	N	N	Y	Corporation		Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0000842657-16-000053	SEC	Deutsche AM Service Company		417949	N	212-250-2500	N	Y	Y	N	Corporation		N	N	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0000810704-16-000017	SEC	Primerica Shareholder Services, Inc.		409573	N	470-564-6845	N	N	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001380486-16-000029	SEC	TD Ameritrade Clearing, Inc		200060	Y	402-970-7035	Y	Y	N	N	Corporation		N	N	N	N	N	N	N	Y	N	Y	N	Y	N	Y	Y	N	N	Y	N	N	N	N	N	N
0001432532-16-000010	SEC	Franklin Templeton Investments Poland sp.z o.o.		335083	Y	916-463-4350	N	N	N	Y	Other	Limited Liability Company	Y	N	N	N	N	N	Y	Y	N	N	Y	Y	N	Y	N	N	N	N	N	N	Y	N	N	N
0001654954-16-003038	SEC	Manhatan Transfer Registrar Company		432708	N	631-928-7655	Y	Y	N	N	Partnership		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000024179-16-000013	SEC	Continental Stock Transfer & Trust Company		400218	N	212-509-4000	N	N	Y	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N
0000275143-16-000030	SEC	Boston Financial Data Services, Inc.		209809	N	617-483-5000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	Y	Y	N	Y	N	N	N	Y	N	N	Y	Y	N	N
0000027048-16-000011	SEC	DST Systems, Inc.		401588	Y	816-435-1000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001393905-16-001067	SEC	Empire Stock Transfer Inc.		291278	N	702-818-5898	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000869442-16-000011	SEC	John Hancock Signature Services, Inc.		434332	N	6175726000	Y	Y	Y	N	Not Applicable		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001686742-16-000003	SEC	Sumitomo Mitsui Trust Bank (U.S.A.) Limited		002779	N	(201) 595-8931	N	N	N	N	Not Applicable		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001261763-16-000009	SEC	Law Debenture Trust Company of New York		279026	N	212-750-6474	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001018490-16-000046	SEC	DB Services Americas, Inc.		955203	N	(800) 735-7777	N	N	N	Y	Corporation		Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0000842657-16-000051	SEC	Deutsche AM Service Company		417949	N	212-250-2500	N	Y	Y	N	Corporation		N	N	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0001010549-16-000734	SEC	Securities Transfer Corporation		410332	Y	469-633-0101	N	N	N	N	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000721748-16-001699	SEC	Pacific Stock Transfer Company		406868	N	702-361-3033	N	N	N	Y	Corporation		Y	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y
0000721748-16-001698	SEC	Capital Transfer Agency, ULC	Capital Transfer Agency Inc.	292110	N	416-350-5007	N	N	Y	N	Corporation		Y	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y
0001133702-16-000024	SEC	National Financial Services LLC		061671	Y	(800)343-3548	Y	N	N	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0001111830-16-001692	SEC	Ultimus Asset Services, LLC	Huntington Asset Services, Inc.	500496	N	513-869-4300	N	N	Y	N	Other	Limited Liability Company	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
0001111830-16-001691	SEC	Ultimus Fund Solutions, LLC		510388	N	513-587-3400	N	N	N	Y	Other	Limited Liability Company	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
