ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0001007444-16-000074	sraViolationOfRules	15	LPL Financial	Acceptance, Waiver and Consent	20-JAN-2011	FINRA	Allegations involved review of procedures on transmittal of cash and securities from customer accounts to third-party accounts.	Resulted in a censure and fine of $100,000.00.
0001007444-16-000074	fsrViolationOfInvestmentRelatedRegulation	11	LPL Financial	Docket/Case Number: AP-10-16	11-AUG-2010	State of Missouri	Matter involved sale of variable annuity contract in which one of its representatives allegedly misunderstood the contract's rider.	Matter resulted in a censure and $37,540.00 in total for fine, restitution and interest.
0001007444-16-000074	fsrViolationOfInvestmentRelatedRegulation	12	LPL Financial	Docket/Case Number:1000096	24-OCT-2011	State of Illinois	Allegation that LPL failed to supervise a former registered representative.	Matter resulted in restitution of $1,885,000.00 to customers.
0001007444-16-000074	fsrViolationOfInvestmentRelatedRegulation	13	LPL Financial	Docket/Case Number: 2009-10-06	06-DEC-2011	State of Pennsylvania	Allegation that LPL failed to supervise two former registered representatives.	Matter resulted in a fine of $59,092.52 and investigative costs.
0001007444-16-000074	fsrViolationOfInvestmentRelatedRegulation	14	LPL Financial	Docket/Case Number: S-07-0001-2	08-NOV-2011	State of Oregon	Allegation that LPL failed to supervise a former OSJ manager's transactions.	Matter resulted in a fine of $100,000.00.
0001007444-16-000074	fsrViolationOfInvestmentRelatedRegulation	15	LPL Financial	Docket/Case Number: AP-13-21	17-DEC-2013	State of Missouri	Allegation that LPL failed to supervise a former registered representative.	Fine of $175,000.00 and pay the cost of the investigation in the amount of $10,000.00.
0001007444-16-000074	fsrViolationOfInvestmentRelatedRegulation	16	LPL Financial	Docket/Case Number: SEC-2012-144	04-NOV-2012	State of Montana	Allegation that LPL failed to supervise a former registered representative.	Matter resulted in a fine of $10,000.00 and restitution of $20,500.00 to customers.
0001007444-16-000074	fsrViolationOfInvestmentRelatedRegulation	17	LPL Financial	Docket/Case Number: 2012-0036	12-DEC-2012	State of Massachusetts	Allegations of failure to supervise and train registered representatives in connection with the sale of non-traded REITS.	Matter resulted in a fine of $500,000.00 and restitution to certain customers.
0001007444-16-000074	fsrViolationOfInvestmentRelatedRegulation	18	LPL Financial	Docket/Case Number: IC08-CAF-22	30-DEC-2008	State of Texas	The state alleged that LPL failed to enforce its written procedures by failing to report a felony charge on a registered representative's Form U4.	Fine of $5,000.00.
0001007444-16-000074	fsrViolationOfInvestmentRelatedRegulation	19	LPL Financial	File No. 1200385	30-JUN-2014	State of Illinois Securities Department	LPL submitted to a consent order with the Illinois Securities Department in connection with certain variable annuity exchange transactions, in particular, relating to its failure to adequately enforce supervisory procedures and maintain certain books and records required under Illinois law.	LPL agreed to a censure, fine of $2,000,000.00 and restitution to impacted customers of approximately $800,000.00.
0001007444-16-000074	fsrViolationOfInvestmentRelatedRegulation	20	LPL Financial	File no. 1200385	31-OCT-2014	State of Illinois Securities Department	LPL Financial failed to detect improper and fraudulent conduct on the part of David Lisnek toward his LPL clients. LPL Financial allowed Mr. Lisnek to remain a registered representative while several facts, viewed together as a pattern of conduct, would have constituted multiple cautionary indicators of the potential for improper conduct.	Fine of $500,000.00 and restitution in the amount of $315,218.00.
0001007444-16-000074	fsrViolationOfInvestmentRelatedRegulation	21	LPL Financial	Consent Order	14-JUL-2015	Massachusetts Securities Division	LPL consented to the findings that it did not establish, maintain, or enforce adequate procedures to review senior-specific titles for compliance with the Commonwealth's Senior Designations Regulations adopted June 1, 2007. As a result, LPL allowed its broker-dealer agents and investment adviser representatives to use prohibited senior-specific designations.	Censure, undertakings, cease and desist, and a fine in the amount of $250,000.00.
