ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001062993-23-008105	otherControlManagement	1	OLYMPIA FINANCIAL GROUP INC.	OLYMPIA TRUST COMPANY IS WHOLLY OWNED SUBSIDIARY OF OLYMPIA FINANCIAL GROUP INC. OLYMPIA FINANCIAL GROUP INC. IS A PUBLIC CORPORATION ON THE TSX EXCHANGE (SYMBOL: OLY)
0001550840-23-000004	otherControlManagement	2	SS&C Technologies Holdings, Inc.	SS&C (Canada) Limited is a wholly owned indirect subsidiary of SS&C Technologies Inc.
0001550840-23-000004	otherControlManagement	1	SS&C Fund Administration Company	SS&C (Canada) Limited is a wholly owned subsidiary of SS&C Fund Administration Company
0001049169-23-000006	otherControlManagement	2	DST Systems, Inc.	ALPS Fund Services, Inc. is a wholly owned indirect subsidiary of DST Systems, Inc.
0001049169-23-000006	otherControlManagement	1	ALPS Holdings Inc., a DST Systems, Inc. company	ALPS Fund Services, Inc. is a wholly owned subsidiary of ALPS Holdings, Inc., which is a subsidiary of DST Systems, Inc.
0001049169-23-000006	otherControlManagement	3	SS&C Technologies Holdings, Inc.	ALPS Fund Services, Inc. is a wholly owned indirect subsidiary of SS&C Technologies Holdings, Inc.
0001961658-23-000002	otherControlFinance	1	Vince Criscuolo	He is an investor with a Simple Agreement for Future Equity  He invested $10 with a Safe that has a valuation cap of $5,000,000
0000950123-23-002926	otherControlManagement	1	Michael Cagney	CEO of the Registrant's sole shareholder
0000733598-23-000001	otherControlManagement	1	AllianceBernstein Holding L.P. and Equitable Holdings, Inc.	AllianceBernstein Investor Services, Inc. is a wholly-owned subsidiary of AllianceBernstein L.P., which in turn is owned by AllianceBernstein Holding L.P. and Equitable Holdings, Inc.
0001018490-23-000008	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001018490-23-000008	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001372934-23-000001	otherControlManagement	1	MDC Kingsdale GP Inc	General Partner of Kingsdale Partners LP
0001372934-23-000001	otherControlManagement	2	Wesley Hall	Executive Chairman and Founder of Kingsdale Partners - Exercises control over the management and operations of Kingsdale Partners LP Relationship Start Date: 02/14/2014
