ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001881971-23-000003	31-DEC-2022	Secure Stock Transfer	Some	N	SEC	Yes, filed amendment(s)		49	206	206	0	0	0			Yes			0	0	0
0000838927-23-000002	31-DEC-2022	BANK OF AMERICA N.A.	Some	N	OCC	Not applicable		0	44	44	0	0				Yes			0	0	0
0001520138-23-000162	31-DEC-2022	West Coast Stock Transfer Inc.	None	Y	SEC	Yes, filed amendment(s)		1625	37776	37776	0	1886	0			Yes			0	0	0
0001202048-23-000002	31-DEC-2022	VALIC RETIREMENT SERVICES CO	None	N	SEC	No, failed to file amendment(s)	The 4/1/2022 TA-1 amendment disclosed prior omissions, a new process has been implemented for timely reporting of disciplinary matters. 12 matters removed, as the individuals involved did not meet the definition of 'Control Affiliate' under Item 10.	0	1933	1933	0	0	0			Yes			278432	537	0
0001866046-23-000002	31-DEC-2022	DealMaker Transfer Agent LLC	None	N	SEC	Not applicable		0	18580	18580	0	0	0			Yes			0	0	0
0000735286-23-000006	31-DEC-2022	VANGUARD GROUP INC	None	Y	SEC	Not applicable		4322842	22271953	22271953	19856218	0	0			Not Applicable			77964248	236537	1924
0001654954-23-004096	31-DEC-2022	MANHATTAN TRANSFER REGISTRAR CO /TA	None	Y	SEC	Yes, filed amendment(s)		1055	9295	9295	0	24	0			Yes			0	0	0
0001214659-23-004593	31-DEC-2022	Paragon Stock Transfer	None	N	SEC	Not applicable		0	123	123	0	0	0			Not Applicable			0	0	0
0001771339-23-000001	31-DEC-2022	360 Sports, Inc.	None	N	SEC	Not applicable		0	86	86	0	0	0			Not Applicable			0	0	0
0001822070-23-000001	31-DEC-2022	Parker Transfer Agency, Inc	None	N	SEC	Not applicable		215	744	0	0	0	0			Yes			215	0	0
0000950123-23-003047	31-DEC-2022	Beneficient Transfer & Clearing Company, L.L.C./TA	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001099910-23-000053	31-DEC-2022	Silicon Prairie Registrar & Transfer LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001894652-23-000001	31-DEC-2022	KoreTransfer USA LLC	None	N	SEC	Not applicable		189	202450	202450	341	0	0			Yes			0	0	0
0001214659-23-004564	31-DEC-2022	SECURITIES TRANSFER CORP /TA	None	N	SEC	Yes, filed amendment(s)		2322	618287	618593	306	642	0			Yes			0	0	158
0000848027-23-000002	31-DEC-2022	DEUTSCHE BANK NATIONAL TRUST CO /TA	Some	Y	OCC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001018490-23-000016	31-DEC-2022	DEUTSCHE BANK TRUST CO AMERICAS /TA	Some	Y	BGFRS	Not applicable		0	2	2	0	0	0			Yes			0	0	236
0001146230-23-000008	31-DEC-2022	Computershare Inc /TA	Some	Y	SEC	Yes, filed amendment(s)		977209	17614437	17615608	4379020	8000873	0			Yes			0	0	58696
0000838981-23-000001	31-DEC-2022	Northern Trust Co	Some	N	BGFRS	Not applicable		58591	482341	482341	353113	0	0			Not Applicable			3108845	8711	324
0001903596-23-000250	31-DEC-2022	PACIFIC STOCK TRANSFER CO /TA	Some	Y	SEC	Yes, filed amendment(s)		7889	783752	783752	100	17006	0			Yes			0	0	0
0001018490-23-000015	31-DEC-2022	DB SERVICES AMERICAS INC /TA	None	Y	SEC	Yes, filed amendment(s)		350	32382	32382	0	0	0			Yes			0	0	0
0001458682-23-000002	31-DEC-2022	ClearTrust, LLC	None	Y	SEC	Not applicable		2303	97727	97727	94	7882	0			Yes			0	0	0
0001030030-23-000002	31-DEC-2022	NOTTINGHAM SHAREHOLDER SERVICES LLC /TA	Some	N	SEC	Not applicable		500	791	40126	38810	40126	0			Yes			188488	4141	0
0001458682-23-000001	31-DEC-2022	ClearTrust, LLC	None	Y	SEC	Not applicable		2303	97727	97727	94	7882	0			Yes			0	0	0
0001387131-23-004243	31-DEC-2022	M3Sixty Administration, LLC	None	N	SEC	Yes, filed amendment(s)		1426	2738	2738	2526	2526	0			Yes			15814	80	0
0000920888-23-000002	31-DEC-2022	ANDESA SERVICES, INC. /TA	None	N	SEC	Yes, filed amendment(s)		0	0	154047	0	154047	0			Not Applicable			4185319	25	0
0001387131-23-004238	31-DEC-2022	AMERICAN STOCK TRANSFER & TRUST CO, LLC /TA	Some	Y	SEC	Yes, filed amendment(s)		289657	3722696	3722696	368090	646534	0			Yes			0	0	29353
0001062993-23-008107	31-DEC-2022	OLYMPIA TRUST CO                                        /TA	Some	Y	SEC	Yes, filed amendment(s)		7599	80905	80905	2137	3637	0			Yes			0	0	0
0001090027-23-000005	31-DEC-2022	PLANMEMBER SERVICES CORP /TA	None	N	SEC	No, failed to file amendment(s)	Inadvertent omission	0	0	0	0	0	0			Not Applicable			0	0	0
0001809901-23-000004	31-DEC-2022	Computershare Investor Services Ltd	Some	N	SEC	Not applicable		938	0	0	0	0	0			Yes			0	0	0
0001520138-23-000158	31-DEC-2022	TWO12 STOCK TRANSFER LLC	Some	N	SEC	Not applicable		0	0	0	0	0	0			Yes			0	0	0
0001971768-23-000001	31-DEC-2022	U.S. Bank Trust Company, National Association	None	Y	OCC	Yes, filed amendment(s)		1809	402499	433503	0	0	0			No	1	1	0	0	1404
0001146230-23-000006	31-DEC-2022	COMPUTERSHARE TRUST CO NA /TA	All	Y	OCC	Not applicable															
0000798947-23-000001	31-DEC-2022	STANDARD REGISTRAR & TRANSFER CO INC /TA	None	N	SEC	Not applicable		1099	210078	210078	0	82	0			Yes			0	0	1
0001253179-23-000005	31-DEC-2022	ULTIMUS FUND SOLUTIONS LLC                              /TA	Some	Y	SEC	No, failed to file amendment(s)	Registrant amended its Form TA-1 during the reporting period to correct an erroneous response to Question 7, but such amendments were not made within the permitted 60 calendar days following the date on which the reported information became inaccurate.	623890	1323750	1323750	1128335	0	0			Yes			6150934	10896	63
0001146230-23-000005	31-DEC-2022	Computershare Delaware Trust Co	All	N	BGFRS	Not applicable															
0001837247-23-000001	31-DEC-2022	BYRON DEVON LYNCH IV ESTATE	None	N	SEC	Yes, filed amendment(s)		0	0	0	0	0	0			Not Applicable			0	0	0
0001253179-23-000004	31-DEC-2022	Ultimus Asset Services, LLC	All	N	SEC	Not applicable															
0001557183-23-000001	31-DEC-2022	ASCENSUS COLLEGE SAVINGS RECORDKEEPING SERVICES LLC	Some	N	SEC	Not applicable		0	6481077	6481077	0	0	0			Not Applicable			0	0	67
0001062993-23-008085	31-DEC-2022	TMX Investor Solutions Inc.	Some	Y	SEC	Yes, filed amendment(s)		110070	1405705	644724	200941	335372	0			Yes			0	0	2417
0000950123-23-003038	31-DEC-2022	APACHE CORP /TA	Some	N	SEC	Not applicable		0	926	926	0	0	0			Not Applicable			0	0	0
0000950123-23-003036	31-DEC-2022	TRI-CONTINENTAL CORP /TA	All	N	SEC	Not applicable															
0001253179-23-000002	31-DEC-2022	GEMINI FUND SERVICES, LLC	None	N	SEC	Not applicable		37308	196546	196546	176357	0	0			Yes			1141672	2347	32
0001020337-23-000004	31-DEC-2022	PRINCIPAL SHAREHOLDER SERVICES, INC.	Some	N	SEC	No, failed to file amendment(s)	In response to a staff finding in their 2022 exam, the Registrant promptly amended the answers to questions 5 and 8 of the TA-1.  The Registrant believes the previous responses were a result of a misunderstanding of the scope of the term affiliate.	2614	683507	683507	675592	0	0			Yes			1621941	5014	122
0001676177-23-000004	31-DEC-2022	Dynamic Stock Transfer,Inc.	None	Y	SEC	Not applicable		213	692	692	0	0				Yes					0
0000734751-23-000001	31-DEC-2022	DUKE ENERGY CORP                                        /TA	None	N	SEC	Not applicable		4777	128878	168920	119719	49201	0			Yes			0	0	371
0001424912-23-000002	31-DEC-2022	se2, LLC/TA	None	Y	SEC	Not applicable		67398	920462	0	0	0	0			Not Applicable			0	0	735
0000839287-23-000002	31-DEC-2022	STATE STREET BANK & TRUST CO /TA	Some	Y	BGFRS	Yes, filed amendment(s)		2357	190505	190505	6834	0	0			Not Applicable			3843210	4627	0
0001720655-23-000001	31-DEC-2022	StartEngine Secure LLC	None	N	SEC	Yes, filed amendment(s)		19906	421524	421524	0	0	0			No	1	1	0	0	0
0001104659-23-038852	31-DEC-2022	MADISON STOCK TRANSFER INC /TA	Some	N	SEC	Yes, filed amendment(s)		816	24310	24101	0	1055	0			Yes			0	0	0
0001227021-23-000004	31-DEC-2022	BROWN BROTHERS HARRIMAN & CO	None	N	SEC	Yes, filed amendment(s)		995	23918	23918	476	116	0			Yes			14818	236	0
0000950123-23-003031	31-DEC-2022	TRI-CONTINENTAL CORP /TA	All	N	SEC	Yes, filed amendment(s)															
0000950123-23-003028	31-DEC-2022	Columbia Management Investment Services Corp. /TA	Some	Y	SEC	Not applicable		168435	563221	563221	275244	0	0			Not Applicable			4802054	126866	42
0001213900-23-024267	31-DEC-2022	WORLDWIDE STOCK TRANSFER LLC	None	Y	SEC	Not applicable		1117	106751	106751	0	2722	0			Yes			0	0	0
0000950123-23-003021	31-DEC-2022	Figure Equity Solutions, Inc.	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001393905-23-000152	31-DEC-2022	Empire Stock Transfer Inc.	None	N	SEC	Not applicable		1882	366	52016	0	1278	0			Yes			0	0	0
0001146032-23-000002	31-DEC-2022	BANCO POPULAR DE PUERTO RICO/TA	None	N	BGFRS	Yes, filed amendment(s)		1364	7732	7732	5396	359	0			Yes			0	0	243
0000071138-23-000002	31-DEC-2022	NEVADA AGENCY & TRANSFER CO /TA	Some	Y	SEC	Not applicable		2004	29993	29993	0	8107	0			Yes			0	0	0
0001783498-23-000001	31-DEC-2022	Endeavor Trust Corp	None	N	SEC	Not applicable		11190	225228	39916	0	417	0			Yes			15292	1697	0
0001104659-23-038421	31-DEC-2022	Alight Solutions LLC	None	Y	SEC	Not applicable		0	0	25402704	0	0				Not Applicable					0
0000019617-23-000263	31-DEC-2022	JP Morgan Chase Bank NA	Some	N	OCC	Not applicable		1416	67480	67480	0	0	0			Yes			36479	0	0
0001062993-23-008034	31-DEC-2022	TSX Trust Co	Some	Y	SEC	Yes, filed amendment(s)		0	0	0	0	0	0			Not Applicable			0	0	0
0001812230-23-000003	31-DEC-2022	Ankura Trust Company, LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000913181-23-000001	31-DEC-2022	MUFG Investor Services (US) LLC	None	N	SEC	Yes, filed amendment(s)		2018	43123	43123	42903	0	0			Not Applicable			2386955	2018	93
0001812230-23-000002	31-DEC-2022	Ankura Trust Company, LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001846640-23-000001	31-DEC-2022	Securrency Transfers, Inc./ta	None	N	SEC	Yes, filed amendment(s)		0	0	0	0	0	0			Yes			0	0	0
0001145697-23-000001	31-DEC-2022	FULTON BANK, NATIONAL ASSOCIATION	None	N	OCC	Not applicable		768	16083	16083	5527	1381	0			Yes			0	0	20
0001604325-23-000002	31-DEC-2022	Wilmington Trust, National Association/TA	All	N	OCC	Yes, filed amendment(s)															
0001458661-23-000002	31-DEC-2022	Wilmington Trust Co	All	N	BGFRS	Yes, filed amendment(s)															
0000838155-23-000001	31-DEC-2022	MANUFACTURERS & TRADERS TRUST CO	None	Y	BGFRS	Yes, filed amendment(s)		7000	53388	53388	0	0	0			Yes			0	0	3
0001853914-23-000001	31-DEC-2022	Brassica Services LLC (T-A)	None	N	SEC	Yes, filed amendment(s)		3	84833	84833	0	0	0			Yes			0	0	0
0000275143-23-000004	31-DEC-2022	DST ASSET MANAGER SOLUTIONS, INC./TA	Some	Y	SEC	Yes, filed amendment(s)		335674	6020045	6020045	5510734	0	0			Yes			71572746	50872	1775
