ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0001277690-12-000008	foreignAgency	3	CIBC World Markets Inc. ('CIBC World Markets')	Not available	12-FEB-2003	Ontario & Quebec Securities Commissions, Canada	On February 12, 2003 each Commission approved a Settlement Agreement between CIBC World Markets and itself, whereby CIBC World Markets agreed to submit to a review of its practices relating to the disclosure of potential conflicts of interest in its equities research reports and institute changes ordered by the Commissions; to be reprimanded by the Commissions; and to pay $100,000 towards the costs of the Commissions' investigations. The Settlement Agreements were negotiated in relation to proceedings initiated by the Commissions as a result of CIBC World Markets violating Ontario and Quebec securities law by failing to adequately disclose the potential conflicts of interest inherent in recommendations it made, within five research reports, to purchase the shares of Shoppers Drug Mart Corporation ('Shoppers'). Specifically, the reports failed to adequately disclose that (i) CIBC World Markets had assumed an underwriting liability to Shoppers in the 12 months prior to the reports; (ii) CIBC World Markets, along with its affiliate, owned 7,450,000 shares of Shoppers; and (iii) Shoppers was indebted to CIBC (CIBC World Markets' parent corporation).	The Commissions approved a Settlement Agreement as specified in (v) above.
0001277690-12-000008	violationOfRegulations	5	The Bank of New York Mellon	SEC Admin. Proceeding File No. 3-12269	24-APR-2006	U.S. Securities and Exchange Commission	The SEC alleged that the Bank of New York Mellon(formerly, The Bank of New York, 'BNY') failed as a transfer agent to exercise reasonable care to ascertain the correct addresses of lost security holders and escheated assets belonging to those security holders to various states. As a result BNY entered into agreement to offer payment to certain security holders for property escheated erroneously (while reserving the right to pursue their claim for repayment with the State to which the property was escheated). In addition BNY paid a penalty of $250,000 and agreed to the retention of an independent consultant to review and evaluate certain of the Bank's policies and procedures.	See 10 (c) (2) (vi) above
0001277690-12-000008	enjoinedInvestmentRelatedActivity	1	CIBC Mellon Trust Company	Securities and Exchange Commission v. CIBC Mellon Trust Company	14-JAN-2005	U.S. Securities and Exchange Commission ('SEC')	CIBC Mellon Trust Company ('CMTC') submitted a Consent to Entry of Judgment (the 'Consent') which was presented by the SEC in the United States District Court for the District of Columbia (the 'Court') on February 16, 2005. In the Consent, and solely for the purpose of the injunctive action and any other proceedings arising out of the SEC's investigation brought by or on behalf of the SEC or to which the SEC is a party, CMTC consented to the entry of Final Judgment as to Defendant CMTC (the 'Final Judgment') without admitting or denying the matters set forth therein (other than those relating to the jurisdiction of the Court and the subject matter of the action). The Final Judgment, entered on February 24, 2005, resolved the allegations that CMTC had failed to register as a transfer agent with the SEC, that it had issued 'legend free' stock certificates of a company whose shares were not registered with the SEC, that one of its managers had accepted payments of stock from that company's officers to issue the certificates, and that it had acted as an unregistered broker or dealer in connection with its stock plan administration business. CMTC was permanently enjoined from prescribed violations of Securities Act Section 5, Exchange Act Section 10(b) and Rule 10b-5, Exchange Act Section 15(a), Exchange Act Section 17A(c)(1), and from aiding and abetting future violations of Exchange Act Section 10(b) or Rule 10b-5. CMTC also agreed to pay a civil monetary penalty of $5 million and disgorgement of $889,773 and prejudgment interest of $140,270. Payment was made on March 4, 2005. CMTC also consented, without admitting or denying the SEC complaint's allegations, to the entry of an SEC administrative order based on the Final Judgment on March 2, 2005 (the 'Order'). Pursuant to the Order, CMTC was censured and agreed to an undertaking to engage an independent consultant to review its relevant businesses and procedures. This matter responds to items 10B(1) and 10C(2).	Entry of Judgment on consent. See item (v) above for detail.
0001277690-12-000008	enjoinedInvestmentRelatedActivity	2	Canadian Imperial Bank of Commerce, ('CIBC')	Not available	22-DEC-2003	U.S. Securities and Exchange Commission ('SEC')	On December 22, 2003 the SEC filed a Complaint with the US District Court for the Southern District of Texas alleging that CIBC aided and abetted violations of the federal securities laws related to certain structured finance transactions between CIBC and the Enron Corporation including Enron's manipulation of its reported financial results through a series of financial transactions that were improperly reported by Enron as asset sales; that CIBC knew or was reckless in not knowing that loans were structured as asset sales for accounting and financial reporting purposes and therefore CIBC knowingly and substantially assisted Enron to file with the SEC false and misleading reports and failed to make and keep accurate books, records and accounts. Without admitting or denying any wrongdoing CIBC consented to the entry of a Final Judgment permanently enjoining CIBC from violation of Section 10(b) of the Exchange Act and Rule l0b-5 there under, Section 13(a) of the Exchange Act and Rules 12b-20, 13a-1 and 13a-13 there under, Section 13(b)(2) of the Exchange Act, Rule 13b2-1, and Section 13(b)(5) of the Exchange Act. This Final Judgment was also filed on December 22, 2003. On the same day CIBC deposited with the Court $80,000,000 in disgorgement, interest and a civil penalty. In addition to these sanctions CIBC also agreed that it will not seek any benefit from any offset or reduction of any investor's claim, and that it shall not seek reimbursement or indemnification, nor any tax deduction or credit for any of the amount paid. The SEC has agreed to not institute any proceedings against CIBC, its subsidiaries or affiliates pursuant to Sections 15(b), 15B, 15C, or 19(h) of the Exchange Act.	Final judgment as outlined in (v) above
0001277690-12-000008	falseStatementOrOmission	1	One or more control affiliates - see attached file for Question 10 data	See attached file for Question 10 data	11-FEB-2008	See attached file for Question 10 data	See attached file for Question 10 data	See attached file for Question 10 data
0001277690-12-000008	foreignAgency	1	CIBC World Markets (Japan) Inc. (CIBC Japan)	Not available	14-MAR-2001	Financial Services Agency, Japan ('FSA')	On March 14, 2001, the FSA entered an order against CIBC Japan suspending the business of its Financial Products Department from March 26, 2001 to March 30, 2001, suspending its business of acting as an intermediary in derivatives transactions and sale of monetary claims from March 26, 2001 to March 30, 2001, and requiring a submission of a Remedial Action Plan for implementation of a stronger internal control/compliance system, as a result of the FSA's findings that CIBC Japan violated the Japanese Securities and Exchange Law by conducting a Financial Products and Derivatives business for which it was not licensed and permitting the conduct of related sales activities by unregistered securities representatives.	Order entered as specified in (v) above.
0001277690-12-000008	foreignAgency	2	Canadian Imperial Bank of Commerce, Tokyo Branch	Not available	13-APR-2001	Financial Services Agency, Japan (FSA)	In an action related to the first item listed above under 10(f), on April 13, 2001, the FSA entered an order against the CIBC Branch suspending all business of the Equities Derivatives Department from April 23, 2001 to April 27, 2001 and requiring submission of a Remedial Action Plan to the FSA, as a result of the FSA's findings that the CIBC Branch violated the Japanese Banking Law and the Securities and Exchange Law by: (i) structuring/executing a Single Stock Option Linked Swap, (ii) structuring/executing a Nikkei Stock Index Linked Swap, (iii) structuring/executing inappropriate transactions which could be used for the intentional manipulation of accounting by customers, (iv) improperly handling conflict of interest/ information management due to the commingled business operations of CIBC Japan, the CIBC Branch and a service company in Japan, (v) poorly managing market, liquidity, operational and system risk, and (vi) insufficiently following up on observations made by CIBC's Internal Audit Department.	FSA entered order as specified in (v) above.
0001277690-12-000008	foreignAgency	7	The Bank of New York Mellon Corporation	Administrative Order Imposing a Fine	14-NOV-2010	Bundesanstalt fur Finanzdienstleistungsaufsicht - Germany	Bundesanstalt fur Finanzdienstleistungsaufsicht (the BaFin), the financial supervisory authority in Germany, alleged that The Bank of New York Mellon Corporation (BNY Mellon) violated certain supervisory duties under the Securities Trading Act (the Act). Under this Act, anyone whose shareholding in a German issuer reaches, exceeds or falls below 3%, 5%, 10%, 15%, 20%, 30%, 50% or 75% of the voting rights shall notify the issuer and the BaFin, without undue delay, and within four trading days at the latest. The BaFin alleged that: (1) notifications sent by BNY Mellon on behalf of certain subsidiaries to a German issuer and the BaFin of the reduction of its voting shares in the issuer below the 3% threshold was one month late and (2) BNY Mellon failed to take the supervisory measures required under the Act to prevent contravention of the shareholding notice obligations by its subsidiaries. On May 12, 2011, the BaFin issued an administrative order that: (1) determined that BNY Mellon negligently failed to comply with the supervisory requirements with respect to its subsidiaries in order to ensure compliance with the notification deadlines and (2) imposed against BNY Mellon an administrative fine of EUR 22,500.00 (approx. $31,725) and a fee (for procedural costs) of EUR 1,125.00 (approx. $1,586). BNY Mellon made payment effective May 27, 2011.	See  response in 10(f)(v) above.
0001277690-12-000008	foreignAgency	4	CIBC World Markets Inc.	Not available	21-DEC-2004	Market Regulation Services Inc., Toronto, Canada	Market Regulation Services Inc. ('RS') alleged that in 2002, a group of related clients with accounts at CIBC World Markets Inc. ('CIBC WM') engaged in suspicious trading in certain stocks and warrants listed on the TSX and the TSX Venture Exchanges, which had the appearance of manipulative and deceptive trading. The trading was carried out through numerous accounts held by the client group, including retail accounts and individual RRSP accounts and Direct Market Access trading accounts at CIBC Investor Services Inc. ('CIBC ISI'), CIBC WM and another unrelated investment dealer. It was alleged that CIBC WM did not fulfill its trading supervision obligations in relation to the client. On December 21, 2004, RS approved a settlement agreement with CIBC WM pursuant to which CIBC WM admitted that: CIBC WM failed to comply with its trading supervision obligations, contrary to Section 2-401(5) of the Rules of the Toronto Stock Exchange; and, in the period of April to December 2002, CIBC WM failed to comply with its trading supervision obligations, contrary to Universal Market Integrity Rule 7.1 (1) and Policy 7.1. As part of the Settlement Agreement CIBC WM was required to pay to RS a fine of $700,000 and $92,500 towards RS' investigation costs. CIBC WM also agreed to implement specified measures, by June 30, 2005, to ensure compliance with its obligations going forward.	December 21, 2004 Settlement Agreement as outlined in (v) above.
0001277690-12-000008	foreignAgency	5	CIBC Mortgages Inc.	Not available	23-JUL-2004	Financial Consumer Agency of Canada (FCAC); Ottawa, Ontario, Canada	The FCAC found that CMI had failed to disclose, in an initial disclosure statement for its mortgage agreements, the amount of a payment frequency change charge.	FCAC issued a Notice of Violation and imposed a penalty for the violation in the amount of $50,000.
