ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0000896852-14-000021	SEC	Invesco Investment Services, Inc.		453936	Y	713-626-1919	N	Y	Y	N	Corporation		N	N	N	N	N	N	Y	Y	N	Y	Y	Y	N	Y	N	N	N	Y	N	N	Y	Y	N	N
0001007444-14-000012	SEC	LPL Financial LLC	LPL Financial Corporation	008698	N	858-450-9606	N	N	N	N	Other	LLC	Y	N	N	N	N	N	N	Y	N	Y	N	Y	N	Y	N	N	Y	Y	N	N	N	N	Y	N
0000914317-14-000860	SEC	Registrar and Transfer Corporation - New York	Registrar and Transfer Company (New York)	401265	N	(908) 497-2300	N	N	Y	N	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N
0000914317-14-000859	SEC	Registrar and Transfer Company (New Jersey)		402032	N	(908) 497-2300	N	N	N	Y	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N
0000913181-14-000005	SEC	Rydex Fund Services, LLC		269647	N	301-296-5100	N	N	Y	Y	Other	Limited Liability Company	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0001559963-14-000003	SEC	BNY Mellon International Operations (India) Private Limited		347971	N	412-236-6365	N	N	N	Y	Corporation		N	N	Y	Y	Y	N	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	N	Y	Y	N	N
0000849542-14-000004	SEC	BNY Mellon Investment Servicing (US) Inc.		418772	N	508-871-8500	Y	N	Y	Y	Corporation		N	N	Y	Y	Y	N	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	N	Y	Y	N	N
0000950123-14-006792	SEC	TRI-CONTINENTAL CORPORATION		339572	Y	401-824-5828	N	Y	Y	N	Not Applicable																									
0001253179-14-000004	SEC	Gemini Fund Services, LLC		277186	N	402-896-7197	Y	N	Y	Y	Other	Limited Liability Company	N	N	N	N	N	N	Y	Y	N	N	N	N	Y	N	Y	N	N	Y	N	Y	N	N	N	N
0001557183-14-000011	SEC	ASCENSUS COLLEGE SAVINGS RECORDKEEPING SERVICES LLC	UPROMISE INVESTMENTS RECORDKEEPING SERVICES LLC	347856	N	617-454-6400	Y	N	Y	N	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
