ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0000769188-18-000002	otherControlManagement	1	Sun Life Financial Inc.	MFS Service Center, Inc. is a direct subsidiary of Massachusetts Financial Services Company, which in turn is an indirect, majority-owned subsidiary of Sun Life Financial Inc.
0000913181-18-000003	otherControlManagement	11	Mitsubishi UFJ Trust & Banking Corporation	Provides strategic planning for the Global MUFG Investor Services Division, including MUFG Investor Services (US) LLC
0000913181-18-000003	otherControlManagement	10	MUFG Bank, Ltd.	96.2% ownership stake in MUFG Americas Holding Corporation
0000913181-18-000003	otherControlManagement	1	Nikolaos Bonos	Managing Director/Board Manager of MUFG Investor Services (US) LLC
0000913181-18-000003	otherControlManagement	2	Toshihiro Abe	Managing Director/Board Manager and Treasurer of MUFG Investor Services (US) LLC
0000913181-18-000003	otherControlManagement	3	Nicholas Sgammato	Chief Compliance Officer of MUFG Fund Services (USA) LLC
0000913181-18-000003	otherControlManagement	4	James Fisher	Chief Risk Officer of MUFG Fund Services (USA) LLC
0000913181-18-000003	otherControlManagement	8	Kazuhide Aisa	Board Manager of MUFG Investor Services (US) LLC
0000913181-18-000003	otherControlManagement	5	Michael Rucci	Board Manager of MUFG Investor Services (US) LLC and CEO/President of MUFG Fund Services (USA) LLC
0000913181-18-000003	otherControlManagement	6	Hiroshi Nakazawa	Board Manager of MUFG Investor Services (US) LLC and Deputy President of MUFG Fund Services (USA) LLC
0000913181-18-000003	otherControlManagement	7	Joseph Arruda	Managing Director of MUFG Investor Services (US) LLC
0000913181-18-000003	otherControlManagement	9	MUFG Americas Holding Corporation	100% ownership stake in MUFG Fund Services (USA) LLC
0000913181-18-000003	otherControlManagement	12	Mitsubishi UFJ Financial Group, Inc.	100% ownership stake in MUFG Bank, Ltd. and Mitsubishi UFJ Trust & Banking Corporation; 3.8% ownership stake in MUFG Americas Holding Corporation
0001018490-18-000012	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001018490-18-000012	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0000817712-18-000007	otherControlManagement	1	Thrivent Financial for Lutherans	TFL is the parent company of Thrivent Financial Holdings, Inc.
0001007444-18-000014	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001548847-18-000011	otherControlManagement	1	SS&C Fund Administration Company	SS&C (Canada) Limited is a wholly owned subsidiary of SS&C Fund Administration Company
0001548847-18-000011	otherControlManagement	2	SS&C Technologies Holdings, Inc.	SS&C (Canada) Limited is a wholly owned indirect subsidiary of SS&C Technologies Inc.
0001548847-18-000010	otherControlManagement	1	SS&C Technologies, Inc.	SS&C (USA) Inc. is a wholly owned subsidiary of SS&C Technologies, Inc.
0001548847-18-000010	otherControlManagement	2	SS&C Technologies Holdings, Inc.	SS&C (USA) Inc. is a wholly owned indirect subsidiary of SS&C Technologies Holdings, Inc.
0001432532-18-000007	otherControlManagement	2	Templeton Worldwide, Inc.	100% Ownership of Templeton International, Inc.
0001432532-18-000007	otherControlManagement	1	Templeton International, Inc.	100% Ownership of Franklin Templeton Luxembourg S.A.
0001432532-18-000007	otherControlManagement	3	Franklin Resources, Inc.	100% Ownership of Templeton Worldwide, Inc.
0001448300-18-000010	otherControlManagement	1	Refer to attachment r9(a)(i)	"Putnam Investor Services, Inc. is a direct subsidiary of Putnam U.S. Holdings I, LLC, which in turn is a direct subsidiary of Putnam Acquisition Financing LLC. Putnam Acquisition Financing LLC. is a direct subsidiary of Putnam Acquisition Financing Inc. Putnam Acquisition Financing Inc. is a direct subsidiary of Putnam Investments, LLC. Putnam Investments, LLC is a direct subsidiary of Great-West Lifeco U.S. LLC. Great-West Lifeco U.S. LLC is a direct subsidiary of Great-West Financial (Nova Scotia) Co. Great-West Financial (Nova Scotia) Co. is a direct subsidiary of Great-West Financial (Canada) Inc. Great-West Financial (Canada) Inc. is a direct subsidiary of Great-West Lifeco Inc. Great-West Lifeco Inc. is a direct subsidiary of Power Financial Corporation. Power Financial Corporation is a direct subsidiary of 171263 Canada Inc. 171263 Canada Inc. is a direct subsidiary of Power Corporation of Canada. Power Corporation of Canada is a direct subsidiary of Pansolo Holdings Inc. Pansolo Holdings Inc. is owned by The Desmarais Family Residuary Trust (the ""Trust""), which is the ultimate parent of Putnam Investor Services, Inc. The Trustees of the Trust are Andre Desmarais, Sophie Desmarais, Paul Desmarais Jr., Guy Fortin, and Michel Plessis-Belair. Decisions with respect to voting the shares of Power Corporation of Canada held directly and indirectly by the Trust are determined by a majority of the Trustees of the Trust, excluding Sophie Desmarais. The Trustees of the Trust (other than Ms. Sophie Desmarais) are listed above in this capacity, without conceding that they ""control,"" or any individual trustee ""controls,"" Putnam Investor Services, Inc."
0001747870-18-000002	otherControlFinance	1	Templum Inc	Holding Company
0001747870-18-000002	otherControlManagement	1	Vincent Molinari	Operating Agreement
0001018490-18-000010	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-18-000010	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001557183-18-000006	otherControlManagement	1	AqGen Island Intermediate Holdings III, Inc	100% Shareholder
0001557183-18-000006	otherControlManagement	2	AqGen Ascensus, Inc.	100% Shareholder
0001007444-18-000012	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001432532-18-000005	otherControlManagement	3	Franklin Resources, Inc.	100% Ownership of Templeton Worldwide, Inc.
0001432532-18-000005	otherControlManagement	2	Templeton Worldwide, Inc.	100% Ownership of Templeton International, Inc.
0001432532-18-000005	otherControlManagement	1	Templeton International, Inc.	100% Ownership of Franklin Templeton Luxembourg S.A.
0001432532-18-000004	otherControlManagement	3	Franklin Resources, Inc.	100% Ownership of Templeton Worldwide, Inc.
0001432532-18-000004	otherControlManagement	2	Templeton Worldwide, Inc.	100% Ownership of Templeton International, Inc.
