ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0000769188-18-000002	corporationPartnership	4	Margarheeta C. Wise	01-JAN-2015	Director and President	NA	true		
0000769188-18-000002	corporationPartnership	1	Massachusetts Financial Services Company	03-MAY-1985	Corporate Parent	E	true		
0000769188-18-000002	corporationPartnership	2	Robert J. Manning	06-FEB-2004	Director and Chairman of the Board	NA	true		
0000769188-18-000002	corporationPartnership	5	Heidi W. Hardin	06-MAR-2017	Secretary	NA	true		
0000769188-18-000002	corporationPartnership	6	Jillian J. Daghlian	17-APR-2018	Treasurer	NA	true		
0000769188-18-000002	corporationPartnership	3	Seth Berger	21-AUG-2014	Treasurer	NA	true		18-APR-2018
0001689934-18-000007	soleProprietorship	3	Alan Sasserath	09-OCT-2009	Member of Sasserath & Zoraian LLP			Non active owner of S&Z Fund Services LL	
0001689934-18-000007	soleProprietorship	1	Sasserath & Zoraian LLP	01-OCT-2009	Owner			100 % Owned	
0001689934-18-000007	soleProprietorship	2	Gregory Zoraian	09-OCT-2009	Member of Sasserath & Zoraian LLP			Directorof S&Z Fund Services LLC	
0001285911-18-000003	corporationPartnership	3	Prasanna Dhore	28-FEB-2003	Director, Chairman	NA			11-JUL-2007
0001285911-18-000003	corporationPartnership	14	Alban Miranda	19-MAY-2016	Chief Financial Officer and Treasurer	NA			
0001285911-18-000003	corporationPartnership	13	Jeffrey M. Soltes	12-NOV-2015	Chief Financial Officer and Treasurer	NA			01-APR-2016
0001285911-18-000003	corporationPartnership	12	Irene Pappas	10-DEC-2012	Director and President	NA			
0001285911-18-000003	corporationPartnership	11	Bradley J. Skapyak	20-MAY-2010	Director and Chairman of the Board	NA			
0001285911-18-000003	corporationPartnership	10	Matthew Perrone	01-JUN-2009	Director and Vice President	NA			
0001285911-18-000003	corporationPartnership	9	Stephen J. Storen	20-OCT-2008	Chief Compliance Officer	NA			01-DEC-2014
0001285911-18-000003	corporationPartnership	8	The Bank of New York Mellon Corporation	01-JUL-2007	Ultimate Parent Company	E	true		
0001285911-18-000003	corporationPartnership	7	William H. Maresca	15-OCT-2007	Director and Vice Chairman	NA			
0001285911-18-000003	corporationPartnership	6	Gary Pierce	01-JUL-2005	Chief Financial Officer and Treasurer	NA			02-NOV-2015
0001285911-18-000003	corporationPartnership	5	Joni L. Charatan	01-AUG-2005	Chief Legal Officer, VP and Secretary	NA			28-APR-2017
0001285911-18-000003	corporationPartnership	2	J. David Officer	01-FEB-2002	Director	NA			29-MAY-2009
0001285911-18-000003	corporationPartnership	1	The Dreyfus Corporation	23-JUN-1995	Parent Company	E	true		
0001285911-18-000003	corporationPartnership	4	Patrick Synan	21-MAY-1998	Director, President	NA			16-NOV-2012
0000950123-18-009378	corporationPartnership	4	Tane T. Tyler	01-AUG-2014	Director, VP, CLO, Secretary	NA	true		
0000950123-18-009378	corporationPartnership	3	Marijn P. Smit	01-AUG-2014	Director, President, CEO	NA	true		
0000950123-18-009378	corporationPartnership	2	Christopher Alan Staples	28-JAN-2005	Director	NA	true		
0000950123-18-009378	corporationPartnership	6	Transamerica Premier Life Insurance Company	01-OCT-2014	Owner	C	true		03-FEB-2017
0000950123-18-009378	corporationPartnership	5	AUSA Holding Company	31-DEC-2004	Owner	D	true		
0000950123-18-009378	corporationPartnership	1	Brenda Lee Smith	01-JUL-2006	Sr. Vice President	NA	true		03-FEB-2017
0001452780-18-000003	corporationPartnership	8	Douglas Wayne Fleming	09-MAR-2016	Director	NA	true		22-AUG-2018
0001452780-18-000003	corporationPartnership	3	DST Systems, Inc.	30-APR-2005	Indirect Ownership	NA			
0001452780-18-000003	corporationPartnership	2	DST HealthCare Holdings, Inc.	30-APR-2005	75.42% Owner	E			
0001452780-18-000003	corporationPartnership	1	Pacific Ventures	02-MAY-2005	24.58% Owner	B			
0001452780-18-000003	corporationPartnership	6	Ian Harris	24-MAR-2015	Director	NA	true		
0001452780-18-000003	corporationPartnership	5	Raju Penmatcha	31-DEC-2009	Head of BPO Services	NA	true		
0001452780-18-000003	corporationPartnership	7	Raju P Srinivasa	15-DEC-2015	Director	NA	true		
0001452780-18-000003	corporationPartnership	4	Manjula Cherukuri	21-MAR-2005	Head of Finance	NA	true		
0000913181-18-000003	soleProprietorship	1	MUFG Fund Services (USA) LLC	01-JUL-2017	Sole Proprietor			100% ownership of MUFG Investor Services	
0001018490-18-000012	corporationPartnership	2	Deutsche Bank Trust Corporation (DBTC)	12-DEC-1991	Owner of 100% DBHold	E			
0001018490-18-000012	corporationPartnership	1	Deutsche Bank Holdings, Inc. (DBHold)	12-DEC-1991	Owner of 100% Registrant	E			
0001018490-18-000012	corporationPartnership	3	DB USA Corporation	01-JUL-2016	Owner of 100% of DBTC	E			
0001018490-18-000012	corporationPartnership	6	Martha Rebecca Elizabeth Robertson	20-MAY-2014	Director	NA	true		
