ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0000892712-24-000062	otherControlManagement	2	Louis Morgan	Primary Shareholder of Block Time Financial, Inc.
0000892712-24-000062	otherControlManagement	1	Bruce Rosenheimer	Primary Shareholder of Block Time Financial, Inc.
0001550840-24-000006	otherControlManagement	2	SS&C Technologies Holdings, Inc.	SS&C (Canada) Limited is a wholly owned indirect subsidiary of SS&C Technologies Inc.
0001550840-24-000006	otherControlManagement	1	SS&C Fund Administration Company	SS&C (Canada) Limited is a wholly owned subsidiary of SS&C Fund Administration Company
0001557183-24-000002	otherControlManagement	3	MERCURY INTERMEDIATE I, INC.	100% Shareholder of Mercury Intermediate II, Inc.
0001557183-24-000002	otherControlManagement	6	ASCENSUS GROUP HOLDINGS, INC.	100% SHAREHOLDER OF ASCENSUS HOLDINGS, INC.
0001557183-24-000002	otherControlManagement	4	MERCURY PARENT HOLDINGS, INC.	100% Shareholder of Mercury Intermediate I, Inc.
0001557183-24-000002	otherControlManagement	5	TRIDENT VIII, L.P.	Shareholder
0001557183-24-000002	otherControlManagement	1	Ascensus Holdings, Inc.	100% Shareholder of Ascensus Group, LLC
0001557183-24-000002	otherControlManagement	2	MERCURY INTERMEDIATE II, INC.	100% Shareholder of Ascensus Group Holdings, Inc.
0001062993-24-007173	otherControlManagement	1	OLYMPIA FINANCIAL GROUP INC.	OLYMPIA TRUST COMPANY IS WHOLLY OWNED SUBSIDIARY OF OLYMPIA FINANCIAL GROUP INC. OLYMPIA FINANCIAL GROUP INC. IS A PUBLIC CORPORATION ON THE TSX EXCHANGE (SYMBOL: OLY)
0001999371-24-003960	otherControlManagement	3	Sreekech Cheriyathu	Director
0001999371-24-003960	otherControlManagement	2	Anand Ramakrishnan	Managing Director
0001999371-24-003960	otherControlManagement	1	Thera Prins	Chairperson of the Board
0001999371-24-003960	otherControlManagement	4	Karthikeyan Shankaran	Director
0001999371-24-003960	otherControlManagement	6	Andrew Peeler	Chief Financial Officer
0001999371-24-003960	otherControlManagement	7	David L. Becker	Legal Counsel
0001999371-24-003960	otherControlManagement	5	Ramanujam Mahadevan Srinivasan	Director
0001920641-24-000002	otherControlManagement	1	DigiShares Inc.	100% owner of DigiShares TA LLC. Claus Skaaning - CEO & Founder of DigiShares Inc. - is the Control Person.
0001018490-24-000008	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
