ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000024179-22-000003	31-DEC-2021	CONTINENTAL STOCK TRANSFER & TRUST CO /TA	None	Y	SEC	Not applicable		478898	1997194	1997194	14350	145244	0			Yes			0	0	2317
0001837247-22-000004	31-DEC-2021	BYRON DEVON LYNCH IV ESTATE	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001073944-22-000002	31-DEC-2021	UMB FUND SERVICES INC	None	Y	SEC	Not applicable		296402	580831	580831	101638	363930	0			Yes			3637607	105663	74
0001104659-22-089305	31-DEC-2021	VStock Transfer, LLC	None	Y	SEC	No, failed to file amendment(s)	Did not timely amend Section 6 and Section 10(c)(2)	13596	204043	204043	0	20157	0			Yes			0	0	0
0000818238-22-000002	31-DEC-2021	COMMONWEALTH FUND SERVICES INC /TA	None	N	SEC	Not applicable		2628	14883	14883	13016	14883	0			Yes			79903	17	0
0001104659-22-087208	31-DEC-2021	Heritage U.S. Transfer Corp	None	N	SEC	Not applicable		73	3715	3715	0	0	0			Yes			0	0	0
0001139578-22-000006	31-DEC-2021	HARBOR SERVICES GROUP INC /TA	None	N	SEC	Not applicable		1921	57019	57019	52779	0	0			Yes			643069	38	9
0001839501-22-000011	31-DEC-2021	IPG STOCK TRANSFER SERVICES, INC.	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001807695-22-000006	31-DEC-2021	Otis Secure LLC	None	N	SEC	No, failed to file amendment(s)	We experienced personnel issues in 2020-21, resulting in the departures of TA management. We are committed to maintaining a compliant business but ran into problems due to these personnel issues. Accordingly, we failed to timely file SEC Form TA-1/A.	34418	6492	6492	0	0	0			Yes			0	0	0
0001807695-22-000005	31-DEC-2020	Otis Secure LLC	None	N	SEC	Yes, filed amendment(s)		1022	2849	2849	0	0	0			Yes			0	0	0
0001810222-22-000001	31-DEC-2021	XX Investments LLC	None	N	SEC	Not applicable		0	72078	72078	0	72078	0			Not Applicable			0	0	0
0000894189-22-004787	31-DEC-2021	US BANCORP FUND SERVICES LLC /TA/	None	Y	OCC	Not applicable		36693	2311866	2311866	1914664	0	0			Not Applicable			13135517	427044	283
