ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0000817712-09-000014	SEC	Thrivent Financial Investor Services Inc.		473165	Y	612-844-5704	N	Y	Y	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	N	N
0001018490-09-000021	SEC	DB Services Tennessee, Inc.		955203	N	(615) 835-3100	N	N	N	Y	Corporation		Y	Y	Y	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0000088525-09-000666	SEC	Security Investors, LLC		746495	N	785-438-3000	Y	Y	N	Y	Other	Limited Liability Company	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N
0000088525-09-000656	SEC	se2, inc.		336479	N	785-438-3000	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N
0000088525-09-000655	SEC	Security Benefit Life Insurance Company		368670	N	785-438-3000	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N
0001073944-09-000005	SEC	UMB Fund Services, Inc.		852947	N	414-299-2000	N	N	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000772037-09-000015	SEC	Columbia Management Services, Inc.		027748	Y	(617) 772-3348	Y	N	Y	N	Corporation		N	N	N	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	Y	N	Y	Y	N	N	Y	Y	N	N
0000842657-09-000029	SEC	DWS Investments Service Company		417949	Y	212-454-8758	N	Y	Y	N	Corporation		N	N	Y	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	Y	Y	Y	N	N
0001467636-09-000005	SEC	Putnam Fiduciary Trust Company		339838	Y	617-760-3579	N	Y	N	N	Not Applicable																									
0001376474-09-000181	SEC	Clean Coal Technologies, Inc.		341776	N	954-344-2727	N	Y	N	N	Not Applicable				N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001466955-09-000012	SEC	Loyal3 Transfer Corporation	StockLINC Corporation	340810	N	4159810700	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000862124-09-000014	SEC	Fidelity Investments Institutional Operations Company, Inc.		428219	Y	(508) 787-7000	Y	Y	Y	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	Y	N	N
0001144204-09-063705	SEC	American Stock Transfer & Trust Company, LLC		404194	Y	718-921-8209	Y	N	N	Y	Other	NY Limited Liability Trust Co.	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001030030-09-000005	SEC	Nottingham Shareholder Services LLC	North Carolina Shareholder Services, LLC	028878	Y	800-773-3863	N	N	N	N	Other	LLC	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001352392-09-000273	SEC	Pacific Stock Transfer Company		406868	N	702-361-3033	N	N	Y	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N
0000950123-09-068793	SEC	Grubb & Ellis Equity Advisors, Transfer Agent, LLC	Grubb & Ellis Investor Solutions, LLC	341164	N		N	Y	N	N	Not Applicable																									
0001352392-09-000271	SEC	PacWest Transfer, LLC		267518	N	702-270-9676	N	N	Y	N	Other	LLC	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001007444-09-000016	SEC	LPL Financial Corporation		008698	N	858-450-9606	N	N	N	N	Corporation		Y	N	N	N	N	N	Y	Y	N	Y	N	Y	N	Y	N	N	N	Y	N	N	N	Y	Y	N
0000788603-09-000010	SEC	National Financial Data Services, Inc.		209809	N	816-843-8649	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000275143-09-000009	SEC	Boston Financial Data Services, Inc.		209809	N	617-483-7000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	Y	Y	N	N
0000842657-09-000027	SEC	DWS Investments Service Company		417949	Y	212-454-8758	N	Y	Y	N	Corporation		N	N	Y	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	Y	Y	Y	N	N
0000810417-09-000048	SEC	Edward D. Jones & Co., L.P., dba Edward Jones		000570	Y	314-515-1855	N	Y	N	Y	Other	Limited Partnership	N	N	N	N	N	Y	Y	Y	N	Y	Y	Y	N	Y	Y	N	Y	Y	N	N	N	Y	N	N
0001170078-09-000013	SEC	Janus Services LLC		265660	N	303-333-3863	Y	Y	Y	N	Not Applicable																									
0001277690-09-000007	SEC	CIBC Mellon Trust Company		283580	N	416-643-5000	Y	N	Y	N	Corporation		N	N	N	N	Y	Y	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	N	Y	N	N	N
0001204459-09-002237	SEC	Olympia Trust Company		061006	N	403-261-0900	Y	N	Y	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000071138-09-000008	SEC	Nevada Agency and Transfer Company		404012	N	775-322-0626	N	N	Y	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
