ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0002037589-24-000004	soleProprietorship	4	ELIZABETH MAGDALENA WILLMORE	12-SEP-2024	CCO			APPLICANT COMPLIANCE OFFICER	
0002037589-24-000004	soleProprietorship	2	WILLIAM MICHAEL CLARK	12-SEP-2024	CEO			DIRECT & MANAGE APPLICANT	
0002037589-24-000004	soleProprietorship	1	MICROVENTURES INC.	12-SEP-2024	LLC MEMBER			OWNER	
0002037589-24-000004	soleProprietorship	3	TYLER RANDALL GRAY	12-SEP-2024	PRESIDENT			DIRECT & MANAGE APPLICANT	
0002037589-24-000004	soleProprietorship	5	WILLIAM MICHAEL CLARK	12-SEP-2024	SHAREHOLDER			MICROVENTURES INC. SHAREHOLDER 50%-75%	
0000872657-24-000010	corporationPartnership	1	T. Rowe Price Associates, Inc. 	01-JUN-1982	Shareholder	E	true		
0000872657-24-000010	corporationPartnership	3	Peter DeLibro	01-JAN-2022	Director	NA	true		
0000872657-24-000010	corporationPartnership	4	Kelly Zimmerman	01-JAN-2022	Director	NA	true		
0000872657-24-000010	corporationPartnership	2	Phil Korenman	01-JAN-2022	Chair/Director	NA	true		
0000896852-24-000011	corporationPartnership	8	Terry Gibson Vacheron	15-MAR-2022	Chief Financial Officer	NA	true		
0000896852-24-000011	corporationPartnership	3	Debra Gene Kiemsteadt	05-NOV-2019	Senior Vice President	NA	true		
0000896852-24-000011	corporationPartnership	2	Trisha Bell Hancock	09-NOV-2018	Senior Vice President	NA	true		
0000896852-24-000011	corporationPartnership	1	Crissie McMennamy Wisdom	01-APR-2013	Anti-Money Laundering Compliance Officer	NA	true		
0000896852-24-000011	corporationPartnership	9	Jesse James Dean	15-MAR-2022	Senior Vice President	NA	true		
0000896852-24-000011	corporationPartnership	7	Rhonda Jo Dixon-Gunner	01-MAR-2022	Director, President	NA	true		
0000896852-24-000011	corporationPartnership	6	Invesco Advisers, Inc.	31-DEC-2009	Sole Voting Shareholder	E	true		
0000896852-24-000011	corporationPartnership	5	John Mark Zerr	30-MAY-2007	Director, Vice President	NA	true		31-JUL-2024
0000896852-24-000011	corporationPartnership	4	Laura Slowensky Stanley	05-NOV-2019	Senior Vice President	NA	true		
0000896852-24-000011	corporationPartnership	12	Glenn Brightman	31-JUL-2024	Director	NA	true		
0000896852-24-000011	corporationPartnership	10	Melanie Ringold	31-DEC-2022	Secretary	NA	true		
0000896852-24-000011	corporationPartnership	11	Veronica Castillo	07-MAR-2024	Director	NA	true		
0000734700-24-000005	corporationPartnership	3	Denis Patrick Coleman III	15-JAN-2022	Managing Director, Manager	NA	true		
0000734700-24-000005	corporationPartnership	2	John Edward Waldron	15-DEC-2018	Managing Director, CEO, Manager	NA	true		
0000734700-24-000005	corporationPartnership	1	David Michael Solomon	15-APR-2017	Managing Director, Manager	NA	true		
0000734700-24-000005	corporationPartnership	5	The Goldman Sachs Group, Inc.	15-APR-2017	Class A Member	E	true		
0000734700-24-000005	corporationPartnership	4	Ericka T Horan	15-FEB-2022	Managing Director, Manager	NA	true		01-DEC-2023
0000734700-24-000005	corporationPartnership	6	Kathryn Helen Ruemmler	01-DEC-2023	Managing Director, CLO, Manager	NA	true		
0002028071-24-000003	soleProprietorship	1	Jillian Horbach 	03-AUG-2023	President			President of the Trust	
0002028071-24-000003	soleProprietorship	2	QUAWAIN STAUD Trust	03-AUG-2023	Legal Trust servicing its own securities			A trust servicing its own securities	
0000896852-24-000009	corporationPartnership	13	Shalomi Abraham	19-AUG-2019	SVP, Head of Legal-Canada	NA	true		
0000896852-24-000009	corporationPartnership	19	Jordan Andrew Krugman	14-JUN-2021	Chief Financial Officer	NA	true		
0000896852-24-000009	corporationPartnership	12	Jacqueline (Kate) Archibald	01-FEB-2020	SVP, Head of Compliance Canada	NA	true		
0000896852-24-000009	corporationPartnership	6	John Mark Zerr	01-MAR-2019	Director	NA	true		30-AUG-2024
0000896852-24-000009	corporationPartnership	5	John Mark Zerr	01-MAR-2019	President	NA	true		30-AUG-2024
0000896852-24-000009	corporationPartnership	10	Jason MacKay	10-JUN-2019	Director	NA	true		
0000896852-24-000009	corporationPartnership	9	James Charles Russell	10-JUN-2019	Director	NA	true		
0000896852-24-000009	corporationPartnership	8	John Mark Zerr	01-MAR-2019	Chairman	NA	true		30-AUG-2024
0000896852-24-000009	corporationPartnership	14	Shalomi Abraham	01-JAN-2019	Secretary	NA	true		
0000896852-24-000009	corporationPartnership	16	Shane Ezra Sadinsky	01-FEB-2021	Chief Financial Officer, Funds	NA	true		
0000896852-24-000009	corporationPartnership	15	Jacqueline (Kate) Archibald	24-FEB-2020	Chief Compliance Officer	NA	true		
0000896852-24-000009	corporationPartnership	11	Jason MacKay	01-FEB-2018	Head of Wealth Management Intermediaries	NA	true		
0000896852-24-000009	corporationPartnership	4	Invesco, Inc.	30-NOV-2017	Sole Voting Shareholder	E	true		
0000896852-24-000009	corporationPartnership	3	Michael Henry Peck	20-JUL-2015	SVP Institutional Investments	NA	true		31-MAR-2023
0000896852-24-000009	corporationPartnership	2	James Douglas Kingston	01-JAN-2011	Head of Product Management, ETFs and Alt	NA	true		
