ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0000735286-23-000013	3	otherBusinessLocation	7900 Windrose Avenue  Plano TX 75024
0000735286-23-000013	1	principalOfficeAddress	100 Vanguard Boulevard M39 Malvern PA 19355-2900
0000735286-23-000013	1	otherBusinessLocation	2525 Water Ridge Parkway 1 North Falls Plaza Charlotte NC 28217
0000735286-23-000013	2	otherBusinessLocation	14321 North Northsight Blvd  Scottsdale AZ 85260
0001073944-23-000006	1	otherBusinessLocation	223 Wilmington West Chester Pike Suite 303 Chadds Ford PA 19317
0001073944-23-000006	1	principalOfficeAddress	235 W. Galena Street  Milwaukee WI 53212
0001073944-23-000006	2	otherBusinessLocation	2225 Washington Blvd. Suite 300 Ogden UT 84401
0000950123-23-005778	1	principalOfficeAddress	655 Broad Street Prudential Tower - 17th Floor Newark NJ 07102
0000950123-23-005778	1	otherBusinessLocation	Letterkenny Office Park, Windyhall Letterkenny Donnegal L2 00000
0001285911-23-000003	2	mailingAddress	240 Greenwich Street  New York NY 10286
0001285911-23-000003	1	principalOfficeAddress	144 Glenn Curtiss Boulevard  Uniondale NY 11556
0000275143-23-000006	2	otherBusinessLocation	330 W 9th St  Kansas City MO 64105
0000275143-23-000006	4	otherBusinessLocation	2000 Crown Colony Drive  Quincy MA 02169
0000275143-23-000006	1	otherBusinessLocation	7201 E 64th Ct  Kansas City MO 64133
0000275143-23-000006	2	mailingAddress	1055 Broadway St, 7th FL ATTN LEGAL DEPT KANSAS CITY MO 64105
0000275143-23-000006	1	principalOfficeAddress	1055 Broadway St  Kansas City MO 64105
0000275143-23-000006	3	otherBusinessLocation	430 W 7th St  Kansas City MO 64105
0000275143-23-000005	4	otherBusinessLocation	1055 Broadway  Kansas CIty MO 64105
0000275143-23-000005	3	otherBusinessLocation	430 W 7th St  Kansas City MO 64105
0000275143-23-000005	2	otherBusinessLocation	330 W 9th Street  Kansas City MO 64105
0000275143-23-000005	1	otherBusinessLocation	7201 E 64th Court  Kansas City MO 64133
0000275143-23-000005	1	principalOfficeAddress	2000 Crown Colony Drive  Quincy MA 02169
0000842657-23-000016	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0001493152-23-020704	1	principalOfficeAddress	17755 US highway 19 N #140 Clearwater FL 33764
0000353291-23-000004	2	otherBusinessLocation	100 First Stamford Pl  Stamford CT 06902
0000353291-23-000004	1	otherBusinessLocation	100 Fountain Parkway  St. Petersburg FL 33716
0000353291-23-000004	1	principalOfficeAddress	3344 Quality Drive  Rancho Cordova CA 95670
0001227021-23-000005	5	otherBusinessLocation	For non-qualifying securities Orange Office Park, ul. Klimeckiego 1 Krakow R9 
0001227021-23-000005	1	principalOfficeAddress	50 Post Office Square  Boston MA 02110
0001227021-23-000005	3	otherBusinessLocation	For non-qualifying securities 80, Route D'Esch L-1470 Luxembourg N4 
0001227021-23-000005	4	otherBusinessLocation	For non-qualifying securities 13/F Man Yee Building, 68 Des Voeux Road Hong Kong K3 
0001227021-23-000005	2	otherBusinessLocation	For non-qualifying securities 30 Herbert Street Dublin 2 L2 
0001227021-23-000005	1	otherBusinessLocation	185 Hudson Street Suite 1150 Jersey City NJ 07311
0001451217-23-000005	1	principalOfficeAddress	1 Freedom Valley Drive  Oaks PA 19456
0001609267-23-000002	2	otherBusinessLocation	475 Kilvert Street Suite 300 Warwick RI 02886
0001609267-23-000002	1	otherBusinessLocation	1001 E 101st Terrace Suite 200 Kansas City MO 64131
0001609267-23-000002	3	otherBusinessLocation	9070 S Rita Road  Tucson AZ 85747
0001609267-23-000002	1	principalOfficeAddress	95 Wells Avenue Ste 160 Newton MA 02459
0000080255-23-002790	2	otherBusinessLocation	Financial Center Two 2220 Briargate Parkway Colorado Springs CO 80920
0000080255-23-002790	2	mailingAddress	100 E. Pratt Street  Baltimore MD 21202
0000080255-23-002790	1	otherBusinessLocation	Financial Center One 2260 Briargate Parkway Colorado Springs CO 80920
0000080255-23-002790	1	principalOfficeAddress	4515 Painters Mills Road  Owings Mills MD 21117
0001419454-23-000002	1	principalOfficeAddress	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore K7 560 071
0001419454-23-000002	2	mailingAddress	245 Summer Street Mail Zone OSGN Attn: TA Compliance Boston MA 02210
0001419454-23-000002	1	otherBusinessLocation	Manyata Embassy Bus. Park: Outer Ring Rd Hebbal - Krishnarajpuram Section Bangalore K7 560 045
0001419454-23-000002	2	otherBusinessLocation	8th & 9th Flr Neville, TRIL Infopark Ltd Rajiv Gandhi Salai (OMR), Taramani Chennai K7 600113
0000842657-23-000013	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0001018490-23-000021	1	principalOfficeAddress	5022 Gate Parkway Suite 200 Jacksonville FL 32256-7088
0001903596-23-000448	1	principalOfficeAddress	100 Pine Street Suite 1250 San Francisco CA 94111
0001903596-23-000447	1	principalOfficeAddress	6725 VIA AUSTI PARKWAY SUITE 300 LAS VEGAS NV 89119
0000734700-23-000005	1	principalOfficeAddress	71 S Wacker Drive Suite 1200 Chicago IL 60606
0001977841-23-000001	1	principalOfficeAddress	65 SOUTHGATE DRIVE  PETAL MS 39465
0001170078-23-000004	1	otherBusinessLocation	720 S. Colorado Blvd.  Denver CO 80246
0001170078-23-000004	1	principalOfficeAddress	151 Detroit Street  Denver CO 80206
0001846640-23-000004	1	principalOfficeAddress	250 West 34th Street 3rd Floor New York NY 10119
0001853933-23-000003	1	principalOfficeAddress	446 Broadway 2nd Floor New York NY 10013
0000005076-23-000004	1	principalOfficeAddress	6455 Irvine Center Drive  Irvine CA 92618
0000005076-23-000004	2	mailingAddress	P.O. Box 7118  Indianapolis IN 46206-7118
0000005076-23-000004	1	otherBusinessLocation	3500 Wiseman Blvd.  San Antonio TX 78251-4321
0000005076-23-000004	2	otherBusinessLocation	5300 Robin Hood Road  Norfolk VA 23513-2430
0000005076-23-000004	3	otherBusinessLocation	12711 N. Meridian Street  Carmel IN 46032
0000810704-23-000003	1	principalOfficeAddress	1 Primerica Parkway  Duluth GA 30099
0000735286-23-000008	3	otherBusinessLocation	7900 Windrose Avenue  Plano TX 75024
0000735286-23-000008	1	otherBusinessLocation	2525 Water Ridge Parkway 1 North Falls Plaza Charlotte NC 28217
0000735286-23-000008	2	otherBusinessLocation	14321 North Northsight Blvd  Scottsdale AZ 85260
0000735286-23-000008	1	principalOfficeAddress	100 Vanguard Boulevard M39 Malvern PA 19355-2900
0001922563-23-000001	1	principalOfficeAddress	1460 Broadway  New York NY 10036
0001073944-23-000004	2	otherBusinessLocation	2225 Washington Blvd. Suite 300 Ogden UT 84401
0001073944-23-000004	1	principalOfficeAddress	235 W. Galena Street  Milwaukee WI 53212
0001073944-23-000004	1	otherBusinessLocation	223 Wilmington West Chester Pike Suite 303 Chadds Ford PA 19317
0001387131-23-005872	1	principalOfficeAddress	Operations Center 6201 15th Avenue Brooklyn NY 11219
0001559963-23-000002	1	principalOfficeAddress	L1 Tower S-3 Cyberycity, Magarpatta City Hadapsar Pune K7 411013
0001559963-23-000002	1	otherBusinessLocation	SEZ Unit, Block 3, Mount-Poonamallee Rd DLF IT Park Nandambakam Post, Ramapuram Chennai K7 600089
0000913181-23-000002	1	principalOfficeAddress	805 King Farm Blvd. Suite 600 Rockville MD 20850
0001140361-23-021010	1	principalOfficeAddress	51 Mercedes Way  Edgewood NY 11717
0001140361-23-021010	1	otherBusinessLocation	2 Gateway Center 283-299 Market Street Newark NJ 07102
0001140361-23-021010	2	otherBusinessLocation	110 W Park Drive  Mount Laurel NJ 08054
0001140361-23-021010	5	otherBusinessLocation	Aleja Grunwaldzka 472b  Gdansk R9 80-309
0001140361-23-021010	4	otherBusinessLocation	Divyasree NR Enclave, Plot No-1 EPIP Industrial Area, Whitefield Bangalore K7 560066
0001140361-23-021010	3	otherBusinessLocation	Survey No 64, Adjacent to Cyber Towers Hi-Tec City, Madhapur Hyderabad K7 500081
0000810417-23-000004	1	otherBusinessLocation	8640 S. River Parkway  Tempe AZ 85284
0000810417-23-000004	1	principalOfficeAddress	12555 Manchester Road  St. Louis MO 63131
0001452780-23-000005	1	principalOfficeAddress	5th Floor, Block B, Q City Nanakramguda, Gachibowli Hyderabad K7 500032
0001452780-23-000005	1	otherBusinessLocation	Suite 201, Building 7, Commerzone Samrat Ashok Path Road, Yerawada Pune K7 411006
0001452780-23-000005	2	otherBusinessLocation	3rd Fl, Unit 301, Bld 5&6, Mindspace Bus Parks Pvt Lmt-SEZ, Airoli Rd, Airoli, Navi Mumbai, Mumbai Maharashtr K7 400 708
0001452780-23-000005	4	otherBusinessLocation	6th Floor, Level 2, Lodha iThink Tower A Kolshet Road, Thane Mumbai, Maharashtra K7 400607
0001452780-23-000005	3	otherBusinessLocation	4th Floor, Block A, Q City, Nanakaamguda Gachibowli Hyderabad K7 500032
0001809901-23-000005	2	otherBusinessLocation	36 Floor Tower 2 MegaBox, Enterprise Square 5, 38 Wang Chiu Rd Kowloon Bay, Kowloon K3 00000
0001809901-23-000005	1	otherBusinessLocation	17/F and 17/M Floor Hopewell Centre 183 Queen's Road East Wanchai K3 00000
0001809901-23-000005	1	principalOfficeAddress	46 Floor Hopewell Centre 183 Queen's Road East Wanchai K3 00000
0000842657-23-000010	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0001018490-23-000019	1	principalOfficeAddress	5022 Gate Parkway Suite 200 Jacksonville FL 32256-7088
0001026006-23-000005	1	principalOfficeAddress	16801 Addison Road Suite 247 Addison TX 75001
0001451217-23-000002	1	principalOfficeAddress	1 Freedom Valley Drive  Oaks PA 19456
0001020337-23-000005	1	principalOfficeAddress	801 Grand Ave  Des Moines IA 50392
0001020337-23-000005	2	mailingAddress	711 High St  Des Moines IA 50392
0001020337-23-000005	1	otherBusinessLocation	655 9th St  Des Moines IA 50392
0001020337-23-000005	2	otherBusinessLocation	620 Coolidge Dr Ste 300  Folsom CA 65630
0001769408-23-000001	1	principalOfficeAddress	7600 Jericho Turnpike Suite 304 Woodbury NY 11797
0001927082-23-000002	1	principalOfficeAddress	295 Madison Ave 12th Floor New York NY 10017
0000810704-23-000002	1	principalOfficeAddress	1 Primerica Parkway  Duluth GA 30099
0000842657-23-000008	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0001550840-23-000005	1	principalOfficeAddress	1 Robert Speck Parkway Suite 1400 Mississauga A6 L4Z3M3
0000950123-23-003100	1	principalOfficeAddress	19900 MacArthur Blvd. Suite 250 Irvine CA 92612
0001049169-23-000009	1	principalOfficeAddress	1290 Broadway, Suite 1000  Denver CO 80203
0001018490-23-000017	1	principalOfficeAddress	5022 Gate Parkway Suite 200 Jacksonville FL 32256-7088
0001776580-23-000006	3	otherBusinessLocation	728, 7th floor, Elements Mall DCM, Ajmer Road Jaipur K7 302019
