ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000019617-23-000404	31-DEC-2022	JP Morgan Chase Bank NA	Some	N	OCC	No, failed to file amendment(s)	The amended TA-1 filing on 5/24/22 should have been filed within 60 days of the first processing activity taking place in Jersey City, NJ on 2/16/22. There was an additional TA-1 filing adding Plano, TX as a TA processing location filed timely on 11/7/22.	1416	68052	68052	0	0	0			Yes			36479	0	0
0001104659-23-073931	31-DEC-2022	Heritage U.S. Transfer Corp	None	N	SEC	Not applicable		72	3245	3245	0	0	0			Yes			0	0	0
0001945558-23-000002	31-DEC-2022	OpenPool Technologies, LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000203281-23-000004	31-DEC-2022	STANDARD REGISTRAR & TRANSFER AGENCY, INC /TA	None	N	SEC	Not applicable		14	2027	0	0	0	0			Yes			0	0	0
0000027048-23-000007	31-DEC-2022	SS&C GIDS, Inc.	Some	Y	SEC	No, failed to file amendment(s)	During a client's routine exam in 2023, the SEC recommended that the client amend their TA-2 filing for 2022 to include SS&C GIDS as a transfer agent service provider which did not allow SS&C GIDS to have knowledge of this during the 2022 reporting year.	113132	3463355	2571286	1586417	40797	0			Yes			16383141	65012	466
0000734713-23-000005	31-DEC-2022	GRAYBAR ELECTRIC CO INC TA /TA	All	N	SEC	Not applicable															
0000735286-23-000010	31-DEC-2021	VANGUARD GROUP INC	None	Y	SEC	Not applicable		3178857	23841815	23841815	21144290	0	0			Not Applicable			79456614	609690	2507
0001953187-23-000002	31-DEC-2022	SHAREMATTER INC.	None	N	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0000765207-23-000030	31-DEC-2022	First, N.A.	All	N	OCC	Not applicable															
0000765207-23-000029	31-DEC-2021	First, N.A.	All	N	OCC	Not applicable															
0000765207-23-000028	31-DEC-2020	First, N.A.	All	N	OCC	Not applicable															
0001942713-23-000002	31-DEC-2022	United Transfer Agency LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000949738-23-000003	31-DEC-2022	PEAR TREE ADVISORS INC /TA	None	N	SEC	Not applicable		6854	14528	14528	12781	14528	0			Yes			111465	173	1
0001915430-23-000003	31-DEC-2022	Dinari, Inc/TA	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001654954-23-007214	31-DEC-2022	DIRECT TRANSFER LLC	None	Y	SEC	Yes, filed amendment(s)		3505	240341	240341	49	214	0			Yes			0	0	0
0001667174-23-000002	31-DEC-2022	National Securities Administrators Ltd	None	N	SEC	Not applicable		2345	10694	10694	0	1386	0			Yes			3211	772	0
0001922563-23-000002	31-DEC-2022	Ohanae, Inc./TA	All	N	SEC	Not applicable															
0001387131-23-005904	31-DEC-2022	AMERICAN STOCK TRANSFER & TRUST CO, LLC /TA	Some	Y	SEC	Yes, filed amendment(s)		289657	3722696	3722696	368090	646534	0			Yes			0	0	29353
0001855712-23-000002	31-DEC-2022	LedgerLab LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001727770-23-000002	31-DEC-2022	Merchants Financial Group, Inc.	None	N	BGFRS	Not applicable		48	303	304	0	304	0			Yes			0	0	0
0000831495-23-000002	31-DEC-2022	Delaware Investments Fund Services Co	All	N	SEC	Not applicable															
0000831495-23-000001	31-DEC-2022	DELAWARE SERVICE CO INC /PA/ /TA	All	N	SEC	Not applicable															
0001768378-23-000002	31-DEC-2022	MacKenzie Capital Management, LP / TA	None	N	SEC	Not applicable		263	3382	3382	829	0	0			No	0	0	534	0	0
0001769408-23-000002	31-DEC-2022	BlockAgent Inc.	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000818238-23-000003	31-DEC-2022	COMMONWEALTH FUND SERVICES INC /TA	None	N	SEC	Not applicable		34096	250508	250508	239041	250508	0			Yes			365670	11	0
0000080255-23-002773	31-DEC-2022	PRICE ROWE T RETIREMENT PLAN SERVICES INC               /TA	Some	N	SEC	Not applicable		0	0	7221228	7221228	0	0			Not Applicable			47638082	70030	0
0001460584-23-000001	31-DEC-2022	Bangor Savings Bank /TA	None	N	FDIC	Not applicable		29	1	1	0	1									0
0000927395-23-000001	31-DEC-2022	WNC & ASSOCIATES INC /TA	None	N	SEC	Not applicable		0	421	421	0	0	0			Yes			0	0	75
0001782266-23-000004	31-DEC-2022	Securitize LLC	Some	N	SEC	Yes, filed amendment(s)		3278	95210	95210	0	0	0			Yes			0	0	0
0001718015-23-000008	31-DEC-2022	Odyssey Trust Co	Some	Y	SEC	Yes, filed amendment(s)		44625	174147	174960	998	56686	0			Yes			0	0	0
0001434234-23-000001	31-DEC-2022	GLOBEX TRANSFER, LLC	Some	N	SEC	Not applicable		641	22926	22926	0	0	0			Yes			0	0	0
