ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001493152-23-020704	otherControlManagement	1	J&C Issuer Services LLC - A Florida Limited Liability Co.	Share Purchase agreement dated 3/13/2019 with Connect X Capital Markets LLC
0000353291-23-000004	otherControlManagement	1	Legg Mason, Inc.	100% Ownership of Templeton Worldwide, Inc.
0000353291-23-000004	otherControlManagement	2	Franklin Resources, Inc.	100% ownership of Legg Mason, Inc.
0001609267-23-000002	otherControlManagement	2	MERCURY BORROWER, INC.	100% Shareholder
0001609267-23-000002	otherControlManagement	6	TRIDENT VIII, L.P.	Shareholder
0001609267-23-000002	otherControlManagement	3	MERCURY INTERMEDIATE II, INC.	100% Shareholder
0001609267-23-000002	otherControlManagement	1	Ascensus Holdings, Inc.	100% Shareholder
0001609267-23-000002	otherControlManagement	4	MERCURY INTERMEDIATE I, INC.	100% Shareholder
0001609267-23-000002	otherControlManagement	5	MERCURY PARENT HOLDINGS, INC.	100% Shareholder
0001419454-23-000002	otherControlFinance	1	FMR LLC	Directly and indirectly, through certain of its affiliated companies, FMR LLC wholly or partially may finance Fidelity Business Services India Private Limited
0001419454-23-000002	otherControlManagement	1	FMR LLC	Through certain of its direct or indirect subsidiaries, FMR LLC is the ultimate parent company of Fidelity Business Services India Private Limited
0001018490-23-000021	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-23-000021	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0000913181-23-000002	otherControlManagement	12	Jun Kawakubo	Board Manager of MUFG Investor Services (US) LLC
0000913181-23-000002	otherControlManagement	9	Young Kim	Chief Financial Officer, MUFG Investor Services (US) LLC
0000913181-23-000002	otherControlManagement	8	Gregory Cohen	Head of Transfer Agent, MUFG Investor Services (US) LLC
0000913181-23-000002	otherControlManagement	7	Mitsubishi UFJ Financial Group, Inc.	100% ownership stake in MUFG Bank, Ltd. and Mitsubishi UFJ Trust & Banking Corporation; 4.89% ownership stake in MUFG Americas Holding Corporation
0000913181-23-000002	otherControlManagement	6	Mitsubishi UFJ Trust & Banking Corporation	Provides strategic planning for the Global MUFG Investor Services Division, including MUFG Investor Services (US) LLC
0000913181-23-000002	otherControlManagement	5	MUFG Bank, Ltd.	95.11% ownership stake in MUFG Americas Holding Corporation
0000913181-23-000002	otherControlManagement	4	MUFG Americas Holding Corporation	100% ownership stake in MUFG Fund Services (USA) LLC
0000913181-23-000002	otherControlManagement	3	George Hall	Chief Risk Officer of MUFG Investor Services (US) LLC
0000913181-23-000002	otherControlManagement	2	James Fisher	Chief Executive Officer of MUFG Investor Services (US) LLC
0000913181-23-000002	otherControlManagement	1	Nicholas Sgammato	Chief Compliance Officer of MUFG Investor Services (US) LLC
0000913181-23-000002	otherControlManagement	11	Michael Scalzi	President, MUFG Investor Services (US) LLC
0000913181-23-000002	otherControlManagement	10	Kosuke Nakayamada	Chairman of the Board, MUFG Investor Services (US) LLC
0000810417-23-000004	otherControlManagement	7	Kristin Michele Johnson	Chief Transformation Officer
0000810417-23-000004	otherControlManagement	10	Timothy Andrew Rea	Chief Experience, Brand and Marketing Officer
0000810417-23-000004	otherControlManagement	5	Lisa Marie Dolan	Chief Operating Officer
0000810417-23-000004	otherControlManagement	4	Kenneth Ray Cella Jr	Principal of Branch Development
0000810417-23-000004	otherControlManagement	3	Timothy James Ney	Principal Operations Officer
0000810417-23-000004	otherControlManagement	2	Andrew Timothy Miedler	Chief Financial Officer
0000810417-23-000004	otherControlManagement	1	Penelope Pennington	Chief Executive Officer
0000810417-23-000004	otherControlManagement	8	Francis Thomas LaQuinta	Chief Information Officer
0000810417-23-000004	otherControlManagement	9	Richard David Link	Chief Compliance Officer
0000810417-23-000004	otherControlManagement	6	Tina Marie Hrevus	Chief of Staff to the Managing Partner
0000810417-23-000004	otherControlManagement	11	Wayne Allen Roberts	Head of New Market Opportunities
0000810417-23-000004	otherControlManagement	17	Lisa Murphy Bertain	Interim General Counsel
0000810417-23-000004	otherControlManagement	16	Hasan A Malik	Chief Strategy Officer
0000810417-23-000004	otherControlManagement	15	Suzan Leigh McDaniel	Chief Human Resources Officer
0000810417-23-000004	otherControlManagement	14	Lena Haas	Head of Wealth Management Advice and Solutions
0000810417-23-000004	otherControlManagement	13	David Alexander Gunn	President of Edward Jones (an Ontario Limited Partnership)
0000810417-23-000004	otherControlManagement	12	David Barry Chubak	Head of U.S. Business Unit
0001018490-23-000019	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001018490-23-000019	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001550840-23-000005	otherControlManagement	1	SS&C Fund Administration Company	SS&C (Canada) Limited is a wholly owned subsidiary of SS&C Fund Administration Company
0001550840-23-000005	otherControlManagement	2	SS&C Technologies Holdings, Inc.	SS&C (Canada) Limited is a wholly owned indirect subsidiary of SS&C Technologies Inc.
0001049169-23-000009	otherControlManagement	1	ALPS Holdings Inc., a DST Systems, Inc. company	ALPS Fund Services, Inc. is a wholly owned subsidiary of ALPS Holdings, Inc., which is a subsidiary of DST Systems, Inc.
0001049169-23-000009	otherControlManagement	3	SS&C Technologies Holdings, Inc.	ALPS Fund Services, Inc. is a wholly owned indirect subsidiary of SS&C Technologies Holdings, Inc.
0001049169-23-000009	otherControlManagement	2	DST Systems, Inc.	ALPS Fund Services, Inc. is a wholly owned indirect subsidiary of DST Systems, Inc.
0001018490-23-000017	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-23-000017	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001458682-23-000003	otherControlFinance	1	Robert Kennedy	Member of LLC per Operating Agreement effective 3/1/10.
0001458682-23-000003	otherControlFinance	2	Pelle Ojasu	REMOVED. Became a member of LLC per Operating Agreement effective 6/1/09. Ceased to be a member effective 9/13/17.
0001458682-23-000003	otherControlFinance	3	Ruth Makofske	REMOVED. Became a member of LLC per Operating Agreement effective 6/1/09. Ceased to be a member effective 12/8/11.
0001458682-23-000003	otherControlFinance	4	Regina Diane Kennedy and David Kennedy	REMOVED. Became a member of LLC per Operating Agreement effective 3/1/10. Regina Diane Kennedy and David Kennedy are deceased and all membership units originally owned by them were transferred to Kara Kennedy effective 2/4/17.
