ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0000735286-23-000013	corporationPartnership	18	Deanna Marie Mulligan	31-JUL-2017	Director	NA	true		
0000735286-23-000013	corporationPartnership	17	Sarah Bloom Raskin	31-JUL-2017	Director	NA	true		
0000735286-23-000013	corporationPartnership	20	Lauren Marie Valente	25-JUL-2020	Managing Director	NA	true		
0000735286-23-000013	corporationPartnership	21	Matthew John Benchener	04-DEC-2020	Managing Director	NA	true		
0000735286-23-000013	corporationPartnership	22	David Anthony Thomas	22-JUL-2021	Director	NA	true		
0000735286-23-000013	corporationPartnership	23	Nitin NMN Tandon	01-SEP-2021	Managing Director	NA	true		
0000735286-23-000013	corporationPartnership	24	Tara Lynn Bunch	18-NOV-2021	Director	NA	true		
0000735286-23-000013	corporationPartnership	25	Emerson U. Fullwood	01-JAN-2008	Director	NA	true		
0000735286-23-000013	corporationPartnership	26	Jacqueline Mary Angell	30-NOV-2022	Chief Compliance Officer	NA	true		
0000735286-23-000013	corporationPartnership	1	Amy NMN Gutmann	30-JUN-2006	Director	NA	true		22-FEB-2022
0000735286-23-000013	corporationPartnership	2	Andre Francois Perold	31-DEC-2004	Director	NA	true		
0000735286-23-000013	corporationPartnership	3	Francis Joseph Loughrey	01-OCT-2009	Director	NA	true		
0000735286-23-000013	corporationPartnership	4	Michael Thomas Rollings	06-JUN-2006	Managing Director	NA	true		
0000735286-23-000013	corporationPartnership	5	Mark NMN Loughridge	22-MAR-2012	Director	NA			
0000735286-23-000013	corporationPartnership	6	Scott Charles Malpass	22-MAR-2012	Director	NA	true		
0000735286-23-000013	corporationPartnership	7	Peter Frederick Volanakis	01-DEC-2008	Director	NA	true		
0000735286-23-000013	corporationPartnership	8	Mortimer Joseph Buckley	31-JAN-2003	Chief Executive Officer, Director	NA	true		
0000735286-23-000013	corporationPartnership	9	Chris Davis McIsaac	07-JAN-2012	Managing Director	NA	true		
0000735286-23-000013	corporationPartnership	10	John Thomas Marcante	21-MAR-2013	Managing Director	NA	true		18-NOV-2022
0000735286-23-000013	corporationPartnership	11	Anne Elizabeth Robinson	22-SEP-2016	General Counsel	NA	true		
0000735286-23-000013	corporationPartnership	12	John Edward Schadl	18-MAR-2019	Chief Compliance Officer	NA	true		30-NOV-2022
0000735286-23-000013	corporationPartnership	13	Karin Ann Risi	28-MAY-2015	Managing Director	NA	true		
0000735286-23-000013	corporationPartnership	14	Thomas Mark Rampulla	28-MAY-2015	Managing Director	NA	true		
0000735286-23-000013	corporationPartnership	15	John Mark James	01-JAN-2017	Managing Director	NA	true		
0000735286-23-000013	corporationPartnership	16	Gregory NMN Davis	31-JUL-2017	Managing Director	NA	true		
0000735286-23-000013	corporationPartnership	19	Joseph Patrick Brennan	27-SEP-2018	Chief Risk Officer	NA	true		
0001073944-23-000006	corporationPartnership	1	UMB Financial Corporation	17-APR-2011	Shareholder	E	true		
0001073944-23-000006	corporationPartnership	2	Maureen A. Quill	11-MAR-1996	EVP and Exec Director Registered Funds	NA			
0001073944-23-000006	corporationPartnership	3	Jason D. Bartel	10-MAR-2023	Vice President and Secretary	NA	false		
0001073944-23-000006	corporationPartnership	4	Terrance P. Gallagher	12-MAR-2007	EVP	NA	false		
0001073944-23-000006	corporationPartnership	5	Carla J. Green	25-JAN-2019	Treasurer	NA	false		
0001073944-23-000006	corporationPartnership	6	James H. Cornelius	22-JAN-2018	Director	NA			04-MAY-2023
0001073944-23-000006	corporationPartnership	7	Jill S. Calton	23-JAN-2019	EVP, Dir of Alternative Investments	NA			
0001073944-23-000006	corporationPartnership	8	Michael Huisman	09-MAR-2020	SVP/Director Transfer Agency	NA			
0001073944-23-000006	corporationPartnership	9	Phillip J. Mason	04-MAY-2023	Director	NA			
0001285911-23-000003	corporationPartnership	1	BNY Mellon Investment Adviser, Inc. (formerly,The Dreyfus Corporation)	23-JUN-1995	Parent Company	E	true		
0001285911-23-000003	corporationPartnership	15	Gregory John Pasquale	11-JAN-2021	Chief Financial Officer and Treasurer	NA			
0001285911-23-000003	corporationPartnership	3	Matthew NMN Perrone	01-JUN-2009	Senior Vice President	NA			
0001285911-23-000003	corporationPartnership	4	Irene Despina Papadoulis - aka Irene Pappas	10-DEC-2012	President	NA			
0001285911-23-000003	corporationPartnership	5	Mark Daniel Woods	11-MAR-2019	Chief Financial Officer and Treasurer	NA			10-SEP-2019
0001285911-23-000003	corporationPartnership	6	Kenneth James Bradle	28-JUN-2019	Chairman	NA			01-OCT-2020
0001285911-23-000003	corporationPartnership	7	Renee Michelle LaRoche-Morris	28-JUN-2019	Director and Vice President	NA			14-JAN-2021
0001285911-23-000003	corporationPartnership	8	Gregory Allan Brisk	28-JUN-2019	Director and Vice President	NA			01-OCT-2020
0001285911-23-000003	corporationPartnership	9	John Patrick Shea	10-SEP-2019	Chief Financial Officer and Treasurer	NA			11-JAN-2021
0001285911-23-000003	corporationPartnership	10	BNY Mellon IHC, LLC	11-APR-2017	Parent Company of MBC Investments Corp.	E	true		
0001285911-23-000003	corporationPartnership	11	MBC Investments Corporation	28-FEB-2017	Parent of BNY Mellon Investment Adviser	E	true		
0001285911-23-000003	corporationPartnership	12	Paul Mazziotti	08-JUN-2020	Chief Compliance Officer	NA			14-MAY-2021
0001285911-23-000003	corporationPartnership	13	Kenneth James Bradle	01-OCT-2020	Chairman and Director	NA			
0001285911-23-000003	corporationPartnership	14	Eileen Marie Mello	01-MAR-2021	Director	NA			
0001285911-23-000003	corporationPartnership	2	The Bank of New York Mellon Corporation	01-JUL-2007	Ultimate Parent Company	E	true		
0000275143-23-000006	corporationPartnership	6	Nick Wright	23-DEC-2021	President	NA	true		
0000275143-23-000006	corporationPartnership	5	SS&C Technologies, Inc.	16-APR-2018	Direct Owner	E	true		
