ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0001288763-08-000010	SEC	Computershare Investor Services Inc.		289645	N	(416) 263-9200	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
0001288777-08-000013	SEC	Computershare Trust Company of Canada		298181	N	(416) 263-9200	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
0000737074-08-000003	SEC	USAA Transfer Agency Company, dba USAA Shareholder Account Sevices		332510	N	(210) 498-0226	N	N	N	N	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001352392-08-000191	SEC	Pacific Stock Transfer Company		406868	N	702-361-3033	N	N	Y	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N
0001421877-08-000305	SEC	Franklin Templeton Investment Services GmbH		339135	Y	(916) 463-4350	N	N	N	Y	Other	Limited Liability Company	Y	N	N	N	N	N	Y	Y	N	N	Y	Y	N	Y	N	N	N	N	N	N	Y	N	N	N
0001410382-08-000006	SEC	RolloverSystems, Inc.	Rollover Systems, Inc	334235	N	704-248-5810	N	N	N	N	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001277690-08-000024	SEC	CIBC Mellon Trust Company		283580	N	416-643-5000	Y	N	Y	N	Corporation		N	N	N	N	Y	Y	Y	Y	Y	Y	N	Y	N	Y	Y	N	N	Y	N	N	Y	N	N	N
0000772037-08-000010	SEC	Columbia Management Services, Inc.		027748	Y	(617) 772-3348	Y	N	Y	N	Corporation		N	N	N	N	N	N	Y	Y	N	Y	Y	Y	N	Y	N	N	N	Y	N	N	N	N	N	N
0001450610-08-000002	SEC	GW Investor Services, LLC		339184	Y	(303) 737-2655	N	Y	N	N	Not Applicable				N	N	N	N	N	Y	N	N	N	Y	N	Y	N	N	N	Y	N	N	Y	N	N	N
0000793347-08-000041	SEC	T. Rowe Price Services, Inc.		408005	Y	(410) 345-4882	Y	Y	N	N	Not Applicable																									
0000793347-08-000039	SEC	T. Rowe Price Retirement Plan Services, Inc.		436873	Y	(410) 345-4882	Y	Y	N	N	Not Applicable																									
0001141917-08-000007	SEC	Lincoln Retirement Services Company, LLC		087049	N	260-455-2000	N	N	Y	N	Other	LLC	N	N	N	N	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	N	N	Y	N	Y	Y	N	N	N
0000857468-08-000001	SEC	Shareholder Financial Services, Inc.		425553	Y	303-768-3200	Y	N	Y	N	Corporation		N	N	N	N	N	N	N	Y	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N
0000276398-08-000001	SEC	Shareholder Services, Inc.		423871	Y	303-768-3200	Y	N	N	N	Corporation		N	N	N	N	N	N	N	Y	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N
