ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001451217-10-000011	corporationPartnership	1	Al DelPizzo	30-MAY-2008	President	NA	false		
0001451217-10-000011	corporationPartnership	19	Brent N. Vasher	20-DEC-2010	Vice President	NA	false		
0001451217-10-000011	corporationPartnership	3	Robert Silvestri	30-MAY-2008	Treasurer	NA	false		
0001451217-10-000011	corporationPartnership	4	Jeffery Klauder	30-MAY-2008	Director and Senior Vice President	NA	true		
0001451217-10-000011	corporationPartnership	5	Dennis Mc Gonigle	30-MAY-2008	Director and Senior Vice President	NA	true		
0001451217-10-000011	corporationPartnership	6	Aaron Buser	30-MAY-2008	Vice President and Assistant Secretary	NA	false		
0001451217-10-000011	corporationPartnership	7	David McCann	04-MAR-2009	Vice President and Assistant Secretary	NA	false		
0001451217-10-000011	corporationPartnership	8	James Ndiaye	30-MAY-2008	Vice President and Assistant Secretary	NA	false		
0001451217-10-000011	corporationPartnership	9	James F. Volk	30-MAY-2008	Chief Compliance Officer	NA	false		
0001451217-10-000011	corporationPartnership	10	Robert Muse	04-MAR-2009	Vice President	NA	false		
0001451217-10-000011	corporationPartnership	11	Bridget Jensen	04-MAR-2009	Vice President	NA	false		
0001451217-10-000011	corporationPartnership	12	Phillip Masterson	30-MAY-2008	Vice President	NA	false		
0001451217-10-000011	corporationPartnership	13	Jay Cipriano	30-MAY-2008	Vice President	NA	false		
0001451217-10-000011	corporationPartnership	14	SEI Investments Management Corporation	30-MAY-2008	Direct Parent Company	E	true		
0001451217-10-000011	corporationPartnership	15	SEI Investments Company	30-MAY-2008	Ultimate Parent Company	E	true		
0001451217-10-000011	corporationPartnership	16	Mark Nagle	30-MAY-2008	Director and Senior Vice President	NA	true		
0001451217-10-000011	corporationPartnership	17	Stephen Meyer	03-JUN-2010	Director	NA	true		
0001451217-10-000011	corporationPartnership	18	Mark F. McManus	20-DEC-2010	Vice President	NA	false		
0001451217-10-000011	corporationPartnership	2	Timothy Barto	30-MAY-2008	General Counsel and Secretary	NA	false		
0001452780-10-000007	corporationPartnership	1	Pacific Ventures	02-MAY-2005	33.6% Owner	C	false		
0001452780-10-000007	corporationPartnership	2	DST HealthCare Holdings, Inc.	30-APR-2005	66.4% Owner	D	false		
0001452780-10-000007	corporationPartnership	3	Gregg William Givens	23-MAY-2007	Director	NA	true		
0001452780-10-000007	corporationPartnership	4	DST Systems, Inc.	30-APR-2005	Indirect Ownership	NA	true		
0001452780-10-000007	corporationPartnership	10	Raju Penmatcha	31-DEC-2009	Head of BPO Services	NA	true		
0001452780-10-000007	corporationPartnership	6	Giriraj Telikicherla	21-DEC-2006	Head of BPO Services	NA	true		31-DEC-2009
0001452780-10-000007	corporationPartnership	7	Tilak Panjabi	24-JUN-2008	Country Head	NA	true		
0001452780-10-000007	corporationPartnership	8	Krish V Krishnan	01-AUG-2009	Director	NA	true		
0001452780-10-000007	corporationPartnership	9	Mark C Prasifka	01-AUG-2009	Director	NA	true		31-MAR-2010
0001452780-10-000007	corporationPartnership	5	Manjula Cherukuri	21-MAR-2005	Head of Finance	NA	true		
0000944496-10-000014	soleProprietorship	11	Kyle Cochran Kerbawy	01-JUL-2007	Managing Director			NA	19-DEC-2008
0000944496-10-000014	soleProprietorship	10	Kevin Michael Brennan	01-JUL-2007	Managing Director			NA	
0000944496-10-000014	soleProprietorship	13	Jeffrey Edward Cohen	01-JUL-2007	Managing Director			NA	
0000944496-10-000014	soleProprietorship	14	Peter Anthony Ward	01-JUL-2007	Vice President			NA	
0000944496-10-000014	soleProprietorship	15	Marc Lawrence Librizzi	01-JUL-2007	Managing Director			NA	
0000944496-10-000014	soleProprietorship	16	Frank Anthony Madonna	14-JUN-1999	Managing Director			NA	
0000944496-10-000014	soleProprietorship	17	William Anthony Harris	10-FEB-1999	Senior Counsel			NA	
0000944496-10-000014	soleProprietorship	18	Samir Mohan Pandiri	24-FEB-2009	Chief Executive Officer			NA	
0000944496-10-000014	soleProprietorship	19	Elizabeth DaSilva	01-JUL-2009	Managing Director			NA	
0000944496-10-000014	soleProprietorship	20	Peter James Duggan	01-JUL-2009	Managing Director			NA	
0000944496-10-000014	soleProprietorship	21	Deborah Flickinger	17-AUG-2009	Managing Director			NA	
0000944496-10-000014	soleProprietorship	1	Gretchen Marie Mohen	30-MAR-2005	President and Chief Executive Officer			NA	24-FEB-2009
0000944496-10-000014	soleProprietorship	2	James Matthew Balsan	03-APR-1989	Managing Director			NA	01-JUL-2007
0000944496-10-000014	soleProprietorship	3	David Leigh Becker	08-AUG-2005	Chief Compliance Officer			NA	13-NOV-2009
0000944496-10-000014	soleProprietorship	4	Robert Michael Carney, Sr.	28-APR-1980	Managing Director			NA	21-MAY-2010
0000944496-10-000014	soleProprietorship	5	Declan Peter Thomas Denehan	07-NOV-1991	Managing Director			NA	31-DEC-2008
0000944496-10-000014	soleProprietorship	6	Stephen Joseph Dolmatch	14-AUG-1995	Senior Managing Counsel			NA	30-JAN-2009
0000944496-10-000014	soleProprietorship	7	Barton Hill	07-APR-2003	Managing Director			NA	01-JUL-2007
0000944496-10-000014	soleProprietorship	8	John Barry Power	29-SEP-2005	Chief Administrative Officer			NA	04-JUL-2007
0000944496-10-000014	soleProprietorship	9	John Thomas Scagnelli	11-OCT-1999	SVP, Client Relationship			NA	04-JUL-2007
0000944496-10-000014	soleProprietorship	12	Mario Passudetti	01-JUL-2007	Managing Director			NA	16-JUL-2008
