ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0000724935-11-000004	corporationPartnership	1	Michelle A King	15-SEP-2000	President	E	true		
0001140361-11-019666	corporationPartnership	5	Mark Kopelman	08-MAR-2010	General Manager	NA	true		
0001140361-11-019666	corporationPartnership	1	Broadridge Financial Solutions, Inc.	08-MAR-2010	Owner	E	true		
0001140361-11-019666	corporationPartnership	2	Adam D. Amsterdam	08-MAR-2010	Director and President	NA	true		
0001140361-11-019666	corporationPartnership	3	Dan Sheldon	08-MAR-2010	Director, VP and Controller	NA	true		
0001140361-11-019666	corporationPartnership	4	Rick Rodick	08-MAR-2010	Director, VP and Treasurer	NA	true		
0001094768-11-000002	corporationPartnership	1	John D. Muller	01-JAN-2002	Chairman, Director	NA	true		
0001094768-11-000002	corporationPartnership	2	Omar Paz	26-FEB-2008	President, Director, Secretary	NA	true		
0001094768-11-000002	corporationPartnership	3	Edmond Eger	19-MAR-2010	Business Officer	NA	true		
0001094768-11-000002	corporationPartnership	4	Christopher Chen	01-MAY-2003	Chief Compliance Officer	NA	true		
0001094768-11-000002	corporationPartnership	5	Prashant Aggarwal	01-NOV-2008	Chief Financial Officer & Director	NA	true		31-DEC-2010
0001094768-11-000002	corporationPartnership	6	Steve Burleson	19-MAR-2010	Treasurer	NA	true		31-DEC-2010
0001094768-11-000002	corporationPartnership	8	Robert Mansell	19-MAR-2010	Senior Technology Officer	NA	true		31-DEC-2010
0001094768-11-000002	corporationPartnership	7	Jeff Mannie	25-OCT-2006	Controller	NA	true		31-DEC-2010
0000005076-11-000003	corporationPartnership	8	Kenneth R. Gorvetzian	01-SEP-2001	Director & Chairman	NA	true		
0000005076-11-000003	corporationPartnership	9	Carmelo Spinella	01-SEP-2005	Director	NA	true		
0000005076-11-000003	corporationPartnership	10	Catherine M. Ward	01-OCT-1995	Director	NA	true		
0000005076-11-000003	corporationPartnership	11	Angela M. Mitchell	01-SEP-2001	Secretary	NA	false		
0000005076-11-000003	corporationPartnership	12	J. Steven Duncan	11-SEP-2007	Director & Senior Vice President	NA	true		
0000005076-11-000003	corporationPartnership	13	Paul F. Roye	11-SEP-2007	Director	NA	true		
0000005076-11-000003	corporationPartnership	14	Martin Jacobs	11-SEP-2007	Director	NA	true		
0000005076-11-000003	corporationPartnership	15	Bruce E. Meikle	08-SEP-2009	Director	NA	true		
0001090027-11-000007	corporationPartnership	1	Jon M. Ziehl	01-SEP-1984	CEO/President	C	true		
0001090027-11-000007	corporationPartnership	2	Terrall Janeway	01-OCT-1998	SVP/COO	NA	true		
0001090027-11-000007	corporationPartnership	3	Daniel Murphy	01-MAR-2005	VP/CCO	NA	false		
0001090027-11-000007	corporationPartnership	4	William S. Kemble	18-OCT-2006	CFO	NA	true		
0001090027-11-000007	corporationPartnership	5	Trish Stone-Damen	01-JAN-1998	VP Corporate Legal	NA	false		11-FEB-2009
0001090027-11-000007	corporationPartnership	6	PlanMember Financial Corporation	01-DEC-1991	Direct	E	false		
0001090027-11-000007	corporationPartnership	7	Lovell Minnick Equity Partners LLP	01-NOV-2006	Indirect Owner	D	true		
0000005076-11-000003	corporationPartnership	7	Kevin G. Clifford	03-JAN-2007	Director	NA	true		
0000005076-11-000003	corporationPartnership	6	Cindy M. Omiya	01-SEP-2004	Director, Senior VP & Treasurer	NA	true		
0000005076-11-000003	corporationPartnership	5	Diane S. Sawyer	01-SEP-2006	Director & Senior Vice President	NA	true		
0000005076-11-000003	corporationPartnership	4	Deborah L. Lima	01-SEP-2004	Director & Senior Vice President	NA	true		
0000005076-11-000003	corporationPartnership	3	Jeanne R. Askvig	01-SEP-2006	Director & Senior Vice President	NA	true		
0000005076-11-000003	corporationPartnership	2	John H. Phelan	03-JAN-2007	Director & President	NA	true		
0000005076-11-000003	corporationPartnership	1	Capital Research and Management Company	01-JUL-1985	Stockholder	E	true		
0001380486-11-000001	corporationPartnership	8	NAGY, CHRISTOPHER THEODORE	14-JUL-2010	VICE PRESIDENT	NA	true		
0001380486-11-000001	corporationPartnership	7	Kimm, David	01-JAN-2010	Chief Risk Officer	NA	true		
